Experiment	condition	Bh	Bt	Ri	Trehalose	Glucose	Pyruvate	Succinate	Lactate	Formate	Acetate	Butyrate
A7V14_23	E2_p6	1.611244482	20.21920516	2.561411083	0	0	0	2.678492288	1.59198842	0.358698761	15.0034906	11.70536376
A7V14_24	E2_p7	0.448056216	14.09053825	0.952534325	0	0	0	3.081373075	0	0.568400801	14.75380638	10.00333953
A7V14_25	E2_p8	0.097333876	12.99866362	0.405251734	0	0	0	2.899340491	0	0.737280259	14.09517489	13.64017356
A7V14_26	E2_p9	0.121158788	17.0818746	0.744621717	0	0	0	2.645684816	0	1.030038955	13.1099986	13.34772812
A7V14_27	E2_p10	0.109330926	17.03813149	0.55977434	0	0	0	2.64473545	0	1.165805382	13.01511272	13.76850567
A7V14_28	E2_p11	0.043204284	11.62411267	0.3378335	0	0	0	2.51530314	0	1.356068832	12.66012561	11.54244381
A7V14_29	E2_p12	0.826010724	22.18537726	0.601505245	0	0	0	2.589815639	0	1.371125796	13.2954214	15.42226366
A7V14_30	E2_p13	0.736275834	19.22210575	0.364268599	0	0	0	2.45600814	0	0.920318118	13.72819035	13.94148071
A7V14_31	E2_p14	3.800630228	18.24563721	0.679150419	0	0	0	2.221163544	0	0.643990291	15.35594737	12.48118
A7V14_32	E2_p15	3.994941786	12.34428672	0.325266659	0	0	0	1.869112944	0	0.621409351	16.93162789	11.40697438
A7V14_33	E2_p16	7.949273238	13.3323025	0.398666535	0	0	0	1.226472817	1.115714542	0.467560035	14.03107514	1.84188455
A7V14_34	E2_p17	8.974453787	16.3729325	0.334908318	0	0	0	1.446208767	0	0.723766772	20.94384113	11.82778684
A7V14_35	E2_p18	7.599639556	11.35901645	0.190141895	0	0	0	1.236521268	0	0.64439701	21.89478732	11.92455636
A7V14_36	E2_p19	7.713948953	15.96153004	0.354766548	0	0	0	1.108734954	0	0.595497866	22.86762945	9.893635739
A7V14_37	E2_p20	9.986376587	9.036157724	0.353053718	0	0	0	1.067097861	0	0.644385485	24.13261887	12.32105563
A7V14_38	E2_p21	9.637616702	10.02110302	0.462538323	0	0	0	0.972344187	0	0.637544349	23.05730363	10.71830344
A7V14_39	E2_p22	8.288440041	10.33347726	0.465096719	0	0	0	0.921797679	0	0.607453733	22.82811384	11.10868238
A7V14_40	E2_p23	3.582248839	9.714804275	0.220481052	0	0	0	0.878660356	0	0.594271058	21.97233765	9.867078186
A7V14_41	E2_p24	6.202245845	10.80409075	0.456861859	0	0	0	0.836816316	0	0.698977849	20.41478767	13.5672046
A7V14_42	E2_p25	6.514909011	10.55008985	0.45826847	0	0	0	0.786572101	0	0.670068151	20.3847793	10.71381563
A7V14_43	E2_p26	5.836636248	9.042479718	0.445765076	0	0	0	0.81198099	0	0.703765329	20.33366519	11.63555785
A7V14_44	E2_p27	7.967928476	9.854724403	0.425115107	0	0	0	0.78664357	0	0.706508321	20.83579837	9.566914812
A7V15_1	E2_c1	0.071491627	0.019138644	0.02556697	0.240894101	7.854253919	11.01813533	0.318323922	0.724953965	0.550356311	1.712005841	0
A7V15_2	E2_c2	0.230434246	0.648161162	0.285574466	0.243018324	7.627650131	10.58645795	0.315124269	0.942128893	0.59976621	2.408021998	0
A7V15_3	E2_c3	0.465211438	13.44503736	4.927400049	0.229932372	0.401907279	2.016477767	4.176317406	3.015543353	1.522144479	9.844212003	4.497597151
A7V15_4	E2_c4	0.2731729	11.7089244	7.346448321	0.313358947	0	0	4.088237785	1.905306394	1.526866478	7.85099775	9.769384461
A7V15_5	E2_c5	0.070721875	16.34294122	9.077447291	0.288805207	0	0	3.662630197	1.835479574	1.200737593	5.209921075	13.29526069
A7V15_6	E2_c6	0.038933646	31.73870801	0.377980811	0.137076824	0	0	3.722330426	2.058170515	1.00670482	6.229264794	11.28129729
A7V15_7	E2_c7	0.0182022	43.38190941	0.097078399	0	0.037076522	0	3.901462158	3.288767412	0.883488202	7.967109901	9.059237252
A7V15_8	E2_c8	0	30.03214515	0.130646779	0	0.021006105	0	3.508453896	4.410522717	1.172337603	8.655915745	8.075176461
A7V15_9	E2_c9	0.067558744	28.00384992	1.511314118	0	0	0	3.525984493	5.301506477	1.396627838	9.793716854	8.951744756
A7V15_10	E2_c10	1.618103441	27.82881077	3.397803192	0	0	0	3.193721512	5.639131603	1.080521492	9.472387746	9.488486062
A7V15_11	E2_c11	8.75308354	18.39328619	3.55999558	0	0	0	2.941036879	4.567559043	0.316082353	12.27748157	9.726774599
A7V15_12	E2_c12	9.707130268	12.11376689	3.161141268	0	0	0	2.476415266	3.597947825	0.278679659	16.90105509	9.111035872
A7V15_13	E2_c13	14.7662852	12.78321177	4.266767773	0	0	0	2.216415144	2.84568718	0.380232522	17.15935017	10.60997953
A7V15_14	E2_c14	8.30109216	8.55713016	4.320641255	0	0	0	1.981398393	2.505101162	0.42640507	18.42609026	11.02802489
A7V15_15	E2_c15	9.444475669	13.02664182	9.211971599	0	0	0	1.70677766	1.948003886	0.43240029	16.69111895	11.80140016
A7V15_16	E2_c16	9.515961173	9.840416823	7.894853396	0	0	0	1.582508744	1.777177889	0.420098184	17.46872299	11.71615655
A7V15_17	E2_c17	12.2112973	11.11708274	7.454265241	0	0	0	1.518568386	1.360629239	0.462449862	17.60204251	14.05833651
A7V15_18	E2_p1	9.783836833	9.062824736	6.429643959	0	0	0	1.334237312	1.368618182	0.484185725	17.53053059	13.38686716
A7V15_19	E2_p2	10.02702342	10.19462924	7.754730963	0	0	0	1.178475099	1.200963251	0.442885417	16.78640567	17.33007126
A7V15_20	E2_p3	10.27021001	11.32643374	9.079817967	0	0	0	1.075536207	1.174277872	0.400664622	17.34304907	16.32184335
A7V15_21	E2_p4	0	17.1787081	4.473621901	0	0	0	1.079263222	1.092585184	0.418941571	19.1603272	17.96897573
A7V15_22	E2_p5	2.216132451	16.93397701	1.407958773	0	0	0.635567417	3.110338159	2.061096299	0.27048599	16.20629741	10.30726494
A7V15_23	E2_p6	3.15194227	25.53973793	1.297227941	0	0	0	3.467431991	0	0.421467506	17.18888978	11.31177766
A7V15_24	E2_p7	2.47426561	20.51710178	1.204961503	0	0	0	3.066016406	0	0.43455497	17.4079371	10.01468354
A7V15_25	E2_p8	0.653875033	18.28725588	0.495324107	0	0	0	2.898738577	0	0.604154777	16.71874716	14.24910662
A7V15_26	E2_p9	0.382411715	22.59142734	0.459045809	0	0	0	2.79422445	0	0.768852013	15.9942528	13.46606486
A7V15_27	E2_p10	0.258094775	18.13401057	0.323750463	0	0	0	2.634384786	0	1.010020068	15.05531933	13.48317091
A7V15_28	E2_p11	0.149909792	14.98526837	0.258177975	0	0	0	2.614819744	0	1.206098271	14.72078838	10.56399531
A7V15_29	E2_p12	0.345915401	24.62094045	0.684967401	0	0	0	2.53074353	0	1.515008257	14.46612572	15.3432598
A7V15_30	E2_p13	0.990917626	22.05542413	0.541751682	0	0	0	2.38683119	0	1.510124074	14.44666352	13.80932868
A7V15_31	E2_p14	1.990058051	17.75450191	0.594364005	0	0	0	2.313056476	0	0.833273248	15.45566149	13.22259306
A7V15_32	E2_p15	5.290985446	18.11372064	0.513975604	0	0	0	2.083714558	0	0.583169908	17.11832495	10.71305587
A7V15_33	E2_p16	7.761684457	17.89462929	0.646807038	0	0	0	1.668472066	1.400875092	0.420523996	14.50515631	15.69068713
A7V15_34	E2_p17	8.007239098	14.74747908	0.365167535	0	0	0	1.60971348	0	0.706517593	20.54359559	11.84539909
A7V15_35	E2_p18	7.277692541	15.91394985	0.309259196	0	0	0	1.368588995	0	0.654718355	21.12811977	11.48834295
A7V15_36	E2_p19	5.505625237	12.51251518	0.153757367	0	0	0	1.272878965	0	0.569401933	22.63402183	9.673069692
A7V15_37	E2_p20	7.699048437	14.97327438	0.302462617	0	0	0	1.187892183	0	0.626044076	23.90001	12.45611532
A7V15_38	E2_p21	11.29749087	13.3059337	0.343794123	0	0	0	1.059600871	0	0.590570937	23.76025984	10.93118463
A7V15_39	E2_p22	11.1424826	12.09225357	0.386383358	0	0	0	0.973938585	0	0.615231254	23.60993674	11.24278296
A7V15_40	E2_p23	6.583897591	11.01449185	0.232149746	0	0	0	0.912064244	0	0.590087369	23.73074511	9.430602024
A7V15_41	E2_p24	9.279538717	11.58320043	0.187465429	0	0	0	0.887117786	0	0.616812395	23.93466771	12.16589679
A7V15_42	E2_p25	11.77002421	11.80323768	0.249101042	0	0	0	0.816001579	0	0.696270636	23.83717112	10.59618261
A7V15_43	E2_p26	9.494033438	10.4312957	0.255288771	0	0	0	0.829861944	0	0.709629325	23.49858395	11.008386
A7V15_44	E2_p27	7.218042663	9.059353725	0.261476501	0	0	0	0.741617725	0	0.667203311	21.7204139	8.611403299
A7V16_1	E2_c1	0.054281276	0.011915809	0.016456854	0.248577252	8.022564349	11.1444309	0.331380137	0.745823628	0.552387598	1.759312217	0
A7V16_2	E2_c2	0.243809786	0.746420365	0.308983601	0.245693562	7.626632958	10.57569337	0.31244116	0.987324457	0.611083292	2.468539069	0
A7V16_3	E2_c3	0.316407545	12.48623273	6.271021752	0.232453579	0.120224177	1.498317402	4.381271741	3.009412893	1.492364769	10.33064933	5.133774482
A7V16_4	E2_c4	0.174206075	10.17166265	6.45165078	0.316936571	0	0	3.781607249	1.95437389	1.450469941	9.149358661	8.599801136
A7V16_5	E2_c5	0.056328477	14.23858733	7.60017196	0.293566568	0	0	3.512829198	1.656971581	1.162714343	7.732898149	10.89340065
A7V16_6	E2_c6	0	23.639	0	0.239040963	0	0	3.537132695	2.032415631	1.01714707	8.295600054	10.30416436
A7V16_7	E2_c7	0	34.51682949	0.04731596	0	0.037501483	0	3.508258808	2.740973161	0.892468487	9.522082173	8.044795311
A7V16_8	E2_c8	0	32.89006859	0.165417399	0	0.021188101	0	3.390637338	3.783848521	0.97035601	10.60315552	6.584977379
A7V16_9	E2_c9	0	32.41802888	0.097563053	0	0	0	3.463141938	5.025369948	1.094970159	12.14921512	7.400065416
A7V16_10	E2_c10	0	26.45277505	0.332362173	0	0	0	3.194013673	5.55858963	1.110664546	10.70026658	7.646421907
A7V16_11	E2_c11	0.092125804	24.43483417	0.667059065	0	0	0	2.960392697	5.810046604	1.109187284	10.06212091	8.271661749
A7V16_12	E2_c12	4.004529522	17.68494067	1.609630974	0	0	0	2.85717099	6.156001241	0	12.99585238	8.114897954
A7V16_13	E2_c13	6.269277173	13.2470739	1.730025066	0	0	0	2.492507677	5.29094079	0.211424019	17.79317463	8.077552199
A7V16_14	E2_c14	10.74526897	13.02213868	3.090207572	0	0	0	2.02423578	4.189793439	0.187083395	20.85898961	8.248923199
A7V16_15	E2_c15	10.93628852	8.859231005	4.015914624	0	0	0	1.686270634	3.198544031	0.199373388	20.27821361	9.213776892
A7V16_16	E2_c16	9.599786051	12.22922971	6.02098195	0	0	0	1.438580226	2.774028804	0.231182525	24.15189357	8.378953051
A7V16_17	E2_c17	6.796125788	9.26064636	6.267754595	0	0	0	1.529721707	2.592996596	0.328382233	23.65722422	10.81216897
A7V16_18	E2_p1	6.436661141	10.01231813	6.716487074	0	0	0	1.34075737	2.35989134	0.372689084	23.24114603	10.18652583
A7V16_19	E2_p2	7.887813581	10.28379143	6.992263475	0	0	0	1.133864641	1.951142325	0.285972381	22.321515	11.3772749
A7V16_20	E2_p3	5.48864389	8.947549373	4.876296649	0	0	0	1.116852394	2.002812319	0.251536415	24.10307352	11.62064013
A7V16_21	E2_p4	8.484046677	5.499480257	7.082663967	0	0	0	1.12261244	1.848109127	0.297010852	25.72568756	14.88993115
A7V16_22	E2_p5	5.551984	10.23640998	0.752335467	0	0	0.395226504	2.88975133	1.898040078	0.268078787	21.85922079	8.757580085
A7V16_23	E2_p6	9.134523354	18.79455587	0.731445572	0	0	0	3.023268867	0	0.38503556	23.55220066	7.414692832
A7V16_24	E2_p7	8.406500395	15.18869393	0.73022567	0	0	0	2.538386051	0	0.433949084	24.84011537	6.623985507
A7V16_25	E2_p8	4.966910072	18.01829605	0.390617684	0	0	0	2.226795182	0	0.510987286	24.37206401	11.65572223
A7V16_26	E2_p9	2.057442081	13.05627291	0.443658043	0	0	0	2.099628532	0	0.640799249	21.58082829	8.535586391
A7V16_27	E2_p10	1.177743091	15.23137421	0.294435773	0	0	0	2.107654318	0	0.726024782	20.14283729	11.53114849
A7V16_28	E2_p11	0.689766866	15.9543907	0.269396898	0	0	0	2.124975376	0	0.848921064	18.89131184	9.312788022
A7V16_29	E2_p12	0.589580735	20.46861668	0.454892032	0	0	0	2.199555889	0	0.96533353	17.97125605	14.4516075
A7V16_30	E2_p13	0.505184546	17.42757151	0.577507975	0	0	0	2.146356685	0	1.069411227	16.43682461	12.5160361
A7V16_31	E2_p14	0.409897706	16.10205949	0.63702717	0	0	0	2.06361483	0	1.30124105	15.41232117	13.13211383
A7V16_32	E2_p15	0.587490605	11.85632909	0.419113236	0	0	0	2.021558267	0	1.11162309	15.08199854	11.32568758
A7V16_33	E2_p16	2.862859286	14.89981589	0.528693863	0	0	0	1.63346302	1.374150514	0.393990857	14.08572983	15.61455695
A7V16_34	E2_p17	4.574312195	11.72882236	0.493508384	0	0	0	1.587106351	0	0.660575121	17.05051529	13.84348014
A7V16_35	E2_p18	6.838672354	14.22317403	0.524227966	0	0	0	1.469598918	0	0.63527429	18.41671313	13.77794064
A7V16_36	E2_p19	6.570977335	16.34674712	0.414155167	0	0	0	1.277888582	0	0.565928692	19.1765119	10.49112924
A7V16_37	E2_p20	5.133418949	10.56936421	0.240194777	0	0	0	1.14697277	0	0.648415005	20.20706523	12.18886226
A7V16_38	E2_p21	9.615593904	11.43581971	0.438928384	0	0	0	1.100617279	0	0.613152715	21.46514568	11.52456698
A7V16_39	E2_p22	10.1645256	11.09792172	0.516356143	0	0	0	1.040556927	0	0.613861748	22.02635042	11.40387288
A7V16_40	E2_p23	6.148110987	6.798088796	0.334487958	0	0	0	0.953619343	0	0.621996065	21.56529794	9.631248987
A7V16_41	E2_p24	5.945473483	11.36398582	0.33617094	0	0	0	0.906137069	0	0.659561992	21.2506769	11.83942759
A7V16_42	E2_p25	5.801464789	14.4904099	0.452779295	0	0	0	0.921252312	0	0.677410928	21.47160693	10.53860174
A7V16_43	E2_p26	0	19.81597	0	0	0	0	0.909013126	0	0.680015885	21.36746541	11.40161657
A7V16_44	E2_p27	0	16.08704	0	0	0	0	0.872056341	0	0.691722189	20.88825753	8.80122715
A7V17_1	E2_c1	0.070729879	0.017983802	0.026374271	0.247589013	8.033985031	11.21467202	0.33254077	0.739919715	0.565477342	1.806316171	0
A7V17_2	E2_c2	0.244416029	0.706371343	0.306309202	0.245249947	7.597414797	10.55135031	0.315359313	0.984865886	0.614451396	2.488808447	0
A7V17_3	E2_c3	0.475086752	15.92490794	7.199826617	0.230721028	0.144180964	1.530921775	4.375757439	2.983951669	1.460350098	10.17299824	5.370785578
A7V17_4	E2_c4	0.196981371	11.6404052	7.757882482	0.314357811	0	0	3.883563384	2.011434281	1.461528659	7.686900716	9.616313809
A7V17_5	E2_c5	0.061746191	10.72498846	5.275507928	0.286344241	0	0	3.657125921	1.752220249	1.177914528	5.198972631	12.8322968
A7V17_6	E2_c6	0.016383353	33.99327401	0.315834647	0.202201041	0	0	3.710475061	2.077708703	1.026965622	6.346772704	11.19057644
A7V17_7	E2_c7	0	49.52991221	0.105943099	0	0.029020203	0	3.813332604	2.935875282	0.921039881	8.007308087	9.521018789
A7V17_8	E2_c8	0	34.34498842	0.208636373	0	0	0	3.594412663	4.254733374	1.285194111	8.467438345	8.689090665
A7V17_9	E2_c9	0	26.77036198	1.088776063	0	0	0	3.45675995	5.220135795	1.390463047	9.482991316	9.8859224
A7V17_10	E2_c10	0	26.03801371	2.384809213	0	0	0	3.251610526	5.368850911	1.313601854	8.362651083	10.05283315
A7V17_11	E2_c11	0.137374061	20.71506095	3.997269366	0	0	0	2.991435893	5.029294899	1.964527365	8.307941867	10.43805823
A7V17_12	E2_c12	0.434303526	18.02496783	5.248977182	0	0	0	2.900294569	4.580506171	2.347991187	8.51470191	10.56171787
A7V17_13	E2_c13	2.108636204	17.02627888	5.992041213	0	0	0	2.764473673	4.009422769	0.584435848	11.70139989	12.00476002
A7V17_14	E2_c14	7.845766627	17.93558172	6.720941385	0	0	0	2.396699004	3.132193862	0.521648034	16.36355436	10.02242444
A7V17_15	E2_c15	10.20277338	12.2133199	4.157051048	0	0	0	2.062606089	2.689520144	0.513580876	17.55329326	8.855768067
A7V17_16	E2_c16	21.85489597	6.304103397	5.639161633	0	0	0	1.945310238	2.371220711	0.491057821	23.83314743	7.762686076
A7V17_17	E2_c17	18.40821031	5.473012742	4.297954049	0	0	0	1.618865185	1.97688924	0.507338136	25.77388195	9.413873559
A7V17_18	E2_p1	23.64454511	11.5633287	4.65650851	0	0	0	1.515564155	1.531515648	0.54267586	27.54242613	8.067433723
A7V17_19	E2_p2	20.33989872	11.90717108	3.378413212	0	0	0	1.269213367	1.373013288	0.456941981	27.36136377	7.692954584
A7V17_20	E2_p3	19.22386936	12.14645307	2.411941231	0	0	0	1.293273603	1.459539417	0.477938585	28.9108855	8.099712891
A7V17_21	E2_p4	16.073094	8.71284271	3.956571996	0	0	0	1.337600618	1.471099484	0.504567746	30.73077338	11.27925504
A7V17_22	E2_p5	7.563653096	9.600115491	0.865592792	0	0	0	1.36150158	6.364328023	0	22.7339885	7.156508638
A7V17_23	E2_p6	8.736642916	11.72628724	0.701626949	0	0	0	1.332796142	1.84068995	0.488557215	23.35152877	6.988500511
A7V17_24	E2_p7	8.613915807	10.25621437	0.482563643	0	0	0	1.456922119	0	0.56349273	24.28402874	6.421916409
A7V17_25	E2_p8	9.139935421	9.856078069	0.719634134	0	0	0	1.300601423	0	0.575555095	24.79630629	10.48205991
A7V17_26	E2_p9	7.577849758	9.115521772	0.499927588	0	0	0	1.187772256	0	0.607116582	24.27198827	8.258177185
A7V17_27	E2_p10	5.941637785	9.465877797	0.424402699	0	0	0	1.057697427	0	0.624871539	23.0619702	8.489757432
A7V17_28	E2_p11	5.92389271	11.29394593	0.32809135	0	0	0	1.015204586	0	0.643223477	23.26926979	7.600090883
A7V17_29	E2_p12	5.422435832	13.00410093	0.408364872	0	0	0	1.006661785	0	0.673949054	23.02788073	14.52883001
A7V17_30	E2_p13	8.802845979	10.88937732	0.729289716	0	0	0	0.941580978	0	0.675528205	22.11910008	11.05933575
A7V17_31	E2_p14	6.256888076	11.85237149	0.474006672	0	0	0	0.910518462	0	0.64827346	21.74836928	11.75337737
A7V17_32	E2_p15	7.345969414	11.67115825	0.286206601	0	0	0	0.884353724	0	0.641186323	21.94522029	9.28868154
A7V17_33	E2_p16	9.505492508	9.334881104	0.447908385	0	0	0	1.519638229	1.052981153	0.425946464	14.27604592	16.66371076
A7V17_34	E2_p17	10.66002859	10.12762537	0.591226801	0	0	0	0.867491092	0	0.685725973	23.74091818	11.10440771
A7V17_35	E2_p18	10.28752074	10.5590474	0.681236671	0	0	0	0.830261545	0	0.644451386	23.40162691	10.99099608
A7V17_36	E2_p19	10.24670002	12.25406947	0.528148726	0	0	0	0.807185152	0	0.630695198	23.41906291	9.620501208
A7V17_37	E2_p20	10.2058793	13.94909155	0.375060782	0	0	0	0.817387773	0	0.641234989	23.75933571	11.82548184
A7V17_38	E2_p21	8.420276318	12.64382731	0.29682095	0	0	0	0.805278881	0	0.648667868	23.59454415	10.62316368
A7V17_39	E2_p22	9.12258005	8.322215163	0.283023768	0	0	0	0.785941127	0	0.669870974	23.81607687	11.31426089
A7V17_40	E2_p23	9.210791152	8.020876418	0.24278407	0	0	0	0.769223004	0	0.648441773	23.92912676	8.956679052
A7V17_41	E2_p24	14.34570763	8.664926377	0.367648001	0	0	0	0.750756236	0	0.68410879	23.69147057	11.83436927
A7V17_42	E2_p25	9.927630345	9.625771483	0.301761988	0	0	0	0.721079363	0	0.72799064	22.98298298	10.07000259
A7V17_43	E2_p26	9.683401049	12.58097259	0.326918241	0	0	0	0.729395896	0	0.752193478	23.16756583	9.958554202
A7V17_44	E2_p27	10.27342672	10.1078602	0.336179798	0	0	0	0.741902268	0	0.734247577	23.54190705	8.353366555
A7V18_1	E2_c1	2.8045	0.373933333	0.810188889	0	0.309357843	0.389782505	0.10264784	3.388197204	2.787762568	10.50770426	3.018679838
A7V18_2	E2_c2	1.917240594	0.383448119	1.198275371	0	0	0.726509065	0.192396718	3.558077127	4.398279147	14.92204861	8.685671293
A7V18_3	E2_c3	1.576630205	0.69371729	0.762037932	0	0.033719602	0.906530288	0.792391522	0.099298065	3.695547639	12.12007156	10.8332107
A7V18_4	E2_c4	0.114141152	7.979734776	0.035933326	0	0.014059555	0.927980791	1.751470269	0	3.32247871	13.6193727	10.77924672
A7V18_5	E2_c5	0.073889703	17.45865892	0.032018871	0	0.034840526	0.383150254	2.418831292	0	3.646458547	14.8670457	11.77242369
A7V18_6	E2_c6	0	18.17408123	0.46425124	0	0	0	2.660420093	0	3.822054464	17.04158013	11.64050501
A7V18_7	E2_c7	0	15.33749695	0.193967914	0	0	0	2.604517145	0	3.632501043	14.18915769	11.54837305
A7V18_8	E2_c8	0	17.96976167	0.295306458	0	0	0	2.712813341	0	3.675121615	15.50963025	11.31454109
A7V18_9	E2_c9	0.127853366	18.78713894	0.264839116	0	0	0	2.95070772	0	3.890226844	15.72175235	12.59086542
A7V18_10	E2_c10	0.438323391	19.79506549	0.527258572	0	0	0	2.922364341	0	3.489726528	16.59720408	12.39316562
A7V18_11	E2_c11	2.25817769	18.60599452	1.068870773	0	0	0	2.763974486	0	2.010866445	16.25432917	11.64571859
A7V18_12	E2_c12	3.19529308	16.59059154	0.801557094	0	0	0	2.682620238	0	0.968866386	18.73689425	10.7333801
A7V18_13	E2_c13	2.355334625	15.83962535	0.508141637	0	0	0	2.485923061	0	1.049333878	20.00804835	12.70904598
A7V18_14	E2_c14	3.110547715	14.02258625	0.852156011	0	0	0	2.222874413	0	1.046914941	22.08502401	11.09850236
A7V18_15	E2_c15	2.562415132	12.35774673	0.4785598	0	0	0	1.992676904	0	0.999513804	22.68818193	12.72123335
A7V18_16	E2_c16	6.617851219	15.66504023	1.020950148	0	0	0	1.874560959	0	0.931774859	24.73142017	11.07061086
A7V18_17	E2_c17	6.928172562	14.09714137	1.495002006	0	0	0	1.725366476	0	1.033049216	24.89742669	12.62545234
A7V18_18	E2_p1	7.898040249	13.6548312	0.899159876	0	0	0	1.54648389	0	0.99723243	25.3375265	10.70366408
A7V18_19	E2_p2	8.867907936	13.21252104	0.303317747	0	0	0	1.295789486	0	0.819524185	23.43804487	14.1246863
A7V18_20	E2_p3	8.006364692	13.6245617	0.151882257	0	0	0	1.24867846	0	0.781812994	25.74728693	8.640693962
A7V18_21	E2_p4	7.840950033	11.02901653	0.113636957	0	0	0	1.204848747	0	0.796200475	28.87832286	14.64028758
A7V18_22	E2_p5	5.598105853	11.79651923	0.010422006	0	0	0	1.712343639	5.002331208	0.318717458	20.68050256	8.946697461
A7V18_23	E2_p6	6.024256127	14.49569522	0.013686706	0	0	0	1.409264121	1.025310835	0.600807365	22.27568355	8.458827823
A7V18_24	E2_p7	7.128722005	15.07192098	0.008876761	0	0	0	1.808244045	0	0.578226162	25.02561279	6.886700232
A7V18_25	E2_p8	6.700265642	12.12778676	0.054050849	0	0	0	1.536561885	0	0.661052717	26.87621888	11.43286864
A7V18_26	E2_p9	2.267292703	16.01309618	0.058275796	0	0	0	1.39939218	0	0.740074222	26.1136305	11.12740809
A7V18_27	E2_p10	0.582963929	16.38801291	0.113976922	0	0	0	1.411810903	0	0.929319356	22.01023651	13.37816439
A7V18_28	E2_p11	0.257920808	15.67605824	0.112840353	0	0	0	1.515156543	0	1.31132509	19.93338139	9.977355238
A7V18_29	E2_p12	0.167318655	20.48360612	0.166684873	0	0	0	1.711385163	0	1.482371146	18.81388588	15.36401673
A7V18_30	E2_p13	0.286207245	19.7963089	0.469318333	0	0	0	1.769526441	0	1.786619585	17.93643953	12.50015651
A7V18_31	E2_p14	0.605651799	20.08028771	0.46237933	0	0	0	1.788518157	0	1.895923122	16.3903101	13.23034315
A7V18_32	E2_p15	0.956316555	18.86112578	0.272763828	0	0	0	1.789139863	0	1.564199291	17.35766486	10.6901345
A7V18_33	E2_p16	4.131613767	19.91295366	0.290875107	0	0	0	1.47680791	1.273023184	0.476661382	15.3473633	16.48248586
A7V18_34	E2_p17	6.39357882	15.84928376	0.264447476	0	0	0	1.488730117	0	0.83216834	19.67483376	11.84959108
A7V18_35	E2_p18	7.367476196	14.62205969	0.220058971	0	0	0	1.273039497	0	0.744334917	20.02291861	1.293824957
A7V18_36	E2_p19	9.866444076	12.7425138	0.189056555	0	0	0	1.183295126	0	0.692463072	21.62311055	9.647779016
A7V18_37	E2_p20	12.36541196	10.86296792	0.158054138	0	0	0	1.128376728	0	0.749075722	23.33051679	11.99094657
A7V18_38	E2_p21	10.13790723	15.64182615	0.11001068	0	0	0	1.033827723	0	0.701988005	24.04622714	10.95924148
A7V18_39	E2_p22	10.70439286	13.05449366	0.19327376	0	0	0	0.944807472	0	0.690309989	23.8525618	10.7063733
A7V18_40	E2_p23	7.729470841	8.836479973	0.179603251	0	0	0	0.888962091	0	0.683731041	23.68939654	8.794223041
A7V18_41	E2_p24	12.38397417	12.79497069	0.227129657	0	0	0	0.914747569	0	0.747511082	24.94643998	11.15925822
A7V18_42	E2_p25	9.397307003	14.70918325	0.176858474	0	0	0	0.848514926	0	0.766458011	24.65646047	9.885918725
A7V18_43	E2_p26	10.02183422	14.06164337	0.063978878	0	0	0	0.846434379	0	0.767152691	24.60961688	10.18207017
A7V18_44	E2_p27	10.02183422	14.06164337	0.063978878	0	0	0	0.808354189	0	0.743588952	24.59393156	7.625320008
