Experiment	condition	Bh	Bt	Ri	Trehalose	Glucose	Pyruvate	Succinate	Lactate	Formate	Acetate	Butyrate
A6V11_25	E1_p13	0.002659107	8.566685012	0.04511618	0.562783022	1.012803831	0.618820762	8.241187675	5.612475968	1.882622109	11.38126468	1.083881059
A6V11_26	E1_p14	0.002033681	5.973869053	0.026889777	0.52154928	0.887724149	0.486922209	8.490337474	4.812318098	1.492931681	10.76993119	0.958650397
A6V11_27	E1_p15	0.001847765	2.795944919	0.013627264	0.513167835	0.988056028	0.547066486	8.455498071	4.720532991	1.340910975	10.46840677	0.92720632
A6V11_28	E1_p16	0	3.70151053	0.022282078	0.537030687	1.468044383	0.605418197	8.585039706	5.522676164	1.311140903	10.70774763	0.801037904
A6V11_29	E1_p17	0.000892039	1.86186349	0.011559337	0.505240926	2.364858448	0.647645308	7.419628049	5.819387905	1.207722945	9.641196309	0.655080226
A6V11_30	E1_p18	0.00271415	2.159513757	0.01283567	0.492388741	3.234092656	0.831683508	6.403786442	6.318543382	1.144207816	8.877552738	0.607657336
A6V11_31	E1_p19	0.001449817	1.650761172	0.008215627	0.518676936	4.467100818	1.583735673	5.714189931	6.865029777	1.240012952	8.618460768	0.588207991
A6V11_32	E1_p20	0	4.542724585	0.007073633	0.484013899	3.907778779	1.881015589	5.387343549	6.076032493	1.332557007	8.150869554	0.471420168
A6V11_33	E1_p21	0	7.213569923	0.005525734	0.488725856	1.305297225	0.983934592	8.056372965	5.966370434	1.405519277	9.975345558	0.401892913
A6V11_34	E1_p22	0	6.466653334	0.000771622	0.531109128	0.859932281	0.65171327	10.39213537	6.00006986	1.517352703	11.79957379	0.334689978
A6V11_35	E1_p23	0	5.189033802	0.002329784	0.410430914	0.559747964	0.510224691	8.348849914	4.093804839	1.245333923	9.204645696	0.249411057
A6V11_36	E1_p24	0	4.951718625	0.000643018	0.481417402	0.636888597	0.814838166	10.12846737	4.636792397	1.605966299	11.06536746	0.308473317
A6V11_37	E1_p25	0	6.892812983	0.001478451	0.506538074	0.571839702	0.969081106	10.69642065	4.916233614	1.694751928	11.92049313	0.239450884
A6V11_38	E1_p26	0	5.483754101	0.001652558	0.492640838	0.599595564	1.181737494	10.36201012	4.636262522	1.675862046	11.62987362	0.217660984
A6V11_39	E1_p27	0	8.360302783	0.001277497	0.481503847	0.302410522	0.688872073	10.52727456	4.634784036	1.629802178	12.19400381	0.208184359
A6V12_1	E1_c1	0.104958569	0.051608848	0.007758167	0.714327867	10.2714782	10.51125615	0.660623809	0.822537898	0.995368565	2.555579893	0.251790097
A6V12_2	E1_c2	2.918401592	2.207798486	0.103501758	0.484047004	8.307804608	8.20615907	1.297696857	0.885647249	0.878870083	7.450437475	0.382057861
A6V12_3	E1_c3	1.37918028	4.649327982	0.295288726	0.129465069	0.248302069	0.077481071	4.898880349	0.780207591	0.669698312	15.25123377	2.535218544
A6V12_4	E1_c4	2.404545811	9.337394346	2.802502452	0.203912805	0.080889394	0	3.725931882	0.92937626	0.762429277	10.98022225	7.599429425
A6V12_5	E1_c5	0.963365511	7.391582446	2.763788611	0.257359641	0.06896004	0	2.979414257	0.863719449	0.784805339	6.21541864	10.1926287
A6V12_6	E1_c6	1.441740537	9.90444309	5.495232233	0.285821822	0.064084611	0	2.618548408	0.866798456	1.405592721	4.626146919	11.5895966
A6V12_7	E1_c7	3.816237422	15.01458292	7.530686017	0	0.074318076	0	2.822545838	0.843233184	0.914364544	6.210367499	13.64500037
A6V12_8	E1_c8	4.007298172	11.9289388	5.100283553	0	0.064425267	0	2.475355947	0.626134867	1.402448459	7.231294004	13.71465102
A6V12_9	E1_c9	4.297352645	10.17364761	5.500868388	0	0.061037613	0	2.200671284	0.467445534	1.439021792	7.811431913	13.96955962
A6V12_10	E1_c10	3.799166604	8.603848732	6.936137503	0	0.063212123	0	2.44419086	0.421185204	1.401834924	9.726369263	16.02374612
A6V12_11	E1_c11	0.750566314	5.531929441	3.345961455	0	0.06099548	0	2.119587677	0.330563811	1.435707173	7.457101059	15.33960341
A6V12_12	E1_c12	0.866288559	10.70741999	6.821730525	0.156133728	0.062862379	0	2.028739613	0.295259426	1.637862265	5.378087722	15.81740234
A6V12_13	E1_p1	1.167322699	10.07940197	10.32103609	0.252528133	0.067597002	0	2.433217547	0.286645089	1.412329768	5.017430027	17.00510779
A6V12_14	E1_p2	0.402064865	7.917681081	4.069345946	0.307317774	0.063670044	0	2.015112035	0.222277169	1.386733537	3.734277548	14.91105924
A6V12_15	E1_p3	0.17701306	6.910636361	4.734486084	0.349110447	0.061629036	0	1.601873357	0.231217792	1.356625896	3.401804599	13.77698428
A6V12_16	E1_p4	0.220391586	6.29967308	4.502844971	0.436778588	0.189282846	0.750885138	1.477309924	0.256500215	0.956297193	4.141419613	13.12828564
A6V12_17	E1_p5	0.175622806	3.958140406	3.22996849	0.436211528	0.936938694	1.930957628	1.490605602	1.339984392	0.812567644	4.205766655	9.583676351
A6V12_18	E1_p6	0.125153096	2.458006804	2.925453618	0.451507047	2.327850734	3.427100893	1.594534464	1.922080577	0.852202785	4.098713554	7.32818005
A6V12_19	E1_p7	0.099460882	2.846410386	1.811255063	0.526668827	3.968685943	5.25237641	1.831507279	2.428445633	1.025655573	4.712263614	6.29883876
A6V12_20	E1_p8	0.035571755	1.809166997	1.135383865	0.488193637	3.292577951	2.991749836	1.92183448	3.82498142	1.033958099	5.307518593	5.915820377
A6V12_21	E1_p9	0	0.948428571	2.371071429	0.476677758	2.998454465	1.678864011	2.02775412	4.684841345	1.032700226	5.912255942	5.994752111
A6V12_22	E1_p10	0.021296055	0.955483006	0.370071154	0.557849575	7.451563685	6.835367011	1.44368723	3.834110356	1.274301768	4.949042551	2.731812467
A6V12_23	E1_p11	0.006944339	3.870913336	0.340851296	0.511603391	5.413466761	4.945684962	2.815206316	4.18050425	1.741689875	6.689476846	2.081631282
A6V12_24	E1_p12	0.00299918	6.464833307	1.015555805	0.514806404	0.233224459	0.070377464	6.366700227	4.123170263	1.593577312	9.452438608	4.619723035
A6V12_25	E1_p13	0.004595029	7.629586351	2.565047367	0.572073754	0.032089391	0	5.521001198	4.293340487	1.482043843	8.002369831	8.009745367
A6V12_26	E1_p14	0.004020856	7.741219082	3.154137766	0.369757502	0.06570977	0	2.645348046	2.275659378	0.793003251	3.229941196	6.729820223
A6V12_27	E1_p15	0	9.169135953	3.252965336	0.489376907	0.048923352	0	3.194812874	3.058299081	1.032220063	3.577436985	10.94092184
A6V12_28	E1_p16	0	7.240252041	5.723695869	0.506348419	0.048653683	0	3.350944922	3.436992773	1.047035113	3.542336337	12.25278119
A6V12_29	E1_p17	0	9.430902141	3.894071734	0.462968569	0.047812302	0	2.881880578	3.335009065	0.958478093	3.236245077	11.72122406
A6V12_30	E1_p18	0.007857508	6.968300117	4.665395446	0.438927914	0.056023722	0	2.779896628	3.01736379	0.916308662	3.328714682	11.99064524
A6V12_31	E1_p19	0	5.47343433	1.91051813	0.332730274	0.083485851	0	3.656157887	3.137459873	0.995307379	4.757089621	12.622349
A6V12_32	E1_p20	0	10.56051065	5.415073676	0.354899205	0.065948265	0	3.407482143	2.796941646	0.949855913	4.896335137	11.57881116
A6V12_33	E1_p21	0	11.21082904	5.789923476	0.361582052	0.05862382	0	3.224339347	2.354453085	0.962519399	3.953908435	11.89533736
A6V12_34	E1_p22	0	12.43485117	8.985556793	0.395553779	0.066434009	0	3.911828844	2.602146284	1.190823281	4.247350078	14.19477424
A6V12_35	E1_p23	0	13.62752338	5.145651884	0.366487009	0.019365029	0	3.443126088	2.206329179	1.111855889	3.421271342	12.6051915
A6V12_36	E1_p24	0	9.553742638	4.975331661	0.373189202	0.048833324	0	3.764512202	2.155083456	1.255292658	3.426823532	12.67293219
A6V12_37	E1_p25	0	11.74257416	4.299247018	0.387128814	0.035180571	0	4.983394019	2.74000057	1.497761489	4.353191097	13.72993806
A6V12_38	E1_p26	0	12.36378422	4.768846994	0.245492646	0.040482501	0	2.937587496	1.438687162	0.851930959	2.763621138	7.497727446
A6V12_39	E1_p27	0	14.23789959	3.481537498	0.387519555	0.024039393	0	5.441880253	2.485808904	1.414685843	4.343083074	12.17047831
A7V1_1	E2_c1	0.075300964	0.067147993	0.037653623	0.804430833	10.34458687	10.65168588	0.704899696	0.264725561	1.121541488	10.25470332	0.799807545
A7V1_2	E2_c3	0.423753237	11.24697591	6.030479399	0.66602092	1.265438269	0.674984667	1.252266184	7.011155519	4.390996239	1.898332218	10.80532901
A7V1_3	E2_c5	0.081277467	16.12870051	9.676353346	0.146227654	0.020248261	0	1.063116462	0.251645791	0.46887726	2.294077868	3.353670143
A7V1_4	E2_c7	0.018295712	39.33486572	0.061748028	0.066631684	0.065764992	0	4.698420579	2.163554082	1.493923751	11.55255194	9.26610468
A7V1_5	E2_c9	0	14.41693285	0.283071251	0.070045964	0.121299457	0	5.393744701	5.670323228	2.901582963	14.79287237	11.02935056
A7V1_6	E2_c11	0.124194151	23.23616121	3.103442489	0.183152572	0.063780485	0	3.920780277	5.258363833	2.194792862	10.98972758	10.48987431
A7V1_7	E2_c13	12.45895065	14.79955761	4.348793082	0.024065266	0.045723952	0.064229831	0	4.923568577	7.679862721	0.82994496	12.58760724
A7V1_8	E2_c15	8.134807512	14.75454231	5.863605847	0.025434794	0.030779882	0	2.372638296	2.079936388	0.814287135	18.19261274	12.78329376
A7V1_9	E2_c17	4.645483424	13.87857551	9.697468179	0.029735162	0.026483191	0	2.830355645	2.043164239	1.137578892	20.46022689	16.03833127
A7V1_10	E2_c19	8.92606631	12.03808638	8.892026227	0.017454953	0.024753464	0	2.213011784	1.397964813	0.913200126	17.22076936	15.24758628
A7V1_11	E2_c21	2.11916484	9.320417201	5.508297914	0.01975183	0.021004054	0	2.642363606	1.063634345	1.265630661	16.80557322	18.44883988
A7V1_12	E2_c23	4.459844712	9.302492762	5.546489416	0.01570805	0.017041892	0	2.25423239	0.840673388	0.92625891	14.74507595	15.98108022
A7V1_13	E2_c25	1.269845537	7.362715689	3.060500241	0.017496121	0	0	2.507116665	1.021210192	1.186826292	16.62311796	17.7546871
A7V1_14	E2_c27	3.364171675	9.735024745	5.186117744	0	0.032394551	0	2.232371528	1.178112089	0.81116236	15.19090229	15.39509425
A7V1_15	E2_c29	5.245162866	12.52478048	8.645803744	0	0.03680785	0	2.874938143	1.874222435	1.001796644	17.32391022	16.61998285
A7V1_16	E2_c31	4.843915328	15.39644492	6.369592974	0	0.036085191	0	2.535111964	1.610918205	0.740851251	16.69418216	14.85497583
A7V1_17	E2_c33	7.122732865	15.55576037	8.386194512	0	0.039771099	0	2.978885226	1.669271014	0.925872517	19.58856639	16.04605564
A7V1_18	E2_c35	7.288158744	13.04917663	4.499213033	0	0.032887223	0	2.582073532	1.643196329	0.687342422	18.06378186	13.57545629
A7V1_19	E2_c37	8.372442029	15.26377262	5.829491615	0	0.038754206	0	3.058932604	2.050738597	0.896302138	22.49650643	15.37806446
A7V1_20	E2_c39	10.42375151	15.49566745	4.360182293	0	0.033149615	0	2.548020921	1.969877039	0.695062896	20.5258305	12.97124623
A7V1_21	E2_c41	6.651716501	12.80964999	3.436385262	0	0.032302197	0	2.891647863	2.202505453	0.873211595	24.34788167	14.49548057
A7V1_22	E2_c43	8.178329813	11.25007155	9.677690279	0	0.032513868	0	2.436914796	2.051453398	0.673565752	20.90242177	12.4748346
A7V2_1	E2_c1	0.091719539	0.017576861	0.024409924	0.812623936	11.16507771	11.45642589	0.849877009	0.856461679	1.174775713	2.364104335	0.604123529
A7V2_2	E2_c3	0.455324821	13.75190677	6.409595927	0.682452973	0.317182661	1.980220218	5.395447402	2.206283986	2.676828385	12.13897125	5.057118348
A7V2_3	E2_c5	0.068587589	15.10562519	6.485923845	0.627173447	0.058902057	0	4.913227963	1.436535149	1.951146517	6.452213362	13.75891269
A7V2_4	E2_c7	0.018248907	38.44971742	0.047447159	0.076008153	0.072097445	0	4.686303441	2.451017446	1.516839957	9.99804221	8.869394109
A7V2_5	E2_c9	0	15.53103212	0.020421749	0.07035409	0.057640378	0	5.09086274	5.678588177	3.52519401	10.72484019	10.50746083
A7V2_6	E2_c11	1.5102128	20.76460523	1.54030762	0.069208275	0.049462479	0	3.90578237	5.84640094	3.019656405	9.416194758	9.751926553
A7V2_7	E2_c13	11.33927619	15.05933115	3.990608452	0.026523041	0.033299886	0	3.435375028	4.011386858	0.965628458	19.34712567	12.8318301
A7V2_8	E2_c15	5.751447705	13.63265425	7.080882064	0.028291134	0.030333531	0	2.383473539	2.338251536	0.820741354	17.54301686	13.06412877
A7V2_9	E2_c17	9.068821408	12.01369455	9.757693303	0.024675068	0.025905782	0	2.35128636	2.008035211	0.949647211	18.46409819	16.1072828
A7V2_10	E2_c19	6.341165916	12.26120467	12.03705634	0.022306884	0.024336789	0	1.827195707	1.440417327	0.861402878	16.29985641	14.84988812
A7V2_11	E2_c21	3.722526163	8.975752132	6.671216981	0.022815124	0.02165442	0	2.064771536	1.393902781	1.042272253	16.66091925	17.0216663
A7V2_12	E2_c23	3.827340186	9.567477307	6.664616833	0.017143329	0.018344191	0	1.746240902	0.860403866	0.914069406	14.65089608	15.68718692
A7V2_13	E2_c25	3.269944015	7.883947777	8.526911482	0.021628529	0	0	2.146713718	0.843313484	1.111219514	15.03746814	18.14298889
A7V2_14	E2_c27	2.4555601	5.689089701	4.41383382	0	0.0317275	0	1.831625086	0.884762567	0.866502679	14.02820039	16.4118513
A7V2_15	E2_c29	3.269183853	8.556622919	9.221046425	0	0.01965169	0	2.058250536	1.139601013	1.03067732	15.9941734	17.47197429
A7V2_16	E2_c31	6.035123622	10.89378911	8.068157021	0	0.022204496	0	1.985473567	1.361006239	0.779513442	15.39517312	15.01306714
A7V2_17	E2_c33	4.231922377	7.480580875	13.40851195	0	0.036664836	0	2.137434154	1.401770208	0.940134484	17.89152264	16.45435551
A7V2_18	E2_c35	4.204313925	7.022819193	8.677570864	0	0.03599802	0	1.914685177	1.442148415	0.732219328	16.41708689	14.53963475
A7V2_19	E2_c37	4.176705472	6.565057511	3.946629777	0	0.032851114	0	2.226541347	1.867520942	0.889610876	19.46126233	15.61269201
A7V2_20	E2_c39	6.63456384	9.40061066	6.483896376	0	0.044018845	0	1.922548703	1.864197577	0.701995915	18.21118143	13.70664737
A7V2_21	E2_c41	7.692787868	14.7129488	5.764853065	0	0.022670379	0	1.944672039	2.121358897	0.788950892	20.97053756	14.73009893
A7V2_22	E2_c43	9.211629961	9.861970123	5.956884488	0	0.028958839	0	1.765996478	2.223032012	0.635294668	19.87053295	13.16629928
A7V3_1	E2_c1	0.096325382	0.016282506	0.025047185	0.797195743	10.61163605	11.29874361	0.638188168	0.313748339	1.15617615	2.321026376	0.571594075
A7V3_2	E2_c3	0.356609387	10.60098449	5.293374731	0.670966474	0.228894004	1.734375514	5.21815505	2.028082622	2.539653845	12.02510533	5.143731727
A7V3_3	E2_c5	0.075643639	19.12082076	9.683436355	0.627351502	0.05603106	0	4.4426004	1.022818495	1.947109507	6.289941627	13.00006101
A7V3_4	E2_c7	0	45.77132344	0.068874322	0.064833802	0.069632949	0	4.658466789	2.202651872	1.515681302	9.050540929	9.010810232
A7V3_5	E2_c9	0	25.4333843	0.765937177	0.070053849	0.03632701	0	4.818827631	5.047782429	2.720212104	10.352882	10.21216101
A7V3_6	E2_c11	1.436719892	25.82651983	4.731669258	0.103187521	0.04781878	0	3.757813235	4.786270736	1.831669781	8.613370404	10.37155962
A7V3_7	E2_c13	10.0915944	12.05587637	4.582719707	0.027100775	0.029363915	0	3.209558518	3.061128311	0.899001127	17.69238523	12.89337881
A7V3_8	E2_c15	5.152384465	14.39468239	8.838927769	0.021333651	0.029055385	0	2.327461266	1.874826097	0.861046502	16.27344698	13.02384963
A7V3_9	E2_c17	5.010947031	9.989074761	7.287619318	0.026133052	0.02403219	0	2.444231228	1.751637691	1.025821634	17.14594168	15.98331999
A7V3_10	E2_c19	8.925850053	11.6737	8.411391836	0.021865614	0.024507797	0	1.846140771	1.144276505	0.892074865	16.41966412	14.52903947
A7V3_11	E2_c21	3.18501149	12.11511953	5.910349125	0.019491664	0.020607973	0	1.971136006	1.017764965	1.035887444	16.82714771	16.63176967
A7V3_12	E2_c23	3.606854392	7.895120342	5.743275919	0.018115525	0.016744999	0	1.686040518	0.71957226	0.920304079	14.53464043	16.02989952
A7V3_13	E2_c25	2.9678026	9.34436142	9.843814351	0.023543418	0	0	1.908652996	0.851546151	1.035722955	15.2302017	17.55617059
A7V3_14	E2_c27	3.32815234	7.947483228	5.442334008	0	0.034453399	0	1.819624812	1.043943297	0.831703003	14.45786022	15.98662912
A7V3_15	E2_c29	5.704849325	13.23430422	8.447540073	0	0.027487878	0	2.032500949	1.408861383	0.942983503	16.23488802	16.53752471
A7V3_16	E2_c31	4.714488733	10.06486046	5.761856778	0	0.03527168	0	1.984740808	1.421939827	0.764910815	15.88222749	15.14584204
A7V3_17	E2_c33	4.411508813	9.316313246	6.518625423	0	0.029683585	0	2.013210633	1.24171938	0.903701019	17.84702477	15.93672208
A7V3_18	E2_c35	8.516652104	12.66414501	4.535408912	0	0.038219789	0	1.857675944	1.349154256	0.758572786	18.0464243	14.10644199
A7V3_19	E2_c37	9.810849137	7.674881025	3.377394601	0	0.03445785	0	2.076823331	1.751053629	0.822726071	21.73999472	14.78659482
A7V3_20	E2_c39	9.871800863	6.560156038	6.538154932	0	0.038247319	0	1.818109659	1.915350838	0.683462462	21.32593699	12.65711966
A7V3_21	E2_c41	9.189135863	8.051519933	3.74582703	0	0.021245241	0	1.941088041	2.376910991	0.742639995	22.94904275	13.05286285
A7V3_22	E2_c43	10.52377895	8.662849726	5.014326098	0	0.022718603	0	1.831465654	2.207053204	0.613391487	20.42851759	12.21266006
A7V4_1	E2_c1	0.088001459	0.01531413	0.022259691	0.786691556	10.70866166	11.24247431	0.635121146	0.307963636	1.146846143	2.308642231	0.644419837
A7V4_2	E2_c3	0.5099073	12.31758678	6.256833538	0.665408774	0.239764808	1.777934365	5.191974919	2.15672012	2.533163532	11.9349989	5.150016959
A7V4_3	E2_c5	0.071686213	18.79421341	8.414368377	0.597763392	0.094898482	0	4.458264623	1.070409394	1.827899935	6.136141076	12.68673738
A7V4_4	E2_c7	0	34.31784535	0.042882407	0.068988091	0.072716396	0	4.717414808	2.432247454	1.494958149	9.126466851	8.976659688
A7V4_5	E2_c9	0	25.05958252	0.768166168	0.077677663	0.070968111	0	4.763081758	4.940119048	2.668596999	10.0533589	9.922184098
A7V4_6	E2_c11	5.589932347	17.04403254	4.12887748	0.027915086	0.02290073	0	3.68782813	4.579158655	0.79942253	10.10890806	10.24316595
A7V4_7	E2_c13	13.08094615	14.22253326	5.807965096	0.026500771	0.031483323	0	3.149097859	2.830723389	0.880712627	18.37770645	12.88809173
A7V4_8	E2_c15	3.432804284	18.30744814	11.71349807	0.024719031	0.028558983	0	2.532231823	2.308272767	0.921292063	15.77307309	13.52608669
A7V4_9	E2_c17	7.737676903	14.42659066	10.01101329	0.020957999	0.024430621	0	2.375538229	1.623490293	0.983933826	16.08934245	15.80125357
A7V4_10	E2_c19	11.51387847	15.20342223	10.45494183	0.022805435	0.023120917	0	1.874470641	1.1798049	0.878528584	16.22924758	14.86878837
A7V4_11	E2_c21	3.203531297	8.203910112	7.016935834	0.023429577	0.018712375	0	1.992582973	1.001607457	1.036359016	16.17908439	16.39920826
A7V4_12	E2_c23	3.310126482	8.626220215	5.519852674	0.017395469	0.01771929	0	1.776042258	0.722732028	0.954090521	14.30459539	15.69435088
A7V4_13	E2_c25	2.152795559	9.606885087	6.975876662	0.018147376	0.038483656	0	2.030367861	0	1.050992183	14.53527278	17.23113546
A7V4_14	E2_c27	3.434321893	9.483784435	5.676357668	0	0.03897532	0	1.926010496	0.955361422	0.819686369	14.31854247	15.92623246
A7V4_15	E2_c29	4.338619539	10.4263323	5.94402248	0	0.039415438	0	2.157594042	1.289035311	0.903395823	17.24737587	16.15678193
A7V4_16	E2_c31	4.622544643	12.03472738	6.969128719	0	0.043721782	0	2.284927349	1.543185126	0.723125315	15.82906518	14.24686501
A7V4_17	E2_c33	4.906469747	13.64312245	6.969128719	0	0.032108669	0	2.76250897	1.776022448	0.860386501	17.82467729	14.79527922
A7V4_18	E2_c35	5.568102287	12.75259882	6.657967596	0	0.042758967	0	2.650094875	1.829433558	0.693031713	17.36970723	13.35213417
A7V4_19	E2_c37	6.32824087	12.19004575	5.213812633	0	0.033288349	0	3.015013279	2.040402569	0.759334257	20.03890815	13.55384314
A7V4_20	E2_c39	7.088379453	11.62749268	3.769657669	0	0.03970363	0	2.790834755	2.376061069	0.617404662	19.90593686	11.71562739
A7V4_21	E2_c41	5.662421708	12.09961819	2.503791912	0	0.035178656	0	2.723665705	2.499012668	0.673391466	22.33422704	12.48051395
A7V4_22	E2_c43	10.04647742	10.18434076	3.136599819	0	0.034673197	0	2.45982995	2.374474441	0.553995037	21.51884275	11.9914739
A7V5_1	E2_c1	0.104801847	0.018344613	0.026660119	0.779214825	10.58780793	11.19553194	0.629824905	0.30658185	1.153753546	2.276648561	0.578183337
A7V5_2	E2_c3	0.295057328	10.75433087	5.977454481	0.660501108	0.049320841	1.428552609	4.93686598	2.050180591	2.445550388	12.18407851	5.471440248
A7V5_3	E2_c5	0.113630651	19.47394261	8.79919191	0.603995681	0.102092663	0	4.406748801	1.054765043	1.846094561	6.273722489	12.80951507
A7V5_4	E2_c7	0	46.34968385	0.076391537	0.077063935	0.062545406	0	4.67599236	2.089796958	1.496090611	9.270715196	8.944735135
A7V5_5	E2_c9	0	32.08526262	2.142910239	0.094991963	0.057817927	0	4.599928109	4.502966363	1.964658957	10.02490797	10.12388204
A7V5_6	E2_c11	0.989913825	24.82368976	6.793139977	0.131213484	0.049340699	0	3.686143964	4.2462443	1.464362487	8.161533393	10.76257154
A7V5_7	E2_c13	11.09803886	12.58606512	6.625797924	0.021967258	0.027209935	0	3.121824167	2.711231659	0.927264391	16.08488826	12.92348159
A7V5_8	E2_c15	3.89063815	13.18642868	7.867977203	0.016279628	0.045559481	0	1.648882519	0.837764954	0.908470165	15.05439807	11.01094272
A7V5_9	E2_c17	6.900621609	14.49622269	7.426045028	0.022868203	0.026041937	0	2.296558652	1.550787846	1.020149578	17.09678107	15.48028274
A7V5_10	E2_c19	7.145670472	13.09771958	9.530236911	0.019212871	0.023346287	0	1.709071908	1.086491041	0.924871437	15.05542743	15.34757214
A7V5_11	E2_c21	3.157075253	9.37148526	9.119867187	0.019653779	0.018374381	0	1.823976596	0.94822269	1.075309168	16.0816739	16.8884541
A7V5_12	E2_c23	2.856502207	8.266205255	5.532349502	0.011644349	0.013627578	0	1.681291018	0.954381856	0.93252009	14.58991599	15.81772205
A7V5_13	E2_c25	2.888866196	9.00274262	6.7400029	0.016457069	0.037428452	0	1.786759694	1.147095359	1.017943534	15.7555663	16.71458793
A7V5_14	E2_c27	3.617187437	6.753929308	7.14495477	0	0.043737	0	1.694581041	1.330165558	0.796345792	14.65827189	15.14762247
A7V5_15	E2_c29	3.382580154	7.745673494	5.23293851	0	0.042284159	0	2.059195189	1.466868321	0.904116329	16.03775289	15.69014143
A7V5_16	E2_c31	7.275619974	12.26881306	4.971673649	0	0.048095544	0	2.122892237	1.530823329	0.739373884	16.49309126	14.03740503
A7V5_17	E2_c33	4.890253942	9.511705847	2.634044066	0	0.03405907	0	2.293767887	1.666152982	0.799663763	20.28901808	14.69673478
A7V5_18	E2_c35	8.788240707	7.383467905	8.582022951	0	0.042247367	0	2.020994679	1.720378505	0.709821578	19.67887084	13.03997543
A7V5_19	E2_c37	6.157331999	12.4595424	4.240996245	0	0.035538171	0	2.212056763	1.84154506	0.788603788	20.97674242	14.01720299
A7V5_20	E2_c39	8.597669847	11.76901675	6.167782728	0	0.059522738	0	2.209861158	1.979900398	0.733574794	19.12803625	12.87188233
A7V5_21	E2_c41	7.520136612	10.54508253	5.673239857	0	0.043306617	0	2.216141832	2.070729747	0.776613295	19.85514993	13.02528555
A7V5_22	E2_c43	11.12835594	9.545625748	3.457476179	0	0.03443292	0	2.088793289	1.953201645	0.640908891	19.57573955	12.0336189
A7V6_1	E2_c1	0.108146372	0.017904303	0.02616773	0.78204873	10.90417537	11.28428719	0.632363053	0.311170327	1.172017215	2.306919773	0.572392074
A7V6_2	E2_c3	0.25446742	7.059653279	7.061903671	0.68112598	0.03373363	0.900127817	4.628213369	2.133779147	2.414127041	12.38688566	6.274735952
A7V6_3	E2_c5	0.09928846	20.48501454	9.871679917	0.595831026	0.09738901	0	4.189938701	1.044684154	1.833373347	6.299453174	13.45354033
A7V6_4	E2_c7	0.033618897	22.55731905	2.907234103	0.37992467	0.112603367	0	3.591095537	1.503862981	1.377211171	8.894415705	10.37751366
A7V6_5	E2_c9	0.496684817	19.47169128	5.270072875	0.267892868	0.071016856	0	3.69509634	3.509488619	1.419060529	9.810246905	11.40676033
A7V6_6	E2_c11	10.11196906	13.15844361	4.647996455	0.022931251	0.030801531	0	2.922476808	2.325159833	0.930273185	15.54960697	11.70998937
A7V6_7	E2_c13	2.914809531	13.98930843	7.745671873	0.018269625	0.031887208	0	2.545554674	1.818385842	1.065178296	16.25748422	14.33627581
A7V6_8	E2_c15	6.903303618	13.04678053	8.922558535	0.021050572	0.02766735	0	2.074200794	1.444822118	0.913205889	14.72140159	14.35799277
A7V6_9	E2_c17	3.701719613	11.79630269	9.908347593	0.018384648	0.026019901	0	2.030166332	1.164012863	1.08261868	14.73186549	17.03422666
A7V6_10	E2_c19	8.304807957	11.69230723	7.789032521	0.01763924	0.024545382	0	1.753396646	1.131324881	0.909894413	15.11070682	15.2517893
A7V6_11	E2_c21	4.239820268	6.491359382	4.413339163	0.018349269	0.019679055	0	1.599907711	1.243793803	0.965471932	16.0065927	16.38131397
A7V6_12	E2_c23	5.637421626	5.123712584	4.652812628	0.010639789	0.021642415	0	1.482723226	1.173661528	0.821981468	15.67536795	15.20686709
A7V6_13	E2_c25	5.427247457	7.727036343	6.302407968	0.015207539	0.017156322	0	1.535687287	1.185253647	0.950632052	16.5739363	16.70777307
A7V6_14	E2_c27	4.72030151	6.455639408	6.902300789	0	0.04104371	0	1.389771604	1.105292392	0.799013087	14.59584151	15.62784859
A7V6_15	E2_c29	4.577611221	5.075500753	3.502070749	0	0.037764617	0	1.425809966	1.125896657	0.862846142	15.67505512	16.6010633
A7V6_16	E2_c31	6.089109094	4.73927539	8.435039858	0	0.039274938	0	1.370672291	1.206830502	0.768612403	15.4289775	15.45145418
A7V6_17	E2_c33	7.48018225	9.416094655	6.889098936	0	0.044384872	0	1.358071045	1.072369794	0.866141902	16.61079433	16.36348032
A7V6_18	E2_c35	6.174063722	7.998648219	7.505655935	0	0.026144227	0	1.251898513	0.975761277	0.775349869	14.36308244	15.43752681
A7V6_19	E2_c37	5.85983953	6.279958875	5.85185247	0	0.027967052	0	1.277652733	1.073120451	0.831504882	15.18854892	16.13466166
A7V6_20	E2_c39	6.593167952	4.762326168	7.188387382	0	0.026724468	0	1.163114425	1.064987741	0.773064042	15.10607086	15.16948642
A7V6_21	E2_c41	7.326496373	3.244693462	8.524922294	0	0.024296894	0	1.154235168	1.114413027	0.829250801	15.99289531	16.03992796
A7V6_22	E2_c43	6.946610068	4.931591588	4.977637609	0	0.024846692	0	1.050381545	1.045728801	0.722393966	13.87865792	14.8915113
A7V7_1	E2_c1	0.081594701	0.018873499	0.02408297	0.769455035	10.66460689	11.21201157	0.626722737	0.300917799	1.147632653	2.291841208	0.48610908
A7V7_2	E2_c3	0.354359721	11.11914967	5.8298306	0.645695559	0.175241591	1.584810273	5.047626066	2.071662908	2.440183423	11.78487765	5.106334065
