Vessel	Condition	Description	Label	Time (h)	Time in condition (h)	Pyruvate (mM)	Glucose (mM)	Trehalose (mM)	Acetate (mM)	Lactate (mM)	Succinate (mM)	Formate (mM)	Butyrate (mM)	Blautia hydrogenotrophica (10^5 cells/uL)	Bacteroides thetaiotaomicron (10^5 cells/uL)	Roseburia intestinalis (10^5 cells/uL)
A7_C2_V10	perturbation	post feed perturbation	E2_P19	222	102	0	0	0	21.46514568	0	1.100617279	0.613152715	11.52456698	9.615593904	11.43581971	0.438928384
A7_C2_V10	perturbation	post feed perturbation	E2_P20	228	108	0	0	0	22.02635042	0	1.040556927	0.613861748	11.40387288	10.1645256	11.09792172	0.516356143
A7_C2_V10	perturbation	post feed perturbation	E2_P21	234	114	0	0	0	21.56529794	0	0.953619343	0.621996065	9.631248987	6.148110987	6.798088796	0.334487958
A7_C2_V10	perturbation	post feed perturbation	E2_P22	240	120	0	0	0	21.2506769	0	0.906137069	0.659561992	11.83942759	5.945473483	11.36398582	0.33617094
A7_C2_V10	perturbation	post feed perturbation	E2_P23	246	126	0	0	0	21.47160693	0	0.921252312	0.677410928	10.53860174	5.801464789	14.4904099	0.452779295
A7_C2_V10	perturbation	post feed perturbation	E2_P24	252	132	0	0	0	21.36746541	0	0.909013126	0.680015885	11.40161657	0	19.81597	0
A7_C2_V10	perturbation	post feed perturbation	E2_P25	258	138	0	0	0	20.88825753	0	0.872056341	0.691722189	8.80122715	0	16.08704	0
A7_C2_V11	control	control conditions	E2_C1	0	0	11.21467202	8.033985031	0.247589013	1.806316171	0.739919715	0.33254077	0.565477342	0	0.070729879	0.017983802	0.026374271
A7_C2_V11	control	control conditions	E2_C2	6	6	10.55135031	7.597414797	0.245249947	2.488808447	0.984865886	0.315359313	0.614451396	0	0.244416029	0.706371343	0.306309202
A7_C2_V11	control	control conditions	E2_C3	12	12	1.530921775	0.144180964	0.230721028	10.17299824	2.983951669	4.375757439	1.460350098	5.370785578	0.475086752	15.92490794	7.199826617
A7_C2_V11	control	control conditions	E2_C4	18	18	0	0	0.314357811	7.686900716	2.011434281	3.883563384	1.461528659	9.616313809	0.196981371	11.6404052	7.757882482
A7_C2_V11	control	control conditions	E2_C5	24	24	0	0	0.286344241	5.198972631	1.752220249	3.657125921	1.177914528	12.8322968	0.061746191	10.72498846	5.275507928
A7_C2_V11	control	control conditions	E2_C6	30	30	0	0	0.202201041	6.346772704	2.077708703	3.710475061	1.026965622	11.19057644	0.016383353	33.99327401	0.315834647
A7_C2_V11	control	control conditions	E2_C7	36	36	0	0.029020203	0	8.007308087	2.935875282	3.813332604	0.921039881	9.521018789	0	49.52991221	0.105943099
A7_C2_V11	control	control conditions	E2_C8	42	42	0	0	0	8.467438345	4.254733374	3.594412663	1.285194111	8.689090665	0	34.34498842	0.208636373
A7_C2_V11	control	control conditions	E2_C9	48	48	0	0	0	9.482991316	5.220135795	3.45675995	1.390463047	9.8859224	0	26.77036198	1.088776063
A7_C2_V11	control	control conditions	E2_C10	54	54	0	0	0	8.362651083	5.368850911	3.251610526	1.313601854	10.05283315	0	26.03801371	2.384809213
A7_C2_V11	control	control conditions	E2_C11	60	60	0	0	0	8.307941867	5.029294899	2.991435893	1.964527365	10.43805823	0.137374061	20.71506095	3.997269366
A7_C2_V11	control	control conditions	E2_C12	66	66	0	0	0	8.51470191	4.580506171	2.900294569	2.347991187	10.56171787	0.434303526	18.02496783	5.248977182
A7_C2_V11	control	control conditions	E2_C13	72	72	0	0	0	11.70139989	4.009422769	2.764473673	0.584435848	12.00476002	2.108636204	17.02627888	5.992041213
A7_C2_V11	control	control conditions	E2_C14	78	78	0	0	0	16.36355436	3.132193862	2.396699004	0.521648034	10.02242444	7.845766627	17.93558172	6.720941385
A7_C2_V11	control	control conditions	E2_C15	84	84	0	0	0	17.55329326	2.689520144	2.062606089	0.513580876	8.855768067	10.20277338	12.2133199	4.157051048
A7_C2_V11	control	control conditions	E2_C16	90	90	0	0	0	23.83314743	2.371220711	1.945310238	0.491057821	7.762686076	21.85489597	6.304103397	5.639161633
A7_C2_V11	control	control conditions	E2_C17	96	96	0	0	0	25.77388195	1.97688924	1.618865185	0.507338136	9.413873559	18.40821031	5.473012742	4.297954049
A7_C2_V11	control	control conditions	E2_C18	102	102	0	0	0	27.54242613	1.531515648	1.515564155	0.54267586	8.067433723	23.64454511	11.5633287	4.65650851
A7_C2_V11	control	control conditions	E2_C19	108	108	0	0	0	27.36136377	1.373013288	1.269213367	0.456941981	7.692954584	20.33989872	11.90717108	3.378413212
A7_C2_V11	perturbation	ongoing feed perturbation	E2_P1	114	6	0	0	0	28.9108855	1.459539417	1.293273603	0.477938585	8.099712891	19.22386936	12.14645307	2.411941231
A7_C2_V11	perturbation	ongoing feed perturbation	E2_P2	120	12	0	0	0	30.73077338	1.471099484	1.337600618	0.504567746	11.27925504	16.073094	8.71284271	3.956571996
A7_C2_V11	perturbation	ongoing feed perturbation	E2_P3	126	6	0	0	0	22.7339885	6.364328023	1.36150158	0	7.156508638	7.563653096	9.600115491	0.865592792
A7_C2_V11	perturbation	post feed perturbation	E2_P4	132	12	0	0	0	23.35152877	1.84068995	1.332796142	0.488557215	6.988500511	8.736642916	11.72628724	0.701626949
A7_C2_V11	perturbation	post feed perturbation	E2_P5	138	18	0	0	0	24.28402874	0	1.456922119	0.56349273	6.421916409	8.613915807	10.25621437	0.482563643
A7_C2_V11	perturbation	post feed perturbation	E2_P6	144	24	0	0	0	24.79630629	0	1.300601423	0.575555095	10.48205991	9.139935421	9.856078069	0.719634134
A7_C2_V11	perturbation	post feed perturbation	E2_P7	150	30	0	0	0	24.27198827	0	1.187772256	0.607116582	8.258177185	7.577849758	9.115521772	0.499927588
A7_C2_V11	perturbation	post feed perturbation	E2_P8	156	36	0	0	0	23.0619702	0	1.057697427	0.624871539	8.489757432	5.941637785	9.465877797	0.424402699
A7_C2_V11	perturbation	post feed perturbation	E2_P9	162	42	0	0	0	23.26926979	0	1.015204586	0.643223477	7.600090883	5.92389271	11.29394593	0.32809135
A7_C2_V11	perturbation	post feed perturbation	E2_P10	168	48	0	0	0	23.02788073	0	1.006661785	0.673949054	14.52883001	5.422435832	13.00410093	0.408364872
A7_C2_V11	perturbation	post feed perturbation	E2_P11	174	54	0	0	0	22.11910008	0	0.941580978	0.675528205	11.05933575	8.802845979	10.88937732	0.729289716
A7_C2_V11	perturbation	post feed perturbation	E2_P12	180	60	0	0	0	21.74836928	0	0.910518462	0.64827346	11.75337737	6.256888076	11.85237149	0.474006672
A7_C2_V11	perturbation	post feed perturbation	E2_P13	186	66	0	0	0	21.94522029	0	0.884353724	0.641186323	9.28868154	7.345969414	11.67115825	0.286206601
A7_C2_V11	perturbation	post feed perturbation	E2_P14	192	72	0	0	0	14.27604592	1.052981153	1.519638229	0.425946464	16.66371076	9.505492508	9.334881104	0.447908385
A7_C2_V11	perturbation	post feed perturbation	E2_P15	198	78	0	0	0	23.74091818	0	0.867491092	0.685725973	11.10440771	10.66002859	10.12762537	0.591226801
A7_C2_V11	perturbation	post feed perturbation	E2_P16	204	84	0	0	0	23.40162691	0	0.830261545	0.644451386	10.99099608	10.28752074	10.5590474	0.681236671
A7_C2_V11	perturbation	post feed perturbation	E2_P17	210	90	0	0	0	23.41906291	0	0.807185152	0.630695198	9.620501208	10.24670002	12.25406947	0.528148726
A7_C2_V11	perturbation	post feed perturbation	E2_P18	216	96	0	0	0	23.75933571	0	0.817387773	0.641234989	11.82548184	10.2058793	13.94909155	0.375060782
A7_C2_V11	perturbation	post feed perturbation	E2_P19	222	102	0	0	0	23.59454415	0	0.805278881	0.648667868	10.62316368	8.420276318	12.64382731	0.29682095
A7_C2_V11	perturbation	post feed perturbation	E2_P20	228	108	0	0	0	23.81607687	0	0.785941127	0.669870974	11.31426089	9.12258005	8.322215163	0.283023768
A7_C2_V11	perturbation	post feed perturbation	E2_P21	234	114	0	0	0	23.92912676	0	0.769223004	0.648441773	8.956679052	9.210791152	8.020876418	0.24278407
A7_C2_V11	perturbation	post feed perturbation	E2_P22	240	120	0	0	0	23.69147057	0	0.750756236	0.68410879	11.83436927	14.34570763	8.664926377	0.367648001
A7_C2_V11	perturbation	post feed perturbation	E2_P23	246	126	0	0	0	22.98298298	0	0.721079363	0.72799064	10.07000259	9.927630345	9.625771483	0.301761988
A7_C2_V11	perturbation	post feed perturbation	E2_P24	252	132	0	0	0	23.16756583	0	0.729395896	0.752193478	9.958554202	9.683401049	12.58097259	0.326918241
A7_C2_V11	perturbation	post feed perturbation	E2_P25	258	138	0	0	0	23.54190705	0	0.741902268	0.734247577	8.353366555	10.27342672	10.1078602	0.336179798
A7_C2_V12	control	control conditions	E2_C1	0	0	0.389782505	0.309357843	0	10.50770426	3.388197204	0.10264784	2.787762568	3.018679838	2.8045	0.373933333	0.810188889
A7_C2_V12	control	control conditions	E2_C2	6	6	0.726509065	0	0	14.92204861	3.558077127	0.192396718	4.398279147	8.685671293	1.917240594	0.383448119	1.198275371
A7_C2_V12	control	control conditions	E2_C3	12	12	0.906530288	0.033719602	0	12.12007156	0.099298065	0.792391522	3.695547639	10.8332107	1.576630205	0.69371729	0.762037932
A7_C2_V12	control	control conditions	E2_C4	18	18	0.927980791	0.014059555	0	13.6193727	0	1.751470269	3.32247871	10.77924672	0.114141152	7.979734776	0.035933326
A7_C2_V12	control	control conditions	E2_C5	24	24	0.383150254	0.034840526	0	14.8670457	0	2.418831292	3.646458547	11.77242369	0.073889703	17.45865892	0.032018871
A7_C2_V12	control	control conditions	E2_C6	30	30	0	0	0	17.04158013	0	2.660420093	3.822054464	11.64050501	0	18.17408123	0.46425124
A7_C2_V12	control	control conditions	E2_C7	36	36	0	0	0	14.18915769	0	2.604517145	3.632501043	11.54837305	0	15.33749695	0.193967914
A7_C2_V12	control	control conditions	E2_C8	42	42	0	0	0	15.50963025	0	2.712813341	3.675121615	11.31454109	0	17.96976167	0.295306458
A7_C2_V12	control	control conditions	E2_C9	48	48	0	0	0	15.72175235	0	2.95070772	3.890226844	12.59086542	0.127853366	18.78713894	0.264839116
A7_C2_V12	control	control conditions	E2_C10	54	54	0	0	0	16.59720408	0	2.922364341	3.489726528	12.39316562	0.438323391	19.79506549	0.527258572
A7_C2_V12	control	control conditions	E2_C11	60	60	0	0	0	16.25432917	0	2.763974486	2.010866445	11.64571859	2.25817769	18.60599452	1.068870773
A7_C2_V12	control	control conditions	E2_C12	66	66	0	0	0	18.73689425	0	2.682620238	0.968866386	10.7333801	3.19529308	16.59059154	0.801557094
A7_C2_V12	control	control conditions	E2_C13	72	72	0	0	0	20.00804835	0	2.485923061	1.049333878	12.70904598	2.355334625	15.83962535	0.508141637
A7_C2_V12	control	control conditions	E2_C14	78	78	0	0	0	22.08502401	0	2.222874413	1.046914941	11.09850236	3.110547715	14.02258625	0.852156011
A7_C2_V12	control	control conditions	E2_C15	84	84	0	0	0	22.68818193	0	1.992676904	0.999513804	12.72123335	2.562415132	12.35774673	0.4785598
A7_C2_V12	control	control conditions	E2_C16	90	90	0	0	0	24.73142017	0	1.874560959	0.931774859	11.07061086	6.617851219	15.66504023	1.020950148
A7_C2_V12	control	control conditions	E2_C17	96	96	0	0	0	24.89742669	0	1.725366476	1.033049216	12.62545234	6.928172562	14.09714137	1.495002006
A7_C2_V12	control	control conditions	E2_C18	102	102	0	0	0	25.3375265	0	1.54648389	0.99723243	10.70366408	7.898040249	13.6548312	0.899159876
A7_C2_V12	control	control conditions	E2_C19	108	108	0	0	0	23.43804487	0	1.295789486	0.819524185	14.1246863	8.867907936	13.21252104	0.303317747
A7_C2_V12	perturbation	ongoing feed perturbation	E2_P1	114	6	0	0	0	25.74728693	0	1.24867846	0.781812994	8.640693962	8.006364692	13.6245617	0.151882257
A7_C2_V12	perturbation	ongoing feed perturbation	E2_P2	120	12	0	0	0	28.87832286	0	1.204848747	0.796200475	14.64028758	7.840950033	11.02901653	0.113636957
A7_C2_V12	perturbation	ongoing feed perturbation	E2_P3	126	6	0	0	0	20.68050256	5.002331208	1.712343639	0.318717458	8.946697461	5.598105853	11.79651923	0.010422006
A7_C2_V12	perturbation	post feed perturbation	E2_P4	132	12	0	0	0	22.27568355	1.025310835	1.409264121	0.600807365	8.458827823	6.024256127	14.49569522	0.013686706
A7_C2_V12	perturbation	post feed perturbation	E2_P5	138	18	0	0	0	25.02561279	0	1.808244045	0.578226162	6.886700232	7.128722005	15.07192098	0.008876761
A7_C2_V12	perturbation	post feed perturbation	E2_P6	144	24	0	0	0	26.87621888	0	1.536561885	0.661052717	11.43286864	6.700265642	12.12778676	0.054050849
A7_C2_V12	perturbation	post feed perturbation	E2_P7	150	30	0	0	0	26.1136305	0	1.39939218	0.740074222	11.12740809	2.267292703	16.01309618	0.058275796
A7_C2_V12	perturbation	post feed perturbation	E2_P8	156	36	0	0	0	22.01023651	0	1.411810903	0.929319356	13.37816439	0.582963929	16.38801291	0.113976922
A7_C2_V12	perturbation	post feed perturbation	E2_P9	162	42	0	0	0	19.93338139	0	1.515156543	1.31132509	9.977355238	0.257920808	15.67605824	0.112840353
A7_C2_V12	perturbation	post feed perturbation	E2_P10	168	48	0	0	0	18.81388588	0	1.711385163	1.482371146	15.36401673	0.167318655	20.48360612	0.166684873
A7_C2_V12	perturbation	post feed perturbation	E2_P11	174	54	0	0	0	17.93643953	0	1.769526441	1.786619585	12.50015651	0.286207245	19.7963089	0.469318333
A7_C2_V12	perturbation	post feed perturbation	E2_P12	180	60	0	0	0	16.3903101	0	1.788518157	1.895923122	13.23034315	0.605651799	20.08028771	0.46237933
A7_C2_V12	perturbation	post feed perturbation	E2_P13	186	66	0	0	0	17.35766486	0	1.789139863	1.564199291	10.6901345	0.956316555	18.86112578	0.272763828
A7_C2_V12	perturbation	post feed perturbation	E2_P14	192	72	0	0	0	15.3473633	1.273023184	1.47680791	0.476661382	16.48248586	4.131613767	19.91295366	0.290875107
A7_C2_V12	perturbation	post feed perturbation	E2_P15	198	78	0	0	0	19.67483376	0	1.488730117	0.83216834	11.84959108	6.39357882	15.84928376	0.264447476
A7_C2_V12	perturbation	post feed perturbation	E2_P16	204	84	0	0	0	20.02291861	0	1.273039497	0.744334917	1.293824957	7.367476196	14.62205969	0.220058971
A7_C2_V12	perturbation	post feed perturbation	E2_P17	210	90	0	0	0	21.62311055	0	1.183295126	0.692463072	9.647779016	9.866444076	12.7425138	0.189056555
A7_C2_V12	perturbation	post feed perturbation	E2_P18	216	96	0	0	0	23.33051679	0	1.128376728	0.749075722	11.99094657	12.36541196	10.86296792	0.158054138
A7_C2_V12	perturbation	post feed perturbation	E2_P19	222	102	0	0	0	24.04622714	0	1.033827723	0.701988005	10.95924148	10.13790723	15.64182615	0.11001068
A7_C2_V12	perturbation	post feed perturbation	E2_P20	228	108	0	0	0	23.8525618	0	0.944807472	0.690309989	10.7063733	10.70439286	13.05449366	0.19327376
A7_C2_V12	perturbation	post feed perturbation	E2_P21	234	114	0	0	0	23.68939654	0	0.888962091	0.683731041	8.794223041	7.729470841	8.836479973	0.179603251
A7_C2_V12	perturbation	post feed perturbation	E2_P22	240	120	0	0	0	24.94643998	0	0.914747569	0.747511082	11.15925822	12.38397417	12.79497069	0.227129657
A7_C2_V12	perturbation	post feed perturbation	E2_P23	246	126	0	0	0	24.65646047	0	0.848514926	0.766458011	9.885918725	9.397307003	14.70918325	0.176858474
A7_C2_V12	perturbation	post feed perturbation	E2_P24	252	132	0	0	0	24.60961688	0	0.846434379	0.767152691	10.18207017	10.02183422	14.06164337	0.063978878
A7_C2_V12	perturbation	post feed perturbation	E2_P25	258	138	0	0	0	24.59393156	0	0.808354189	0.743588952	7.625320008	10.02183422	14.06164337	0.063978878
A8_C2_V2	control	control conditions	E3_C1	0	0	11.3525754	9.353976332	0.62186292	3.113243522	0.400416963	0.400416963	1.243481369	0.068504937	0.183786222	0.300140421	0.160073356
A8_C2_V2	control	control conditions	E3_C2	10	10	0.512992732	0.461716679	0.524039866	13.57113518	0.385458259	0.385458259	1.644429984	2.356707752	1.220830118	33.8250185	7.201751377
A8_C2_V2	control	control conditions	E3_C3	22	22	0.166807177	0.038094485	0.108467233	7.163555086	0.37019849	0.37019849	1.077213471	9.802594257	0.449605406	11.76567392	4.30622067
A8_C2_V2	control	control conditions	E3_C4	52	52	0.166637179	0.031196574	0.107813851	6.986133851	0.223961257	0.223961257	1.343404671	13.6562002	0.282630043	7.981238251	2.979531706
A8_C2_V2	control	control conditions	E3_C5	94	94	0.178998864	0.092345578	0.132653464	5.661512689	0.149808837	0.149808837	1.417274525	15.32995074	0.11565468	4.196802578	1.652842743
A8_C2_V2	control	control conditions	E3_C6	124	124	0.172755167	0.087945336	0.65724785	3.572100346	0.14591452	0.14591452	1.292440847	14.52190035	0.069554021	5.982473855	2.894772124
A8_C2_V2	control	control conditions	E3_C7	190	190	0.15928844	0.085284198	0.675839887	8.913983215	0.14783448	0.14783448	1.370283107	17.29155783	0.692390815	4.812166023	2.384643162
A8_C2_V2	control	control conditions	E3_C8	250	250	0.127559391	0.035866804	0.553004125	7.459563545	0.153923401	0.153923401	1.945107442	17.17960232	0.584499237	4.445806724	2.279894039
A8_C2_V2	control	control conditions	E3_C9	400	400	0.094923348	0.031938931	0.635461969	8.335066942	0.129129663	0.129129663	1.054593373	14.6418108	1.064245159	7.022957783	1.399997057
A8_C2_V6	control	control conditions	E3_C1	0	0	11.88129866	9.834895202	0.647978825	3.1413843	0.418011767	0.899582098	1.320237697	0.089165248	0.380044203	0.582185108	0.279270689
A8_C2_V6	control	control conditions	E3_C2	10	10	0.154565751	0.074116432	0.548311052	13.39489343	0.232353353	4.188027691	1.265745356	3.967765747	1.321065486	23.34531302	8.927621492
A8_C2_V6	control	control conditions	E3_C3	22	22	0.165184079	0.083383568	0.57415798	6.251903017	0.265388433	3.21915395	1.082169908	11.72507979	0.550457163	7.921262741	3.217480096
A8_C2_V6	control	control conditions	E3_C4	52	52	0.163322507	0.087690446	0.634361342	7.927686172	0.212835702	2.116919722	1.18713547	12.57053569	0.318730275	5.836988171	3.150181554
A8_C2_V6	control	control conditions	E3_C5	94	94	0.179646718	0.087848365	0.557240108	7.278071172	0.192102687	1.642955712	1.822393916	14.70892305	0.129994693	2.348470008	2.553035299
A8_C2_V6	control	control conditions	E3_C6	124	124	0.172848967	0.084266747	0.579287225	7.237012423	0.227575488	1.298120755	1.290327431	14.34876178	0.174760402	1.363293784	3.087945814
A8_C2_V6	control	control conditions	E3_C7	190	190	0.16322973	0.088139446	0.609718402	7.123040365	0.168655861	1.15437844	1.403822488	15.71064851	0.406116474	6.082958298	1.342125228
A8_C2_V6	control	control conditions	E3_C8	250	250	0.137708494	0.083484924	0.539454069	7.168919603	0.232586923	1.026888475	1.269829875	15.05693474	0.799565588	2.70024275	2.777191661
A8_C2_V6	control	control conditions	E3_C9	400	400	0.122409266	0.040782322	0.563604629	9.868189569	0.188908193	0.99283919	1.159702336	14.06066814	0.146710612	1.565011935	2.490377453
A8_C2_V9	control	control conditions	E3_C1	0	0	11.64409846	9.650014932	0.631221136	3.056567641	0.412559503	0.877867135	1.276548615	0.077632959	0.176184515	0.262857837	0.132457647
A8_C2_V9	control	control conditions	E3_C2	10	10	0.37248149	0.352274362	0.556380004	13.34618531	0.349426399	5.161148446	1.58593069	2.180057201	1.474053718	37.39010526	8.496641019
A8_C2_V9	control	control conditions	E3_C3	22	22	0.157803543	0.076271454	0.827874588	6.425667089	0.339001332	3.302312982	0.989131993	9.999878788	0.545909668	15.78556977	5.754320558
A8_C2_V9	control	control conditions	E3_C4	52	52	0.164439814	0.030283143	0.789766693	6.971847066	0.217706816	2.401830384	1.285265399	13.40586108	1.945282029	12.4053414	5.903776572
A8_C2_V9	control	control conditions	E3_C5	94	94	0.178274018	0.095124004	0.663970365	5.550290915	0.152520204	1.893889576	1.425884628	15.15187141	0.113095203	3.53037986	1.486824937
A8_C2_V9	control	control conditions	E3_C6	124	124	0.177512832	0.088233309	0.534428097	3.521786951	0.136054618	2.270363875	1.427323411	14.45008433	0.046272488	5.998140926	3.481586586
A8_C2_V9	control	control conditions	E3_C7	190	190	0.160323189	0.096192078	0.635698664	7.73763838	0.286617784	2.437674401	1.311898968	14.86425922	0.171322294	3.828571348	1.826106358
A8_C2_V9	control	control conditions	E3_C8	250	250	0.105518169	0.082609516	0.542044751	6.245262439	0.662957482	3.367739775	1.150846062	14.02338849	0.137278715	5.748125391	1.894595894
A8_C2_V9	control	control conditions	E3_C9	400	400	0.091038837	0.097406859	0.107489541	10.16924915	0.76329607	2.437757981	1.10901988	14.36251458	0.434967588	6.098210137	2.366822275
A8_C1_V2	control	control conditions	E3_C3	22	22	0.17477697	0.087860854	0.705157408	6.430821621	0.320749223	3.488032518	1.156313743	12.44898899	0.009992041	0.474153586	0.437854373
A8_C1_V2	control	control conditions	E3_C4	52	52	0.166157166	0.034545838	0.672461963	7.833042363	0.192741785	2.269709205	1.239259967	14.14935683	0.140855418	4.880804024	2.792540558
A8_C1_V2	control	control conditions	E3_C5	94	94	0.191107767	0.102198428	0.681622397	8.611305868	0.164245115	1.654660513	1.459374036	15.4004567	0.082504046	3.455086103	1.673609851
A8_C1_V2	perturbation	ongoing pH perturbation	E3_P1	106	9	0.159506814	0.034228502	0.71662041	4.890639612	0.160951488	1.29874892	0.995583705	13.77212167	0.262535108	6.265244608	3.168220285
A8_C1_V2	perturbation	ongoing pH perturbation	E3_P2	118	21	2.350211901	1.708372855	0.702130933	4.262480517	0.245575377	1.347659158	1.083645193	10.92736375	0.020204893	2.493372082	0.618623025
A8_C1_V2	perturbation	post pH perturbation	E3_P3	124	6	4.065061435	3.05432564	0.441793185	3.604197029	0.274851243	1.261976543	1.068757849	8.615598002	0.030701371	2.38013772	0.447960909
A8_C1_V2	perturbation	post pH perturbation	E3_P4	142	24	7.925512037	6.085698006	0.437979643	3.325202824	0.356163299	1.220723262	1.19622792	4.193040177	0	1.497	0
A8_C1_V2	perturbation	post pH perturbation	E3_P5	160	42	8.872651715	6.891108262	0.421804637	2.49672284	0.360092695	1.047021932	1.153554807	2.480614005	0.005735165	0.803882124	0.039382711
A8_C1_V2	perturbation	post pH perturbation	E3_P6	190	72	0.856201908	1.367108839	0.456376937	11.43958819	1.531975577	7.396918029	1.735035524	0.43231438	0.008128841	1.945631166	0.001239993
A8_C1_V2	perturbation	post pH perturbation	E3_P7	250	132	2.563671588	1.849037723	0.367156233	9.393324952	1.215758881	7.381283343	1.525531342	0.049136761	0.009106891	2.042910168	0.000482941
A8_C1_V2	perturbation	ongoing feed perturbation	E3_P8	262	9	0.227891892	0.408034315	0.446801453	12.57499567	1.400954707	10.45513405	1.531359044	0.029971286	0.005512397	2.071165925	0.000521678
A8_C1_V2	perturbation	post pH/feed perturbation	E3_P9	268	4	4.380900182	3.39281173	0.465400297	8.405860421	0.72778508	6.373757304	1.567654536	0.025428442	0.003384492	0.859444861	0.000170647
A8_C1_V2	perturbation	post pH/feed perturbation	E3_P10	292	28	0.815276062	0.8608204	0.38800135	8.565878239	1.39403508	5.902326446	1.618368713	2.81028873	0.010343729	1.548612489	0.535343782
A8_C1_V2	perturbation	post pH/feed perturbation	E3_P11	304	40	0.154390756	0.082841759	0.470919701	3.4596533	1.060301621	4.53411686	1.608875177	9.081385087	0.011381101	1.712866046	0.794652853
A8_C1_V2	perturbation	post pH/feed perturbation	E3_P12	328	64	0.121372133	0.077387597	0.49049612	2.877773763	0.512238677	3.295969007	1.286912113	11.8510252	0.012302589	2.561752407	1.047945004
A8_C1_V2	perturbation	post pH/feed perturbation	E3_P13	358	94	0.181354985	0.118481982	0.404594795	5.874524412	0.344468472	4.998194005	1.79408604	19.47110725	0.031785743	5.212052829	1.841261428
A8_C1_V2	perturbation	post pH/feed perturbation	E3_P14	400	136	0.112762094	0.033238527	0.464149128	3.169054653	0.127606683	2.948358794	1.085843346	13.06625559	0.028109605	4.651637606	1.68055279
A8_C1_V6	control	control conditions	E3_C1	0	0	11.64269226	9.688179023	0.123866946	3.198894125	0.412890875	0.892860361	1.284799131	11.18777074	0.282366715	0.452396563	0.228236721
A8_C1_V6	control	control conditions	E3_C2	10	10	0.201229503	0.091858112	0.107935792	17.58499301	0.302351576	5.213511559	1.481465725	7.69129588	1.269095452	20.15589589	6.135808653
A8_C1_V6	control	control conditions	E3_C3	22	22	0.170301272	0.038477764	0.125437253	6.637405082	0.274433282	3.240344398	1.132340467	11.20445057	0.360842135	6.067385893	2.506771972
A8_C1_V6	control	control conditions	E3_C4	52	52	0.136391892	0.088099925	0.128656572	12.14779441	0.185024312	2.530247354	1.128959696	11.08904721	0.223464844	3.493922025	2.750913131
A8_C1_V6	control	control conditions	E3_C5	94	94	0.188464683	0.040423411	0.116000771	6.535590655	0.283592806	1.635061224	2.086914286	10.25638043	0.114791338	0.519987629	2.305821033
A8_C1_V6	perturbation	ongoing pH perturbation	E3_P1	106	9	0.290443107	0.135052177	0.120040725	6.170257277	0.292266652	1.265768228	1.159335796	11.39448473	0.215310914	0.50637542	2.768313666
A8_C1_V6	perturbation	ongoing pH perturbation	E3_P2	118	21	1.638131501	1.005932692	0.127766787	3.793735096	0.262698268	1.4333958	1.097745356	13.14249779	0.076221782	0.381629428	0.971148789
A8_C1_V6	perturbation	post pH perturbation	E3_P3	124	6	5.337671247	4.03743056	0.122420332	4.167466529	0.334464809	1.026427386	1.109736882	12.68697991	0.009204828	1.123432667	0.337362505
A8_C1_V6	perturbation	post pH perturbation	E3_P4	142	24	8.683118215	6.686809876	0.255517914	3.368274995	0.376829707	0.966209163	1.231178273	13.41462547	0.046631828	0.288199988	0.396168184
A8_C1_V6	perturbation	post pH perturbation	E3_P5	160	42	9.575523166	7.538423644	0.277498335	2.501748485	0.3638871	0.830873571	1.163354916	12.86568755	0.009926417	0.246308348	0.142765234
A8_C1_V6	perturbation	post pH perturbation	E3_P6	190	72	8.001029639	5.60821699	0.116770398	6.752008093	0.42224234	3.658625879	2.43106377	12.65994734	0.011079835	2.418460523	0.000859642
A8_C1_V6	perturbation	post pH perturbation	E3_P7	250	132	7.724196343	6.636006017	0.278472959	4.972473856	0.548674845	3.108567279	1.309655187	13.31061662	0.002670632	0.761609737	0.000719631
A8_C1_V6	perturbation	ongoing feed perturbation	E3_P8	262	9	3.412021803	2.494010302	0.169989103	10.04755878	0.945768872	7.294100008	2.038392613	11.97636874	0.008380365	2.348959475	0.00066016
A8_C1_V6	perturbation	post pH/feed perturbation	E3_P9	268	4	6.299450602	4.540191834	0.11961694	6.949055319	0.694941052	4.764991786	1.704984682	10.97131313	0.003040721	1.036189939	0.000769339
A8_C1_V6	perturbation	post pH/feed perturbation	E3_P10	292	28	6.693462071	5.622534082	0.364763859	6.010339373	0.559075821	4.067894911	1.404214666	12.41370389	0.000800669	0.170700686	0.000498645
A8_C1_V6	perturbation	post pH/feed perturbation	E3_P11	304	40	7.455979332	6.158736706	0.335593784	4.9221533	0.454168073	3.21487645	1.292806301	8.694976734	0.001045882	0.436890821	0.000163298
A8_C1_V6	perturbation	post pH/feed perturbation	E3_P12	328	64	4.125110266	4.02902701	0.457594392	8.167489509	0.520205928	5.870553222	1.948211624	9.099115878	0.003166309	1.117775236	5.84549E-05
A8_C1_V6	perturbation	post pH/feed perturbation	E3_P13	358	94	5.471253918	5.317440663	0.453373162	10.08899337	0.856626665	7.012610213	2.046319609	8.974225173	0.00509269	2.04900731	0
A8_C1_V6	perturbation	post pH/feed perturbation	E3_P14	400	136	4.687914717	4.006225493	0.382591062	7.69659262	0.924744449	5.999153019	1.595315155	6.857476223	0.004283358	1.103453845	0.008262797
