patricID	ri_t12_A	ri_t12_B	ri_t12_C	ri_t48_A	ri_t48_B	ri_t48_C	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t24_riA	btri_t24_riB	btri_t24_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.3686	1959.176	1773.719	766	1231.397	1418.466	2177.904	193.493	151.465	210.583	206.556	208	193	502.409	149.262	231.531
fig|536231.75.peg.3687	2905.166	2472.908	1179	2980.603	2698.128	4454.949	279.507	229.535	278.417	425.444	238	165	581.591	139.738	240.469
fig|536231.75.peg.3688	1559.525	1450.374	733.905	628	738.569	1261.388	168	79	116.717	76	32	29	255.818	43	40
fig|536231.75.peg.3689	5971.475	8050	6725.095	598	646	1314.612	104	82	84.283	48	55	16	1530.182	94	111
fig|536231.75.peg.3690	11	18	61	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3691	82.139	102	59	0	46	37	4	2	0	12	11	0	9	0	0
fig|536231.75.peg.3694	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3695	1992	1927	962	854	940	1615	121	115	127	336	233	283	717	253	283
fig|536231.75.peg.3696	3494.335	1267.441	1332.727	288	464.037	828.006	373.966	172	192	91	6	15	124	46	7
fig|536231.75.peg.3697	2791.665	1746.559	1443.273	1190	1034.963	2468.994	119.034	73	98	56	10	28	98	29	4
fig|536231.75.peg.3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3699	206	196	101	133	260	308	12	0	1	8	0	0	53	14	0
fig|536231.75.peg.3700	14492	8715.023	5184	10060	8587	13263	752	624	773	633	271	263	8025	388	313
fig|536231.75.peg.3701	12542	6031	3205	3482	3466	5045	390	333	419	384	182	234	561	146	184
fig|536231.75.peg.3702	19154	9045	4990	5581	5982	7636	423	418	548	434	219	275	767	62	164
fig|536231.75.peg.3704	4792	2998	1625	2437	2186	4365	215	200	265	310	221	202	2694	338	315
fig|536231.75.peg.3705	881	619	253	399	360	817	31	38	31	52	67	31	298	17	60
fig|536231.75.peg.3706	12	2	0	0	0	19	2	0	0	0	0	0	0	16	0
fig|536231.75.peg.3707	3	0	0	0	29	0	2	1	0	0	0	0	0	0	0
fig|536231.75.peg.3708	0	1	4	3	13	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3709	15	6	0	0	34	0	0	0	1	0	0	0	0	0	0
fig|536231.75.peg.3710	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3711	25	15	16	7	35	78	1	0	1	0	0	0	8	11	8
fig|536231.75.peg.3712	3273	4471	3057	559	427	808	72	80	100	186	73	103	715	191	162
fig|536231.75.peg.3713	2452.142	5450.447	2976.561	367.056	478.7	697.915	71.75	71	65.497	27.505	79	30	390.619	131.949	27
fig|536231.75.peg.3714	4320.858	3848.197	3228.448	6130.944	4760.3	7213.085	631.25	544	680.503	474.495	478	412	495.381	340.051	288
fig|536231.75.peg.3715	2444	2244	1866	3109	3597	6676	398	341	317	336	205	288	531	220	112
fig|536231.75.peg.3716	11	31	24	0	23	14	0	0	0	0	3	0	7	0	0
fig|536231.75.peg.3717	5124	4643.002	4998	3705	3913	6981	633	541	528	533	614	424	567	350	280
fig|536231.75.peg.3718	10790.149	6238.025	7152	18223	18272	28200	1074	884	1056	441	722	741	679	385	385
fig|536231.75.peg.3719	1788	1092	1280	1797	1828	3450	168	100	116	122	90	67	112	73	103
fig|536231.75.peg.3720	3847	2523	3884	4372	4845	8252	220	168	211	101	175	198	203	237	26
fig|536231.75.peg.3721	728	452	956	304	462	841	34	15	38	67	25	12	261	123	31
fig|536231.75.peg.3722	772.436	677.844	370.686	409	458	667.915	34	16.135	24	66	69	44	146	42	63
fig|536231.75.peg.3723	876	660	528	452	535	730	37	27	49	113	16	37	193	67	43
fig|536231.75.peg.3724	320	240	224	173	105	131	4	11	26	21	33	0	52	11	15
fig|536231.75.peg.3726	1430.613	1039.676	500.768	948.597	878.765	1273.589	79.246	66.652	83.418	50.151	0	15.099	30.753	55.041	15.727
fig|536231.75.peg.3727	0	7	2	0	0	4	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3728	478	346	336	336	280	332	28	16	36	42	24	26	66	46	50
fig|536231.75.peg.3729	1490.564	1001.156	973.314	1467	1335	2080.347	98	100.865	94	273	110	64	222	186	172
fig|536231.75.peg.3730	14	12	12	0	0	12.737	0	0	0	0	0	0	2	0	0
fig|536231.75.peg.3731	66	43	23	35	22	65	1	1	13	1	11	0	4	0	0
fig|536231.75.peg.3732	83	51	58	11	14	64	5	2	13	11	0	0	1	30	0
fig|536231.75.peg.3733	241.062	238	207	160	128	290	18	13	21	55	58	42	50	40	33
fig|536231.75.peg.3734	761.95	1128.162	691.962	656.24	964.108	1605.298	41.959	26.696	8.855	0	0	0	95.487	0	0
fig|536231.75.peg.3735	79	104	89	41	43	75	14	13	6	9	22	0	6	0	0
fig|536231.75.peg.3736	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
fig|536231.75.peg.3737	39075.6	76152.944	72904.648	21276	20520	31211	3008	2780	3138	3572	3045	2693	17908	3652	4232
fig|536231.75.peg.3738	3751	5822	2836	8194	8965	21990	192	133	150	132	42	63	423	174	153
fig|536231.75.peg.3739	63815.073	60366.676	58352.138	31646	43835	61642	4233	3133	4658	1539	2449	2092	6730	2475	1517
fig|536231.75.peg.3740	15068.514	17321.826	18179.863	3946.4	6604	10613	1095	518	1057	444	672	321	2212	406	439
fig|536231.75.peg.3741	21132.654	21034.381	16196.036	16033.037	18294.265	28841.456	1969.167	1434.17	2151.049	2320.384	2289.282	2030	5034.246	2381.603	1667.213
fig|536231.75.peg.3742	18210.257	14250.059	11784.964	16741.563	18166.735	26711.544	1731.314	1217.83	2096.951	1543.616	1861.718	1104	1969.754	1337.397	740.787
fig|536231.75.peg.3743	1775.402	2636.575	3095.405	991.777	839.979	1258.992	185.746	76	189.429	115	116	25	3336.524	148	129
fig|536231.75.peg.3744	2902.871	2882.453	2685.775	885.602	856.044	1251.51	185.382	72.562	248.213	72.164	47.897	50.359	1042.256	84.148	39
fig|536231.75.peg.3745	11339.607	11561.972	7278.82	16722.621	14444.978	22454.498	1666.871	1028.438	2067.358	1788.837	1339.103	977.641	3538.22	1318.852	1381
fig|536231.75.peg.3746	10555.506	10290	8609	9590	10499	15013	1008	826	1231	884	962	700	2126	852	578
fig|536231.75.peg.3747	143434.844	175129.435	121390.98	87515.682	87873.938	140541.333	11772.569	7344.36	13288.72	5083.935	3999.102	3798.208	62652.583	5477.854	4315.169
fig|536231.75.peg.3748	44970.15	44021.69	35178.19	31045.522	33017.062	49546.501	5117.431	4677.64	7210.28	2489.065	2753.898	2172.792	6106.849	1643.146	1547.831
fig|536231.75.peg.3749	2751.381	3538.489	2127.427	964.486	1395.922	1666.447	372.582	277.854	527.383	242.887	190	124.573	764.733	134.425	181.758
fig|536231.75.peg.3750	42053.998	43665.721	30353.591	21107	21010.829	26147.049	3571.43	3411.853	5008.473	3065.538	2850.085	2588.752	13371.825	1673.924	2942.201
fig|536231.75.peg.3751	32591.74	38173.11	35114.437	12831.584	17702.298	24461.525	1706.886	1172.714	2225.134	1329.08	1153.952	924.674	20032.709	1494.529	2018.038
fig|536231.75.peg.3752	25637.581	30132.252	23079.763	10164.112	10838.486	16745.07	1870.286	1166.579	2637.19	1224.495	1062.963	758	10974.944	1084.122	1235.139
fig|536231.75.peg.3753	1683.903	1571.691	1018.803	1321.377	1230.108	1852.477	144.579	65.448	274.99	65	132.344	74.552	247.896	40	59.353
fig|536231.75.peg.3754	35277.109	35032.744	19627.464	12582.844	15336.894	24766.084	1918.119	1051.976	2472.367	723.142	824.656	698.448	4494.969	612.476	644.511
fig|536231.75.peg.3755	5915.38	6475.407	3042.458	4736.059	3747.361	5658.062	522.49	299.794	783.098	426.618	291.98	292.83	901.425	155.964	206.113
fig|536231.75.peg.3756	38769.815	39296.985	25192.316	16855.333	16722.102	24433.288	3328.443	2443.783	5024.365	1527.24	1693.02	1394.17	4568.066	1061.561	1262.887
fig|536231.75.peg.3757	8519.928	10428.426	5246.746	396.748	579	886.378	1067.737	844.237	1570.87	482.452	325	340	768.646	34	195.042
fig|536231.75.peg.3758	24304.143	28699.714	17639.998	16541.322	15442	24083.65	4000.448	3711.763	6556.372	7163.548	3903	3915	12925.689	2451	6148.958
fig|536231.75.peg.3759	12867.296	17320.64	14618.055	3578.775	4452.695	7343.376	1055.022	579.796	1328.197	998.819	821.076	694.4	10776.514	741.221	1018.168
fig|536231.75.peg.3760	10688.357	11774.897	10406.572	3615.048	4613.242	4813.263	772.99	510.633	1058.797	739.129	518.846	598.415	4801.01	423.598	421.275
fig|536231.75.peg.3761	26791.952	30374.835	13092.698	13010.996	12805.657	16286.942	2870.741	2231.289	4251.593	2045.503	1459.079	1315.185	3165.142	834.181	879.557
fig|536231.75.peg.3762	38663.275	38289.368	18877.085	16787.474	17561.742	27865.276	3877.565	2679.874	5490.673	2594.185	2173	1790	3998.617	1386.183	1712
fig|536231.75.peg.3763	21301.71	22236.275	10297.556	6515.868	8444.665	13758.296	2525.099	1340.707	2893.239	911.365	922	582	2792.383	630.817	506
fig|536231.75.peg.3764	12995.852	16317.803	7811.359	2011.949	2357.842	5044.68	1501.71	897.701	1820.873	266	252	158	1010	227	145
fig|536231.75.peg.3765	88968.418	81936.932	58673.485	136015.453	131080.046	222885.112	10746.819	7884.36	12135.832	5375.115	5507.273	4545.521	21467.144	5406.184	4726.889
fig|536231.75.peg.3766	17278.165	26124.726	12586.549	11165.596	9637.281	13849.24	1824.684	2109.881	2456.435	1578.991	1843.32	1760.293	6549.665	1061.965	994.776
fig|536231.75.peg.3767	30762.533	31044.924	22915.11	16339.759	16928.831	25700.751	3541.37	1950.759	4157.119	2096.894	1662.406	1359.186	10267.191	1829.851	1354.335
fig|536231.75.peg.3768	43636.3	45283.495	32475	32644	36768	58119.522	5053	3494	5958	2768.456	2741	2223	10095	2984	1940
fig|536231.75.peg.3769	20001.122	16952.006	11616	8606	10917	16489.478	1118	671	1033	545.544	620	397	3794	749	522
fig|536231.75.peg.3770	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3771	5752.591	4081	4382	5529	5656	8825	618	430	463	244	281	288	617	311	277
fig|536231.75.peg.3772	5102	3432.018	4601	8842	8214	13470	532	401	499	303	324	201	319	277	199
fig|536231.75.peg.3773	3045	2195	2361	10240	7941	12702	657	488	449	466	341	270	357	304	233
fig|536231.75.peg.3774	3877	3323	2246	1462	1676	2675	651	456	450	263	193	112	337	182	247
fig|536231.75.peg.3775	1010	1151	721	143	143	256	138	92	64	22	28	35	16	66	52
fig|536231.75.peg.3776	97	166	104	127	89	234	29	13	21	28	15	12	44	33	0
fig|536231.75.peg.3777	9	35	21	5	15	18	0	8	0	0	0	0	0	54	0
fig|536231.75.peg.3778	145	142	133	94	64	124	17	35	10	8	0	20	11	25	0
fig|536231.75.peg.3779	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3780	2204	1960	2330	1203	1351	2315	132	127	144	90	103	74	252	145	48
fig|536231.75.peg.3781	11341	9194	8272	8935	7250	11635	1492	1535	1535	1063	896	960	1017.841	774	655
fig|536231.75.peg.3782	46348.625	49941.219	35097	14958	15100	19448	3478	3071	3812	2619	2711	2594	2080	1529	1458
fig|536231.75.peg.3783	64	69	30	43	14	43	1	0	3	7	9	0	30	0	0
fig|536231.75.peg.3784	1381	1019	782	3163	2846	4875	165	101	123	138	104	113	257	108	196
fig|536231.75.peg.3785	9018.002	6650	4377	7322	6269	11111	1133	872	1101	916	669	368	635	675	572
fig|536231.75.peg.3786	2415	2421	1368	2383	1955	3870	472	466	316	255	103	143	145	344	172
fig|536231.75.peg.3787	745.245	342	505	1970	1765	3398	59	30	70	68	85	68	190	83	0
fig|536231.75.peg.3788	78.755	87	78	23	31	25	6	5	2	2	2	0	0	19	1
fig|536231.75.peg.3789	4706	5491	4975	910	1191	1925	348	219	300	132	154	53	358	168	81
fig|536231.75.peg.3790	3877	3464	4110	1058	914	1177	227	228	228	334	95	88	142	188	149
fig|536231.75.peg.3791	5389	5369	6022	1921	1849	3468	532	388	435	366	195	123	220	169	138
fig|536231.75.peg.3792	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3793	7062.641	11181.169	7631.027	5807	5028	8085.672	653	519	426	823	279	404	984	760	551
fig|536231.75.peg.3794	851	669.169	621	1191	1255	1477	108	62	58	206	67	89	135	149	129
fig|536231.75.peg.3795	0	3	0	0	0	0	0	0	4	1	0	0	0	0	0
fig|536231.75.peg.3796	2	0	0	13	13	10	0	0	1	0	0	0	10	47	0
fig|536231.75.peg.3797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3798	29	23	28	37	80	119	2.378	0	0	21	1	0	3	21	21
fig|536231.75.peg.3799	92	41	63	169	149	215	13	3	10	53	9	61	65	40	31
fig|536231.75.peg.3800	3988	1965	4237	1699	1558	2351	172	93	139	301	206	295	597	187	200
fig|536231.75.peg.3801	952	479	797	483	592	806	35	34	37	96	48	48	104	24	44
fig|536231.75.peg.3802	1302	583.003	749	538	577	994	60	39	66	66	82	0	124	81	69
fig|536231.75.peg.3803	1412	1053	1478	170	161	345	56	22	40	64	7	33	219	50	71
fig|536231.75.peg.3804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3805	247	142	162	36	53	75	6	4	7	15	26	0	50	0	0
fig|536231.75.peg.3806	6938	3718	3632	5879	5234	7730	527	299	477	683	381	335	820	412	508
fig|536231.75.peg.3807	2021.893	1228.876	1250.17	424.266	478.98	651.918	77.589	46.993	65.958	92.829	88	70	127.148	52	28
fig|536231.75.peg.3808	503.109	413.082	364.902	137.734	126.02	119.199	42.411	22.007	36.042	35.171	12	21	40.852	0	0
fig|536231.75.peg.3809	2	2	1	19	0	13.884	1	0	0	0	0	0	0	0	0
fig|536231.75.peg.3810	2878.024	3955	3767.534	468	535	798	109	59	62	198	41	87	787	170	91
fig|536231.75.peg.3811	0	6	0	0	1	6	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3812	69	53	48	165	281	195	13	9	12	20	20	14	34	33	4
fig|536231.75.peg.3813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3814	2	0	0	0	8	1	0	0	0	0	16	0	0	0	0
fig|536231.75.peg.3815	62	16	13	118	117	200	1	0	2	17	45	0	34	9	83
fig|536231.75.peg.3816	90	54	33	140	168	264	11	5	9	90	32	26	102	22	111
fig|536231.75.peg.3817	1	1	8	0	11	11	0	0	0	0	0	0	4	0	8
fig|536231.75.peg.3818	659	284	374	334	283	854	33	16	26	16	10	56	91	15	0
fig|536231.75.peg.3819	299692.236	312918.764	233098.914	186537	187952.778	337148	35223	24399	25502	13007	10170	9069	37678	11667	9660
fig|536231.75.peg.3820	228730.72	224656.769	171385.845	201209.761	189054	279410	26903.368	23236.128	31031.505	12352	12093	10541	36547.475	6090.845	6466.296
fig|536231.75.peg.3821	31140.559	34079.106	20411.243	10072.312	12236.587	20941.726	3458.315	1982	3562.712	1302.139	1231	1123	5450.086	658.155	684.704
fig|536231.75.peg.3822	65362.26	53298.87	41340.71	59731.927	53805.413	92817.274	10472.317	7762	11517.783	7395.861	3457	2891	8573.439	2258	3130
fig|536231.75.peg.3823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3824	114945.56	100743.657	74105.878	102161	100031	144544	11356	9534.872	12791	8288	7944	7641	13276	6200	5817
fig|536231.75.peg.3825	78893.543	59255.342	50268	97320	95773.771	139148.063	8200	6178	9072	7665	5811	5469	15022	5660	5295
fig|536231.75.peg.3826	4115.709	10716.269	9052	770	832	1442.895	411.191	304	287	118	189	247	1945	165	176
fig|536231.75.peg.3827	44314.857	45934.322	29073	59417.607	72254	128745.105	4450.809	2499	3899	2070	2079	2006	17828	3254	3553
fig|536231.75.peg.3828	45543.022	41415.73	36596	72375.637	66502.738	102683.17	5798.003	4236.477	5884.817	10146.514	6366.199	5464	11620.047	5637	5927.487
fig|536231.75.peg.3829	21228.618	18539.265	12464.233	21585.701	23850.882	41481.466	2397.001	1005.272	1877.761	1482.518	1302.801	948	4097.209	2118.436	1275.035
fig|536231.75.peg.3830	34843.902	31490.51	32490.098	48814.576	50299.342	64055.027	2761.413	3331.786	2878.152	4023.069	4228.186	4005.786	4607.735	2822.958	2822.553
fig|536231.75.peg.3831	8447.072	8996.755	6268.849	12719.019	12228.513	19837.596	1642.546	1428.859	1636.984	1524.547	1576.814	1336.214	1972.658	1003.939	862.926
fig|536231.75.peg.3832	3396.885	2813.514	2089.819	1060.067	1689.525	3758.741	275.038	199.606	285.285	137.352	139	152	461.351	205.667	51
fig|536231.75.peg.3833	14521.095	6906	7600	11443	10707	16558	837	629	852	776	575	581	1934	407	383
fig|536231.75.peg.3834	729	565.529	670	320	454	726	40	45	50	41	47	42	122	100	31
fig|536231.75.peg.3835	1526	1143	993	2122	1822	2888	204	120	136	208	136	131	150	113	153
fig|536231.75.peg.3836	1482	1260	1512	1220	1107	1796	173	126	127	278	188	182	209	127	133
fig|536231.75.peg.3837	1076	910	920	768	678	1430	73	55	76	107	84	115	181	102	104
fig|536231.75.peg.3838	2020.138	1651	1317	1460	1339	2297	172	117	180	317	254	164	227	114	125
fig|536231.75.peg.3839	2388	2671.446	3281	1069	999	2007	124	107	98	94	69	68	173	66	57
fig|536231.75.peg.3840	761	354	396	277	307	556	31	22	29	51	52	62	89	24	70
fig|536231.75.peg.3841	1082	571	567	847	773	1057	38	45	60	180	78	103	139	42	110
fig|536231.75.peg.3842	3139	1594	1632	3869	3209	4885	260	268	278	1054	423	336	882	331	561
fig|536231.75.peg.3843	5856	4059.082	8229	1912	1723	2459	156	132	144	862	324	223	2574	295	440
fig|536231.75.peg.3844	19828	15601	12688	8209	7318	13349	1956	1201	1322	1718	950	892	3885	1176	1480
fig|536231.75.peg.3845	13054	5584.019	6006	16080	13460	23389	970	614	1042	1824	1135	927	2539	1147	1330
fig|536231.75.peg.3846	6710.047	2953	3382	8637	6921	10015	692	637	710.667	1220	737	700	937	550	570
fig|536231.75.peg.3847	10343	4042	6416	16526	16239	26173	1387	1083	1027	2257	1223	1178	1911	1509	1474
fig|536231.75.peg.3848	867	688	561	473	548	931	36	31	44	107	51	13	726	46	131
fig|536231.75.peg.3849	1053	846	534	2001	1676	2631	99	107	142	276	155	122	358	197	219
fig|536231.75.peg.3851	13.083	16	1	93	55	119	1	4	6	15	0	0	33	9	38
fig|536231.75.peg.3852	2833	2331	2167	7639	5241	6654	282	199	305	1152	285	420	3556	706	843
fig|536231.75.peg.3853	4217	2729.214	3074	4561	4677	6492	321	268	386	599	403	367	2268	280	256
fig|536231.75.peg.3854	478	281	151	94	121	148	19	4	7	36	2	0	38	68	0
fig|536231.75.peg.3855	1841	1164	1534	1755	1604	1892	145	159	153	269	184	122	930	127	241
fig|536231.75.peg.3856	3402	2335	2054	3569	2700	4267	289	263	359	680	459	308	1320	298	274
fig|536231.75.peg.3857	3764.383	2285.131	1924	3356	4106.394	5606	268	245	291	545	233	427	866	320	237
fig|536231.75.peg.3858	956.293	707	557	275	564.606	731	62	36	51	62.192	73	31	181.151	25.67	52
fig|536231.75.peg.3859	456.323	420	554	229	163.971	241	33	13	38	93.808	43	20	259.849	71.33	56
fig|536231.75.peg.3860	76	76	117	26	17.029	21	4	3	3	0	0	0	44	10	0
fig|536231.75.peg.3861	4984.354	3497	3095	1110	1270	1822	227	153	221	250	24	166	698	151	197
fig|536231.75.peg.3862	9696	5649	4156	8267	6265	9621	767	730	922	1264	776	629	1293	418	900
fig|536231.75.peg.3863	7138.315	5586	3211	5083.017	5119	8157	820	671.425	881	1170	724.002	909	2966	947	1016
fig|536231.75.peg.3864	10979.685	21943.792	4699	928.983	651	1726.861	541	387.575	298	191	118.998	92	1384	185	218
fig|536231.75.peg.3865	1378	1021	1052	1207	1090	2089.139	151	97	172	151	124	163	226	153	90
fig|536231.75.peg.3866	7752	3412	4604.015	4982	5010	7090	456	429	695	497	356	218	726	339	371
fig|536231.75.peg.3867	3701	1761.004	2526.147	4728	4179	7732	290	180	162	396	300	158	348	504	448
fig|536231.75.peg.3868	7182.074	3009.505	4213	5296	4986	7408	544	460	680	585	499	310	496	316	287
fig|536231.75.peg.3869	13916.606	5506	7982	11296	9636	13890	841	684	1092	1783	780	704	1274	508	931
fig|536231.75.peg.3870	2020.656	899	895	251	406	594	82	49	133	93	108	55	108	65	14
fig|536231.75.peg.3871	4836	2259	3933	1859	1530	1813	131	134	201	270	178	201	1217	82	189
fig|536231.75.peg.3872	8826.12	3451	4845	3474	3990	6067	393	195	460	538	351	245	1393	208	361
fig|536231.75.peg.3873	10144	4326	5572	4306	4792	7747	529	274	450	846	374	351	3222	383	415
fig|536231.75.peg.3874	11422.847	4747	7117	9985	7584	10363	1002	756	1174	2119	1351	831	3355	596	1366
fig|536231.75.peg.3875	8627.185	4149	5896.379	11180	10353	14070	801	719	930	1287	1098	744	2196	553	962
fig|536231.75.peg.3876	11787.951	5811	5729	4860	4971	8960	1196	819	1193	1158	935	663	2640	419	746
fig|536231.75.peg.3877	46429.395	19077	23217	17592	16148	22579.285	3046	2517	3105	2369	1534	1696	5296	1086	1768
fig|536231.75.peg.3878	29952.561	13809.667	14920	10174	9619	16482	1812	1211	1505	1565	812	673	4011	860	1121
fig|536231.75.peg.3879	1942	1371	1656	1977	2118	4174	102	78	72	44	80	109	86	80	18
fig|536231.75.peg.3880	849	543	828	866	935	1957	80	36	45	27	105	52	34	80	9
fig|536231.75.peg.3881	10023.253	6113.096	5792.263	7540.69	6962.576	9147.187	764	620	960.002	2178.004	1323	1085	5144	678.862	1557
fig|536231.75.peg.3882	1478.053	777.595	817.613	423.128	391.3	576.862	67.01	43.012	75.13	144.036	98.059	172	643.078	80.32	139
fig|536231.75.peg.3883	1152101.592	648070.534	708055.222	589755.183	570656.124	953708.135	79901.787	51966.988	55951.802	35942.96	28822.941	26668	149878.922	34779.818	30640
fig|536231.75.peg.3884	8870.999	5950	7362	3238.001	3420.015	7050	631	506	672	1537.483	617	644	3997	710	1477
fig|536231.75.peg.3885	2931.988	1921	1849.503	1186.999	1267.718	2294.871	180	89	172.478	183.309	119	179	786.503	61	208
fig|536231.75.peg.3887	422792.016	153255.854	196166.607	251418.443	214391.494	293895.876	23151.578	16627.693	22853.695	41118.233	20844	20996	118540.626	20864	36405
fig|536231.75.peg.3888	8803.285	4320.832	4059.322	4478.429	5262.506	8035.7	1330.555	725.307	1058.266	344.767	292	303	462.184	326	285
fig|536231.75.peg.3889	2513.653	1160.583	1087.98	623.896	410.387	1062.277	112.555	68.191	117.218	113.067	98	75.009	173.554	67.268	66
fig|536231.75.peg.3890	21383.134	11187.274	9860.852	12124.773	10777.006	16119.904	1697.445	1112.604	1581.782	1552.933	976	741.991	1819.446	1302.732	1169
fig|536231.75.peg.3891	130502.425	73169.547	77633	52836.331	56459.607	82361.753	5132	3193.204	5132	6090	4312	4207	52276	6905	6654
fig|536231.75.peg.3892	119768.141	58573.601	56318	45535.532	42665	64966.338	5365	3315	5454	4751	3379	3401	13281	3811	4084
fig|536231.75.peg.3893	139851.026	73405.556	66308.167	68826.011	61283	89241	8149	5811	8027	8268	4540	4187	13684	6475	7336
fig|536231.75.peg.3894	50177.533	31833.083	24229.625	57751.155	49430.786	73928.973	7849.162	5347.341	5591.012	8844.694	3704.996	3458.334	20409.946	7572.552	7759.322
fig|536231.75.peg.3895	16384.764	13171.732	10836.375	7185.302	7980.214	15059.027	2424.838	1341.659	1573.988	1765.306	973.004	1012.666	6749.054	1440.448	1526.678
fig|536231.75.peg.3896	1765	1260	1239	1899	1758	2985	163	127	129	286	186	172	517	330	283
fig|536231.75.peg.3897	3509	2301	2746	5005	4483	7015	577	426	434	595	578	532	627	447	362
fig|536231.75.peg.3898	1781	2267.735	1661	870	818	1300	166	103	76	185	73	80	729	116	160
fig|536231.75.peg.3899	207	284	177	376	230	464	19	22	22	12	36	0	66	32	3
fig|536231.75.peg.3900	575	375	268	1058	896	1809	57	52	38	37	32	71	25	62	50
fig|536231.75.peg.3901	10118.4	10622.432	7275.236	7602.082	6414.211	10835.643	439.771	303.102	313.416	442.002	297.002	294	1780	444.012	237
fig|536231.75.peg.3902	5464.6	4898.568	3700.764	5378.918	5017.789	7626.357	371.229	238.898	207.584	315.998	157.998	155	277	264.988	186
fig|536231.75.peg.3903	11902.628	15290	19648.92	5780	5969	8976	56	52	24	47	83	12	165	176	89
fig|536231.75.peg.3904	155	284	195	47	94	69	1	0	0	0	0	0	0	0	0
fig|536231.75.peg.3905	12723	16683	10915	13024	11084	17528	31	22	21	23	57	12	47	69	28
fig|536231.75.peg.3906	10043	11101.051	5783	4814	4447	8415	28	17	32	42	45	34	13	32	10
fig|536231.75.peg.3907	6867	9210.062	6982	5736	4782	7723	792	707	511	832	418	369	6569	771	944
fig|536231.75.peg.3908	4	0	6	0	0	0	0	0	0	0	0	0	8	0	0
fig|536231.75.peg.3909	29509.42	14296	22340	18155	18752	30697	2956	2271	2322	1337	1789	1430	2092	971	771
fig|536231.75.peg.3910	2335	1328	1427	1792	1474	2076	213	158	216	176	135	228	307	139	126
fig|536231.75.peg.3911	947	865	462	322	343	468	82	46	62	99	64	32	142	176	25
fig|536231.75.peg.3912	895	1313	742	823	650	1202	144	97	97	127	95	49	300	235	96
fig|536231.75.peg.3913	455	417	289	670	594	1021	61	45	24	62	15	4	106	83	12
fig|536231.75.peg.3914	263	254	279	398	346	572	25	33	7	11	34	0	48	17	0
fig|536231.75.peg.3915	1689	1828	1344	2129	2328	3391	527	517	316	434	341	380	450	447	340
fig|536231.75.peg.3916	2451	1889	1541	2955	3759	5019	311	212	259	338	282	242	394	364	437
fig|536231.75.peg.3917	1609	1151	1344	3165	3254	4898	368	335	275	463	428	329	400	304	260
fig|536231.75.peg.3918	1363	1096	1505	2389	2907	4700	277	202	178	286	195	203	245	205	88
fig|536231.75.peg.3919	2498	2289	5545	3725	3668	5252	425	352	327	603	739	597	276	366	346
fig|536231.75.peg.3920	21533.936	22190.654	27171	10478.763	11733	18642	1918.097	1141	1619	1908.232	2022	1540	974	2171	993
fig|536231.75.peg.3921	3420	5086	5310	834.237	707	1424	283.903	185	133	203.768	134	160	162	76	66
fig|536231.75.peg.3922	28730.6	12818.542	26728	11883	12191	19291	1189	935	923	833	834	696	1373	809	560
fig|536231.75.peg.3923	1534	1599.029	913	1274	1038	2197	191	157	114	121	132	99	507	74	81
fig|536231.75.peg.3924	25	32	39	72	75	80	0	3	3	7	0	4	40	0	16
fig|536231.75.peg.3925	1093	1647	713	2196	1867	3391	105	84	130	237	66	9	532	318	238
fig|536231.75.peg.3926	2451	2242	2145	2967	2243	3967	243	238	248	242	168	278	559	124	133
fig|536231.75.peg.3927	6005	5719	5866.028	4297	5120	8816	577	472	471	437	221	275	1596	441	412
fig|536231.75.peg.3928	16411.006	10286	25834	11223	11637	21271	1521	1282	1530	4057	2447	2269	6584	1714	2118
fig|536231.75.peg.3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.3930	2998	1856	2409	2324	2087	3565	422	315	346	240	133	247	598	204	305
fig|536231.75.peg.3931	3927	2156	2967	2543	2034	3162	470	425	502	357	216	320	677	230	207
fig|536231.75.peg.3932	3092	1738.066	3819	1298	1543	2138	360	243	335	205	118	151	280	85	152
fig|536231.75.peg.3933	3374	1830	4238	1048	1435	1963	263	275	222	176	189	151	317	76	38
