patricID	ri_t04_A	ri_t04_B	ri_t04_C	ri_t48_A	ri_t48_B	ri_t48_C
fig|536231.75.peg.2220	3220.473	2496	1729	1319	901	1888
fig|536231.75.peg.2221	1914	1833	822	1650	1880	2745
fig|536231.75.peg.2222	59833.229	50868.705	34536	35704	39258	59912
fig|536231.75.peg.2223	57129.25	38656.786	31379.522	41862.395	44110.151	68515.808
fig|536231.75.peg.2224	5934.9	4431.343	2490.478	2193.457	2107.21	3130.865
fig|536231.75.peg.2225	34232.244	31875.748	18948	12897.148	13435.639	23449.526
fig|536231.75.peg.2226	97628.143	85565.983	53581	32943	34668	51805
fig|536231.75.peg.2227	752	591.13	374	364	248	425
fig|536231.75.peg.2228	1656	1139	552	324	450	522
fig|536231.75.peg.2229	2262	1460	776	1213	1489	1879
fig|536231.75.peg.2230	27	20	15	27	73	19
fig|536231.75.peg.2231	9	14	18	21	28	6
fig|536231.75.peg.2232	9930.018	8552	5977	6685	6711	10631
fig|536231.75.peg.2233	160	152	96	207	206	202
fig|536231.75.peg.2234	5934	3988	2885	3391	4298	6347
fig|536231.75.peg.2235	1756.98	1086	771	727	694	1063
fig|536231.75.peg.2236	33428.786	21324.042	13380	24690	24872	41662
fig|536231.75.peg.2237	213477.37	375196.47	232764.982	11715	15931	39538
fig|536231.75.peg.2238	19195.672	16669.667	9844	11608	10193	19843
fig|536231.75.peg.2239	4716.32	3639.001	2448	3092	2894	4745
fig|536231.75.peg.2240	2992	2209	1539	2708	2526	4162
fig|536231.75.peg.2241	14315.295	12135.102	8700	6581.309	5974	10447.211
fig|536231.75.peg.2242	3143.777	2695.446	1583	2992.691	2383	3919.789
fig|536231.75.peg.2243	33725.657	22423.969	14607	30657	30632	44651
fig|536231.75.peg.2244	826.025	636.006	239	486	499.134	1050.012
fig|536231.75.peg.2245	564.975	489.73	165	191	247.866	466.988
fig|536231.75.peg.2246	13046.587	8694.999	5021	6225.164	7330.634	9729.128
fig|536231.75.peg.2247	1621.463	1520.001	861	454.836	571.366	1381.872
fig|536231.75.peg.2248	13590.79	10791.119	3436	18735	14956	21357.322
fig|536231.75.peg.2249	8093	6791	4148	10942	10112	14375
fig|536231.75.peg.2250	2004	1191	1195	4468	3377	5889
fig|536231.75.peg.2251	3632.101	3268.016	2064	4324.069	3647	5597.646
fig|536231.75.peg.2252	76561.6	109600.101	33951	2364.068	2252.301	4211.859
fig|536231.75.peg.2253	17437.734	25916.632	6190.696	1870.272	1488.95	2385.595
fig|536231.75.peg.2254	44923.045	35373.012	15964.304	15832.591	16732.749	23591.063
fig|536231.75.peg.2255	79465.534	65418.696	45233.208	83955.903	83254.188	125582.089
fig|536231.75.peg.2256	42879.631	52135.614	29505.792	10158.097	10381.808	14687.477
fig|536231.75.peg.2257	1182.011	648	564	1753	1792	3723
fig|536231.75.peg.2258	2225	1786	1000	1582	1323	2286
fig|536231.75.peg.2259	8019.031	5691	3570	11418	10771	17153
fig|536231.75.peg.2260	5397.03	3622	2471	4675	4244	5743
fig|536231.75.peg.2261	5128.481	4361	3180	1816	1795	3009
fig|536231.75.peg.2262	3464.001	3249.001	1780	1795	1545	2207
fig|536231.75.peg.2263	3612.163	2931	1523	5471	6146	10565
fig|536231.75.peg.2264	22370.725	16805.387	10773	20667	19481	28851
fig|536231.75.peg.2265	4398.135	3325.041	2062	3620	3389	5391
fig|536231.75.peg.2266	2375.177	2041	1028	2800	2641	4206
fig|536231.75.peg.2267	3787.261	2815	1276	4758	4797	7130
fig|536231.75.peg.2268	2696	2128	998	5595	4966	6319
fig|536231.75.peg.2269	1341	1175	747	1073	1306	2597
fig|536231.75.peg.2270	27896.137	25218.25	13509	7664	8181	12604
fig|536231.75.peg.2271	23862.411	17921.491	12019	23053	22759	33240
fig|536231.75.peg.2272	16587.491	14232.003	9937	9374	9871	17176
fig|536231.75.peg.2273	6536.353	6009.588	3189	2312	3077	3696
fig|536231.75.peg.2274	202	185	171	524	412	527
fig|536231.75.peg.2275	461	363	182	192	91	301
fig|536231.75.peg.2276	492.002	288	141	199	221	345
fig|536231.75.peg.2277	7	10	33	5	0	2
fig|536231.75.peg.2278	586	457	342	2396	2330	3958
fig|536231.75.peg.2279	680	835	148	74	26	175
fig|536231.75.peg.2280	41030.254	47280.583	20280	5107	4944	6482
fig|536231.75.peg.2281	2265.998	1883.12	740	3648.631	3030.295	4976.741
fig|536231.75.peg.2282	148.002	174	66	459.369	554.705	685.259
fig|536231.75.peg.2283	1046	1014	558	1225	1316	2744
fig|536231.75.peg.2284	10986.589	13177.982	4870	72	23	113
fig|536231.75.peg.2285	20	25	8	0	0	0
fig|536231.75.peg.2286	4122.811	5332.056	506	93.266	210	205.074
fig|536231.75.peg.2287	5824.737	8927.293	3745	1796.734	1388	1965.926
fig|536231.75.peg.2288	41227.541	32266.46	18453	18943	24574	38116
fig|536231.75.peg.2289	43857.387	41024.371	17832	13998	15771	25987
fig|536231.75.peg.2290	1775.786	1791	993	967	1281	1947
fig|536231.75.peg.2291	2471.979	2218.107	837	2318.968	2107.008	3187.973
fig|536231.75.peg.2292	1822.1	1460.079	461	2175.694	2291.684	2751.685
fig|536231.75.peg.2293	9614.927	7570.813	3333	9461.338	11102.308	12695.343
fig|536231.75.peg.2294	882.259	821.792	322	428.838	368.716	728.487
fig|536231.75.peg.2295	1700.553	1622.75	458	828.18	963.641	1587.744
fig|536231.75.peg.2296	12666.527	8941.891	6522	27989.247	24625.395	35269.269
fig|536231.75.peg.2297	9253.417	8557.486	5444.695	9958.535	8519.003	12233.576
fig|536231.75.peg.2298	57764.341	44313.166	28276.305	51225.199	53298.246	81037.924
fig|536231.75.peg.2299	33697.025	21355.484	15106	38638	37965	57341
fig|536231.75.peg.2300	6435.07	6326.006	2725	2175	2144	2868
fig|536231.75.peg.2301	8123.205	5841	3509	4946	4793	7477
fig|536231.75.peg.2302	15712.208	12177.022	6692	8366	7493	11509
fig|536231.75.peg.2303	19466.589	14762.022	8959	14022	12661	18917
fig|536231.75.peg.2304	6263	6395	3169	1588	1880	2455
fig|536231.75.peg.2305	10516.808	10261.023	7670.403	3772.309	4335.496	7235.333
fig|536231.75.peg.2306	3799.716	3677.079	2191.597	2339.691	2303.504	3179.667
fig|536231.75.peg.2307	11905.818	8907.628	5169.001	13455.27	11892.513	18867.955
fig|536231.75.peg.2308	9472.374	10763.2	4194.999	7041.676	4546.352	6058.857
fig|536231.75.peg.2309	17094.152	22996.244	3699	1472.053	1783.135	2798.188
fig|536231.75.peg.2310	25922.548	20492	10828	11661	15469	25352
fig|536231.75.peg.2311	29911.122	32011.015	17512	14263	11739	20438
fig|536231.75.peg.2312	13005.926	11670.008	6787	3017	4160	6170
fig|536231.75.peg.2313	20932.314	18919.62	11140	7923	8164	13263
fig|536231.75.peg.2314	18974.037	17088.253	7227	12299.791	11678	17511.011
fig|536231.75.peg.2315	621.17	612.711	322	248.355	253	501.568
fig|536231.75.peg.2316	108702.247	90337.733	69349.546	127440.502	135831.991	209701.495
fig|536231.75.peg.2317	8438.598	7140.283	4588.938	11685.202	16261.009	26669.988
fig|536231.75.peg.2318	21374.357	18467.176	9557	25494.15	39199	64147.937
fig|536231.75.peg.2319	47916.508	34824.276	22956	121323	130177	182797
fig|536231.75.peg.2320	4699.002	3931	1765	3676	3818	6067
fig|536231.75.peg.2321	11627.685	10352.595	5931.774	6046.25	6292.134	7855.916
fig|536231.75.peg.2322	15944.688	13280.12	8367.226	24558.75	20688.866	29115.084
fig|536231.75.peg.2323	20881.502	18666.608	8515	8729	8353	11522
fig|536231.75.peg.2324	16749.463	11762.577	7599	19752	18399	30064
fig|536231.75.peg.2325	24636.124	18799.783	11014	23781.398	25700	37409
fig|536231.75.peg.2326	1071.187	925.377	355	521.602	669	1035
fig|536231.75.peg.2327	1823.671	1672.827	556	431.739	606	902
fig|536231.75.peg.2328	1449.415	1886.482	758	258.261	326	728
fig|536231.75.peg.2329	7	5	0	0	0	0
fig|536231.75.peg.2330	114611.16	160904.118	43151	2264	1888	3765
fig|536231.75.peg.2331	13563.187	11040	4537	5814	5560	8738
fig|536231.75.peg.2332	240	199	98	726	484	801
fig|536231.75.peg.2333	1839	1399	726	1910	1621	2110
fig|536231.75.peg.2334	44	44	0	38	8	23
fig|536231.75.peg.2335	1741.002	2000	711	615	717	1496
fig|536231.75.peg.2336	9809.049	7961.001	4515	6512	6058	9560
fig|536231.75.peg.2337	6859	9890.364	3294	338	296	663
fig|536231.75.peg.2338	4729.023	3413	2309	3233	3135	4999
fig|536231.75.peg.2339	22531.779	18086.4	10679	7636	7599	11960
fig|536231.75.peg.2340	4637.049	4559.192	2157	3312	3089	5613
fig|536231.75.peg.2341	2455.096	2075.282	806	2283	2218	3712
fig|536231.75.peg.2342	0	2	0	0	0	0
fig|536231.75.peg.2343	1	6	0	16	5	0
fig|536231.75.peg.2344	0	4	7	15	0	9
fig|536231.75.peg.2345	0	3	0	0	0	2
fig|536231.75.peg.2346	41753.37	68913.615	19903	1348	906	1452
fig|536231.75.peg.2347	42671.815	77062.103	20305	1198	793	1549
fig|536231.75.peg.2348	6603.639	4298.88	2665	17413.921	14508.005	28313.323
fig|536231.75.peg.2349	9297.191	5989.1	3317	21994.336	18586.616	35106.052
fig|536231.75.peg.2350	64801.315	41370.238	19411.032	175587.214	156573.479	282784.9
fig|536231.75.peg.2351	695.597	520.61	205.968	518.42	559.308	1375.829
fig|536231.75.peg.2352	51362.389	33280.138	17161	100811.877	97400.236	187255.356
fig|536231.75.peg.2353	8173.462	4950.086	2402	17848.31	14184.086	25345.637
fig|536231.75.peg.2354	72820.783	46722.839	22617	138529.922	123211.271	205223.793
fig|536231.75.peg.2355	18617.071	11197.16	8701.754	79753.632	68718.936	122305.312
fig|536231.75.peg.2356	13430.415	7883.102	5502.246	47074.744	43725.812	79599.69
fig|536231.75.peg.2357	30104.148	19686.381	12163	33526.861	36640.252	77626.787
fig|536231.75.peg.2358	26985.843	17128.875	7767.323	44522.48	47027.185	84472.272
fig|536231.75.peg.2359	27752.537	17416.276	9312.021	93517.892	79908.475	150730.319
fig|536231.75.peg.2360	33918.035	18460.295	17210.261	233505.625	206110.337	336447.165
fig|536231.75.peg.2361	146351.003	82975.004	63620.841	1282252.613	942881.004	1611777.393
fig|536231.75.peg.2362	66620.656	39158.524	24671	284719	267741.761	472116.304
fig|536231.75.peg.2363	119	148	106	142	133	220
fig|536231.75.peg.2364	15305.164	9820.326	4402	20653.242	21226.061	37072.652
fig|536231.75.peg.2365	813.864	620.674	62	377.758	311.939	1002.348
fig|536231.75.peg.2366	26	24	0	21	45	19
fig|536231.75.peg.2367	10433.555	6956.278	2937	16039.665	15566.467	29348.343
fig|536231.75.peg.2368	869.578	688.722	230	451.335	560.533	1190.657
fig|536231.75.peg.2369	26011.979	15144.453	7282	73050	62303	127124
fig|536231.75.peg.2370	0	0	3	0	0	0
fig|536231.75.peg.2371	2471.585	1672.343	328	2817	2761	5582
fig|536231.75.peg.2372	554.428	396	96	342	175	562
fig|536231.75.peg.2373	12984.585	10292.458	4875	20723	19448	38957
fig|536231.75.peg.2374	129	119	62	188.151	158	324.383
fig|536231.75.peg.2375	48	46	20	217.849	120	353.617
fig|536231.75.peg.2376	58	68	40	72	40	99
fig|536231.75.peg.2377	4078.149	2992	1647	23327	24378	42393.986
fig|536231.75.peg.2378	1472.033	1849.004	947	3214	2282	3115
fig|536231.75.peg.2379	983	814	469	1751	1988	4133.468
fig|536231.75.peg.2380	52	48	36	27.002	63	92.532
fig|536231.75.peg.2381	154.685	163.442	51	556.402	674.895	713.743
fig|536231.75.peg.2382	1232.485	944.558	533	6479.647	6865.284	11969.717
fig|536231.75.peg.2383	429.46	317	137	1186.949	931.822	2566.54
fig|536231.75.peg.2384	204	230	113	113	183	693
fig|536231.75.peg.2385	4	11	5	0	2	6
fig|536231.75.peg.2386	116.136	155	107	239.314	160.093	471.804
fig|536231.75.peg.2387	966.864	625.004	300	3199.439	4463.125	6335.332
fig|536231.75.peg.2388	276	284	122	516.247	834.783	1511.864
fig|536231.75.peg.2389	2	1	0	0	0	0
fig|536231.75.peg.2390	544	490	248	708	1085	2108
fig|536231.75.peg.2391	223	139	58	914	780	646
fig|536231.75.peg.2392	7399.016	5055.093	2458	32978	34962	54434
fig|536231.75.peg.2393	644	620	333	1998	1937	3607
fig|536231.75.peg.2394	1154	797	401	4269	5094.374	7883
fig|536231.75.peg.2395	2081.53	1585	1016	13172	12887	23498.753
fig|536231.75.peg.2396	1370	1073	497	6893	7283.017	13382.498
fig|536231.75.peg.2397	25	15	9	95	139.983	172.502
fig|536231.75.peg.2398	693.001	591	216	4146	4482	8606
fig|536231.75.peg.2399	31.255	35.974	16	58.629	33.313	96.711
fig|536231.75.peg.2400	308.175	345.395	134	605.34	777.973	1492.902
fig|536231.75.peg.2401	323.699	498.63	136	406.031	774.714	1292.387
fig|536231.75.peg.2402	16	30	30	115	122	244
fig|536231.75.peg.2403	46.12	76	70	281.07	265.886	610.425
fig|536231.75.peg.2404	329.88	232	135	961.93	981.114	2168.575
fig|536231.75.peg.2405	1199	1499	271	260	184	284.045
fig|536231.75.peg.2406	16253.845	31613.864	22905	1293	2170	5428.197
fig|536231.75.peg.2407	162	137	25	778	857	1484
fig|536231.75.peg.2408	498231.429	896384.057	384021	19394	19235	47035.757
fig|536231.75.peg.2409	652	788	352	4156	3552	7323
fig|536231.75.peg.2410	1439.215	1233.691	467	1518.24	1569.491	2912.273
fig|536231.75.peg.2411	1544.36	1409.843	537	2970.409	2862.545	5125.155
fig|536231.75.peg.2412	3299.361	3164.465	1477	4608.351	4078.964	8086.572
fig|536231.75.peg.2413	2462	2407	1658	3233	2542	4385
fig|536231.75.peg.2414	2851.117	1928.916	1239.698	10259.063	7967.787	13993.836
fig|536231.75.peg.2415	132.117	103.084	85.302	138.937	124.213	288.164
fig|536231.75.peg.2416	238713.178	202592.33	146881.173	6868	6726	10296
fig|536231.75.peg.2417	0	0	0	13	2	7
fig|536231.75.peg.2418	3.491	8	0	14	39	36
fig|536231.75.peg.2419	8.509	19	3	171	129	114
fig|536231.75.peg.2420	0	0	0	0	0	0
fig|536231.75.peg.2421	152	110	23	220	176	277
fig|536231.75.peg.2422	2	6	13	17	24	4
fig|536231.75.peg.2423	704	918	568	99	173	246
fig|536231.75.peg.2424	2172	2641	957	331	381	409
fig|536231.75.peg.2425	2072	2653.039	1009	118	153	213
fig|536231.75.peg.2426	83	67	17	10	0	1
fig|536231.75.peg.2427	165.857	242.627	63.84	100	147	144.837
fig|536231.75.peg.2428	237.78	400.698	113.323	66	117.106	94.588
fig|536231.75.peg.2429	1698.63	2121.675	623.837	72	35.894	53.575
fig|536231.75.peg.2430	1	0	0	0	0	0
fig|536231.75.peg.2431	6	7	12	0	17	4
fig|536231.75.peg.2432	10	16	12	0	28	29
fig|536231.75.peg.2433	31	23	42	42	30	55
fig|536231.75.peg.2434	35	30	24	67	68	62
fig|536231.75.peg.2437	4	10	16	0	6	0
fig|536231.75.peg.2438	60.202	40.001	41	139	103	198
fig|536231.75.peg.2439	27.798	20.999	69	80	15.272	77
fig|536231.75.peg.2440	4	4	0	1	29.728	16
fig|536231.75.peg.2441	77	68	31	156	207	158
fig|536231.75.peg.2442	3420.338	2969	1843	2259	2316	3224
fig|536231.75.peg.2443	2327.516	1948	959	2886	2922	3861
fig|536231.75.peg.2444	1314	906	666	2576	1812	3415
fig|536231.75.peg.2445	54987.367	60663.005	15825	9056	8836	13728
fig|536231.75.peg.2446	3138	1910	1290	6305	5906	11368
fig|536231.75.peg.2447	90079.245	70575.246	40183	90583	96921	153507
fig|536231.75.peg.2448	194	272	100	16	36	79
fig|536231.75.peg.2449	2330.016	1723	759	4537	3783	6273
fig|536231.75.peg.2450	1843	1475	557	1375	1387	2188
fig|536231.75.peg.2451	36137.748	31311	18519	122073	113009	188087.448
fig|536231.75.peg.2452	1880	1469	1033	2085	2625	4388
fig|536231.75.peg.2453	724	570	351	1347	1212	2254
fig|536231.75.peg.2454	344.028	320	174	124	61	215
fig|536231.75.peg.2455	5537.023	4461.446	2635	8736	9198	14592
fig|536231.75.peg.2456	1255	3646.02	1177	200	190	532
fig|536231.75.peg.2457	48271.826	45695.885	23454	8459	7791	12346
fig|536231.75.peg.2458	168	339	269	0	0	15
fig|536231.75.peg.2459	4076.565	5913.628	676	190	150	297
fig|536231.75.peg.2460	13659.449	16911.152	4539	833	1013	1958
fig|536231.75.peg.2461	512	304	147	1703	1094	2248
fig|536231.75.peg.2462	105	80	57	111	39	77
fig|536231.75.peg.2463	53	39	50	22	37	76
fig|536231.75.peg.2464	1	3	0	0	0	0
fig|536231.75.peg.2465	141.221	193.07	99.923	74.273	87.232	77.227
fig|536231.75.peg.2466	552	403	278	1135	1162	2201
fig|536231.75.peg.2467	168.001	172	72	277	226	503
fig|536231.75.peg.2468	154	189	46	288	250	438
fig|536231.75.peg.2469	120.781	163	45	40.096	5	72
fig|536231.75.peg.2470	134.219	113	17	112.904	148	222
fig|536231.75.peg.2471	2	2	0	0	0	0
fig|536231.75.peg.2472	2517	2464	1198	1384	1347	2180
fig|536231.75.peg.2473	61	108	69	12	15	24
fig|536231.75.peg.2474	22	49	16	0	13	0
fig|536231.75.peg.2475	873	735	347	1460	1450	2358
fig|536231.75.peg.2476	713	523	194	1530.094	1218	1846
fig|536231.75.peg.2477	29	26	8	14.906	43	36
fig|536231.75.peg.2478	232	147	72	225	120	415
fig|536231.75.peg.2479	128	128	48	46	92	229
fig|536231.75.peg.2480	0	0	0	0	0	0
fig|536231.75.peg.2481	394	304	200	405	310	704
fig|536231.75.peg.2482	262	197	128	743	671	1270
fig|536231.75.peg.2483	284	152	104	749	663	1271
fig|536231.75.peg.2484	2754	2328	888	3322	3408	6218
fig|536231.75.peg.2485	3422.008	2468	1343	5352	5052	6883
fig|536231.75.peg.2486	2317	1354	740	3439	2870	3353
fig|536231.75.peg.2487	1222	889	414	782	1039	1055.502
fig|536231.75.peg.2488	157.768	130	52	59	98	48.498
fig|536231.75.peg.2489	9	10	1	24	0	0
fig|536231.75.peg.2490	911.232	606	215	186	160	338
fig|536231.75.peg.2491	21148.701	16071.974	8238	16143	14541	23679
fig|536231.75.peg.2492	2438.001	1685.104	1283	1862.05	2038.392	3047.551
fig|536231.75.peg.2493	484.802	337.089	242	297.95	427.962	419.222
fig|536231.75.peg.2494	277.197	304.808	286	181	274.646	349.227
fig|536231.75.peg.2495	2588	1701	1673	3150	2678	4571
fig|536231.75.peg.2496	670.179	889.293	0	588.119	1056.796	1605.742
fig|536231.75.peg.2497	884	695	338	623	561	850
fig|536231.75.peg.2498	869.385	664	352	439	537	972
fig|536231.75.peg.2499	73	89	7	0	0	8
fig|536231.75.peg.2500	268.899	363.772	537	75.019	184.916	303
fig|536231.75.peg.2501	196.101	152.731	122	161.582	154.084	154.191
fig|536231.75.peg.2502	3862.001	2643.497	1365	3734.4	2907	4778.809
fig|536231.75.peg.2503	696	866	541	286	317	515
fig|536231.75.peg.2504	4422.77	3734	1599	2791	3192	6583
fig|536231.75.peg.2505	28	14	7	1	0	0
fig|536231.75.peg.2506	676	679	412	103	196	262
fig|536231.75.peg.2507	310.925	399.021	155	61	73.551	177.547
fig|536231.75.peg.2508	779.075	598.979	212	575	639.449	780.453
fig|536231.75.peg.2509	1526	1303	559	1048	980	1552
fig|536231.75.peg.2510	4616	3100	1971	4207	4042	5725
fig|536231.75.peg.2511	468	386	264	1254	1026	1560
fig|536231.75.peg.2512	2143	1551	927	2994	2443	4327
fig|536231.75.peg.2513	1123	726	411	1920	1848	3146
fig|536231.75.peg.2514	1709	1135	491	2177	1902	3396
fig|536231.75.peg.2515	4999.006	3314	1894	1418	1488	2628
fig|536231.75.peg.2516	15526.958	25673.943	3899	1082	905	2011
fig|536231.75.peg.2517	8343.424	9074	3742	418	205	230
fig|536231.75.peg.2518	4940.035	4931.946	2565	17641	17115	30828
fig|536231.75.peg.2519	57	68	59	112	133	297
fig|536231.75.peg.2520	74.995	69	31	26.057	70.979	127.012
fig|536231.75.peg.2521	165.005	102	52	162.943	57.021	139.988
fig|536231.75.peg.2522	292.144	221	47	80	170	170
fig|536231.75.peg.2523	307	321	77	38	31	69
fig|536231.75.peg.2524	2185	1267	635	1648	1873	2701
fig|536231.75.peg.2525	45	40	18	33.792	0	16.21
fig|536231.75.peg.2526	519	447	288	330.208	404	670.79
fig|536231.75.peg.2527	1454	1088	662	1210	1136	1333
fig|536231.75.peg.2528	515	507	178	555	624	816
fig|536231.75.peg.2529	479	407	183	624	446	803
fig|536231.75.peg.2530	5278.695	4516.836	1846	3683.93	3984.483	5137.4
fig|536231.75.peg.2531	2972.19	2033.152	1938	3861.377	3106.686	4056.58
fig|536231.75.peg.2532	1341.228	1131.455	915	1341.693	1029.831	2347.02
fig|536231.75.peg.2533	203	171	123	10	77	94
fig|536231.75.peg.2534	1621	1430	698	1184	1295	1744
fig|536231.75.peg.2535	58	56	36	37	0	14
fig|536231.75.peg.2536	1033	789.95	354	1568	1027	1851.377
fig|536231.75.peg.2537	74	67.05	44	10	25	35.623
fig|536231.75.peg.2538	2604.161	1897	1201	8086	6017	10077
fig|536231.75.peg.2539	627	536	324	1809	1431	2423
fig|536231.75.peg.2540	61	70	21	69	58	30
fig|536231.75.peg.2541	14	36	30	7	0	4
fig|536231.75.peg.2542	6167	4224	2615	5078	5057	8192
fig|536231.75.peg.2543	1575	1255	599	1159	1508	1878
fig|536231.75.peg.2544	1366	783	380	2581	1834	3199
fig|536231.75.peg.2545	12	22	9	3	23.338	57
fig|536231.75.peg.2546	42	64	15	70	55.662	184
fig|536231.75.peg.2547	127	115	79	77	40	91
fig|536231.75.peg.2548	225	256	60	28	23	55
fig|536231.75.peg.2551	54	49	17	16	12	44
fig|536231.75.peg.2552	106	113	79	62	141	117
fig|536231.75.peg.2553	15	23	0	39	34	38
fig|536231.75.peg.2554	12	10	0	519	441.739	609.087
fig|536231.75.peg.2555	0	0	0	58	25.261	23.28
fig|536231.75.peg.2556	13	10.288	0	526.996	626.082	672.808
fig|536231.75.peg.2557	22	40.712	11	2068.004	1777.918	2284.445
fig|536231.75.peg.2558	0	0	0	32	61	13.467
fig|536231.75.peg.2559	1	0	0	615	450.707	611.183
fig|536231.75.peg.2560	8	6	3	2001.327	1614.293	2741.5
fig|536231.75.peg.2561	3	2	9	133.673	154.477	361.317
fig|536231.75.peg.2562	26	29	30	3661	3156.523	4144
fig|536231.75.peg.2563	9	13	16	729	654	768
fig|536231.75.peg.2564	50	27	47	3633	4055	4949.482
fig|536231.75.peg.2565	1	3	9	55.116	172.451	137.063
fig|536231.75.peg.2566	7	10	2	691.884	590.549	841.456
fig|536231.75.peg.2567	51	62	33	3105	2822	3713.186
fig|536231.75.peg.2568	51	60	16	3654	3380	4478
fig|536231.75.peg.2569	18	30	35	2250	1864	2379
fig|536231.75.peg.2570	3	1	0	0	2.34	18
fig|536231.75.peg.2571	9	4	12	519	549.66	783
fig|536231.75.peg.2572	94	86	80	202.575	180	328
fig|536231.75.peg.2573	182	114	64	884.425	748	1278
fig|536231.75.peg.2574	18	16	13	28	63	43
fig|536231.75.peg.2575	123	287	87	154	53	262
fig|536231.75.peg.2576	211.724	298.984	90	0	0	0
fig|536231.75.peg.2577	30692.332	34110.182	18006	457	622	793
fig|536231.75.peg.2578	31.988	45	15	3785.459	3385.114	4475.91
fig|536231.75.peg.2579	21.012	18	7	2944.541	2455.886	3016.102
fig|536231.75.peg.2580	0	2	0	476	294	323.988
fig|536231.75.peg.2581	14275.012	8997	6505	26304.161	25021	32063.913
fig|536231.75.peg.2582	1790.674	1836	1201	39	18	17
fig|536231.75.peg.2583	6	1	0	0	0	15
fig|536231.75.peg.2584	13	29	11	7.711	7	7
fig|536231.75.peg.2585	0	0	0	7.289	0	0
fig|536231.75.peg.2586	1	5	4	0	14	0
fig|536231.75.peg.2587	0	1	0	19	7	13
fig|536231.75.peg.2588	17	16.528	6	0	0	8
fig|536231.75.peg.2589	818.817	1283.918	521.428	53	34	56.613
fig|536231.75.peg.2590	15.009	6	10	0	19	2
fig|536231.75.peg.2591	243	532.999	360	152.995	190	409.999
fig|536231.75.peg.2592	4870.353	9674.008	3813	111043.385	87183.418	164539
fig|536231.75.peg.2593	5	18	22	0	15	46
fig|536231.75.peg.2594	3179	3582.268	1702	39443	38922	53388.728
fig|536231.75.peg.2595	5601	6561	3467	62984	66380.229	102956
fig|536231.75.peg.2596	4702.78	6264.749	2675	37855.227	41324.592	54545.209
fig|536231.75.peg.2597	1618.642	1982.916	580	29717.41	24112.357	41421.777
fig|536231.75.peg.2598	48	112	185	54	104	101
fig|536231.75.peg.2599	11533.739	22460.424	8302	10645	8107	12820
fig|536231.75.peg.2600	2543	4370	990	1153	1054	1539
fig|536231.75.peg.2601	633	975	350	346	522	713
fig|536231.75.peg.2602	27.832	37.712	19.606	19.928	41.868	15.684
fig|536231.75.peg.2603	3	14	6	0	0	0
fig|536231.75.peg.2604	57.031	87.065	48.073	13	21	5
fig|536231.75.peg.2605	71.727	46.67	21.49	0	4	3
fig|536231.75.peg.2606	2472.991	2661	1534	8	58	33
fig|536231.75.peg.2607	539	498	97	38	37	37
fig|536231.75.peg.2608	35	47	11	26	29	30
fig|536231.75.peg.2609	48	44	9	19	57	93
fig|536231.75.peg.2610	122	81	64	156	152	238
fig|536231.75.peg.2611	70	64	34	42	16	27
fig|536231.75.peg.2612	16	6	0	13	0	9
fig|536231.75.peg.2613	65	85.92	25	12.344	59.169	69.386
fig|536231.75.peg.2614	93	92.08	70	138.656	110.831	155.614
fig|536231.75.peg.2615	460	530.207	304	113	218	335
fig|536231.75.peg.2616	1831	1351.056	951	2074	1764	2658
fig|536231.75.peg.2617	12229.928	12203.204	6601	651	625	1144
fig|536231.75.peg.2618	141	120	99	206	109	208
fig|536231.75.peg.2619	242.256	204	160	444.981	347.102	595.001
fig|536231.75.peg.2620	131.744	170	87	239.019	124.898	238.999
fig|536231.75.peg.2621	0	0	0	0	0	0
fig|536231.75.peg.2622	371.849	529	271.572	9	0	52.512
fig|536231.75.peg.2623	113.151	130	58	0	0	0
fig|536231.75.peg.2624	146.87	307.923	101.428	44.485	8.103	39.488
fig|536231.75.peg.2625	635.13	725.077	305	274.515	312.9	429.097
fig|536231.75.peg.2626	0	1	2	15	0	7
fig|536231.75.peg.2627	1167.539	1256.801	512.667	0	0	0
fig|536231.75.peg.2628	1	4	1	6	7	17
fig|536231.75.peg.2629	0	0	1	6	1	0
fig|536231.75.peg.2630	0	1	5	10	0	0
fig|536231.75.peg.2631	0	0	0	0	0	2
fig|536231.75.peg.2632	158	166	91	258	373	340
fig|536231.75.peg.2633	12	38	45	5	56	26
fig|536231.75.peg.2634	0	5	2	13	0	6
fig|536231.75.peg.2635	0	0	0	0	0	0
fig|536231.75.peg.2636	7	15	7	0	34	5
fig|536231.75.peg.2637	5	10	0	22	33	20
fig|536231.75.peg.2638	11	30	8	24	22	31
fig|536231.75.peg.2641	3	7	0	0	0	4
fig|536231.75.peg.2642	2640.038	2471.594	1172.81	2351.081	3601.718	6711.575
fig|536231.75.peg.2643	5031.961	4026.877	2413.19	25607.919	24502.282	41164.425
fig|536231.75.peg.2644	3	0	0	2	0	0
fig|536231.75.peg.2645	0	9	0	7	0	0
fig|536231.75.peg.2646	4	12	8	9	15	6
fig|536231.75.peg.2647	2	4	0	0	16	0
fig|536231.75.peg.2648	35325.261	37365.699	23206	524	324	691
fig|536231.75.peg.2649	18	20	0	6	58	27
fig|536231.75.peg.2650	9	8	9	23	18	70
fig|536231.75.peg.2651	1	0	3	2	0	0
fig|536231.75.peg.2652	0	1	0	0	34	8
fig|536231.75.peg.2653	8	12	0	26	3	22
