patricID	ri_t04_A	ri_t04_B	ri_t04_C	ri_t12_A	ri_t12_B	ri_t12_C
fig|536231.75.peg.2218	3938	2754	1904	2598	2384	2026
fig|536231.75.peg.2219	5914.004	4195.001	2830	3854	4156	3136
fig|536231.75.peg.2220	3220.473	2496	1729	2817	2573	1858
fig|536231.75.peg.2221	1914	1833	822	2886	2213.006	4036
fig|536231.75.peg.2222	59833.229	50868.705	34536	49943.9	50869.024	44479
fig|536231.75.peg.2223	57129.25	38656.786	31379.522	57190.872	46542.237	65113.813
fig|536231.75.peg.2224	5934.9	4431.343	2490.478	4895.603	4858.214	5138.98
fig|536231.75.peg.2225	34232.244	31875.748	18948	26549.918	32153.514	30926.145
fig|536231.75.peg.2226	97628.143	85565.983	53581	66703.678	79214.008	64650
fig|536231.75.peg.2227	752	591.13	374	222	393	244
fig|536231.75.peg.2228	1656	1139	552	617	749	533
fig|536231.75.peg.2229	2262	1460	776	921	1039	808
fig|536231.75.peg.2230	27	20	15	11	21	13
fig|536231.75.peg.2231	9	14	18	3	5	0
fig|536231.75.peg.2232	9930.018	8552	5977	7239	7662	8528
fig|536231.75.peg.2233	160	152	96	85.009	171	37
fig|536231.75.peg.2234	5934	3988	2885	3306	3141	2082
fig|536231.75.peg.2235	1756.98	1086	771	533	670	342
fig|536231.75.peg.2236	33428.786	21324.042	13380	29296.413	34802.328	19140
fig|536231.75.peg.2237	213477.37	375196.47	232764.982	58585.976	159657.499	62896
fig|536231.75.peg.2238	19195.672	16669.667	9844	29273	51513.573	38357
fig|536231.75.peg.2239	4716.32	3639.001	2448	2531	3305	3298
fig|536231.75.peg.2240	2992	2209	1539	1543	1832	1775
fig|536231.75.peg.2241	14315.295	12135.102	8700	6056	7333	5960
fig|536231.75.peg.2242	3143.777	2695.446	1583	1815	1881	1282
fig|536231.75.peg.2243	33725.657	22423.969	14607	16095.177	16141	11703
fig|536231.75.peg.2244	826.025	636.006	239	557	508.291	412
fig|536231.75.peg.2245	564.975	489.73	165	302	396.709	369
fig|536231.75.peg.2246	13046.587	8694.999	5021	8570.644	8859.994	7083
fig|536231.75.peg.2247	1621.463	1520.001	861	1313.38	1386.006	1411
fig|536231.75.peg.2248	13590.79	10791.119	3436	37106.914	37507.9	16323
fig|536231.75.peg.2249	8093	6791	4148	11799.746	6831	9608
fig|536231.75.peg.2250	2004	1191	1195	1384	831	876
fig|536231.75.peg.2251	3632.101	3268.016	2064	1899	1890	1071
fig|536231.75.peg.2252	76561.6	109600.101	33951	12083.303	29276.325	17567.383
fig|536231.75.peg.2253	17437.734	25916.632	6190.696	3139.263	5849.819	4620.337
fig|536231.75.peg.2254	44923.045	35373.012	15964.304	19953.706	21251.537	15391.28
fig|536231.75.peg.2255	79465.534	65418.696	45233.208	113106.63	90062.314	116757.454
fig|536231.75.peg.2256	42879.631	52135.614	29505.792	31364.032	39726.387	44282.904
fig|536231.75.peg.2257	1182.011	648	564	1091	891.227	826
fig|536231.75.peg.2258	2225	1786	1000	3352	2335	1874
fig|536231.75.peg.2259	8019.031	5691	3570	11097	8079	7002.203
fig|536231.75.peg.2260	5397.03	3622	2471	6646	5093	3813
fig|536231.75.peg.2261	5128.481	4361	3180	5381.125	4811	3528
fig|536231.75.peg.2262	3464.001	3249.001	1780	2914	2617	1751
fig|536231.75.peg.2263	3612.163	2931	1523	11584.564	6518	5664.037
fig|536231.75.peg.2264	22370.725	16805.387	10773	24425	17861.798	17113.303
fig|536231.75.peg.2265	4398.135	3325.041	2062	5504	3532	4447.034
fig|536231.75.peg.2266	2375.177	2041	1028	3676	2328	3756
fig|536231.75.peg.2267	3787.261	2815	1276	5170	3094	3964
fig|536231.75.peg.2268	2696	2128	998	3974	2354	3943
fig|536231.75.peg.2269	1341	1175	747	1489	1060	1297
fig|536231.75.peg.2270	27896.137	25218.25	13509	13643.868	11908.001	19772
fig|536231.75.peg.2271	23862.411	17921.491	12019	19579	15846	13706
fig|536231.75.peg.2272	16587.491	14232.003	9937	13899	10806	9434
fig|536231.75.peg.2273	6536.353	6009.588	3189	7481	7031	5119
fig|536231.75.peg.2274	202	185	171	109	87	158
fig|536231.75.peg.2275	461	363	182	241	176	346
fig|536231.75.peg.2276	492.002	288	141	184	173	180
fig|536231.75.peg.2277	7	10	33	16	14	24
fig|536231.75.peg.2278	586	457	342	801	425	385
fig|536231.75.peg.2279	680	835	148	326	400	430
fig|536231.75.peg.2280	41030.254	47280.583	20280	19469	29104.083	30411
fig|536231.75.peg.2281	2265.998	1883.12	740	3554	2351.003	1832
fig|536231.75.peg.2282	148.002	174	66	402	295.997	250
fig|536231.75.peg.2283	1046	1014	558	2805	1283	1174
fig|536231.75.peg.2284	10986.589	13177.982	4870	1930	5205	1679
fig|536231.75.peg.2285	20	25	8	0	8	0
fig|536231.75.peg.2286	4122.811	5332.056	506	1873.671	3604.958	1848.429
fig|536231.75.peg.2287	5824.737	8927.293	3745	3668.417	4273.012	3077.571
fig|536231.75.peg.2288	41227.541	32266.46	18453	22026.366	23924	20493.366
fig|536231.75.peg.2289	43857.387	41024.371	17832	22953.558	27301	23412
fig|536231.75.peg.2290	1775.786	1791	993	1332	1266	1020
fig|536231.75.peg.2291	2471.979	2218.107	837	2121.649	1993.001	1834.978
fig|536231.75.peg.2292	1822.1	1460.079	461	1837.561	1471.736	1091.822
fig|536231.75.peg.2293	9614.927	7570.813	3333	8768.789	7229.264	6687.2
fig|536231.75.peg.2294	882.259	821.792	322	944	690.089	568
fig|536231.75.peg.2295	1700.553	1622.75	458	1554.176	1428.948	796
fig|536231.75.peg.2296	12666.527	8941.891	6522	14619.68	11171.776	12665.616
fig|536231.75.peg.2297	9253.417	8557.486	5444.695	11418.82	8354.254	7028.331
fig|536231.75.peg.2298	57764.341	44313.166	28276.305	65537.332	48445.2	41170.103
fig|536231.75.peg.2299	33697.025	21355.484	15106	45861.907	30444.287	32269.113
fig|536231.75.peg.2300	6435.07	6326.006	2725	4646.616	5274.085	3052
fig|536231.75.peg.2301	8123.205	5841	3509	6525	6885	4698
fig|536231.75.peg.2302	15712.208	12177.022	6692	11587	12217.817	9273
fig|536231.75.peg.2303	19466.589	14762.022	8959	17079	17301	17707
fig|536231.75.peg.2304	6263	6395	3169	4737	5663	5865
fig|536231.75.peg.2305	10516.808	10261.023	7670.403	9300.405	9496.521	10944.066
fig|536231.75.peg.2306	3799.716	3677.079	2191.597	4167.595	3520.497	3728.13
fig|536231.75.peg.2307	11905.818	8907.628	5169.001	13383.227	11036.628	9967.236
fig|536231.75.peg.2308	9472.374	10763.2	4194.999	4588.776	6635.626	4165.937
fig|536231.75.peg.2309	17094.152	22996.244	3699	5401.028	8048.546	6919.624
fig|536231.75.peg.2310	25922.548	20492	10828	31627.109	27813.52	20001
fig|536231.75.peg.2311	29911.122	32011.015	17512	24839.315	26924.006	30690
fig|536231.75.peg.2312	13005.926	11670.008	6787	14593.663	12914	14636
fig|536231.75.peg.2313	20932.314	18919.62	11140	15318	17009.329	18540
fig|536231.75.peg.2314	18974.037	17088.253	7227	19616.985	19416.34	18320.671
fig|536231.75.peg.2315	621.17	612.711	322	683.23	748.444	472
fig|536231.75.peg.2316	108702.247	90337.733	69349.546	153899.026	116777.248	180701.863
fig|536231.75.peg.2317	8438.598	7140.283	4588.938	16650.377	12328.616	16933.885
fig|536231.75.peg.2318	21374.357	18467.176	9557	45791.562	34213.611	33699.002
fig|536231.75.peg.2319	47916.508	34824.276	22956	91892.233	63846.435	92872.439
fig|536231.75.peg.2320	4699.002	3931	1765	5815	4676	5106
fig|536231.75.peg.2321	11627.685	10352.595	5931.774	9948.845	8795.988	14053.004
fig|536231.75.peg.2322	15944.688	13280.12	8367.226	19903.227	15635.012	15295.976
fig|536231.75.peg.2323	20881.502	18666.608	8515	14415	13133.095	17825.581
fig|536231.75.peg.2324	16749.463	11762.577	7599	22056	16383.094	14118
fig|536231.75.peg.2325	24636.124	18799.783	11014	32129.143	22146.512	28903.027
fig|536231.75.peg.2326	1071.187	925.377	355	1650.741	1234.087	1074.973
fig|536231.75.peg.2327	1823.671	1672.827	556	2652.578	2132.885	1687
fig|536231.75.peg.2328	1449.415	1886.482	758	1549	1609.568	1854
fig|536231.75.peg.2329	7	5	0	0	13	3
fig|536231.75.peg.2330	114611.16	160904.118	43151	49243	74641.221	33418.718
fig|536231.75.peg.2331	13563.187	11040	4537	5527	6836	6145.024
fig|536231.75.peg.2332	240	199	98	35	79	70
fig|536231.75.peg.2333	1839	1399	726	533	1122	276
fig|536231.75.peg.2334	44	44	0	15	36	24
fig|536231.75.peg.2335	1741.002	2000	711	1364	1704	763
fig|536231.75.peg.2336	9809.049	7961.001	4515	7846.005	9425	4458
fig|536231.75.peg.2337	6859	9890.364	3294	1841	3307	2028
fig|536231.75.peg.2338	4729.023	3413	2309	2681	3088.039	1955
fig|536231.75.peg.2339	22531.779	18086.4	10679	14988	13172	10907
fig|536231.75.peg.2340	4637.049	4559.192	2157	9913	5698	8404
fig|536231.75.peg.2341	2455.096	2075.282	806	5951.829	3566	6005.201
fig|536231.75.peg.2342	0	2	0	0	0	0
fig|536231.75.peg.2343	1	6	0	5	1	3
fig|536231.75.peg.2344	0	4	7	1	0	0
fig|536231.75.peg.2345	0	3	0	0	0	0
fig|536231.75.peg.2346	41753.37	68913.615	19903	11781	22713	7058
fig|536231.75.peg.2347	42671.815	77062.103	20305	10328	22637.855	6626.667
fig|536231.75.peg.2348	6603.639	4298.88	2665	1578.28	1690.086	1534
fig|536231.75.peg.2349	9297.191	5989.1	3317	2151.72	2359.914	2526
fig|536231.75.peg.2350	64801.315	41370.238	19411.032	18282.222	17485.118	18062.253
fig|536231.75.peg.2351	695.597	520.61	205.968	163.983	206.882	192.781
fig|536231.75.peg.2352	51362.389	33280.138	17161	12637.963	13180.688	13574.633
fig|536231.75.peg.2353	8173.462	4950.086	2402	1792.037	1924.312	1859.367
fig|536231.75.peg.2354	72820.783	46722.839	22617	17597.014	17329.599	19768
fig|536231.75.peg.2355	18617.071	11197.16	8701.754	4224.583	4461.034	5644.576
fig|536231.75.peg.2356	13430.415	7883.102	5502.246	2686.016	2863.268	3722.63
fig|536231.75.peg.2357	30104.148	19686.381	12163	7389.906	7682.086	6393.794
fig|536231.75.peg.2358	26985.843	17128.875	7767.323	6755	7466.595	6006
fig|536231.75.peg.2359	27752.537	17416.276	9312.021	7873.888	8621.331	7494.425
fig|536231.75.peg.2360	33918.035	18460.295	17210.261	9578.467	9745.563	12320.085
fig|536231.75.peg.2361	146351.003	82975.004	63620.841	38421.887	40276.276	36933.49
fig|536231.75.peg.2362	66620.656	39158.524	24671	15974.847	16954.394	15818
fig|536231.75.peg.2363	119	148	106	43	66	22
fig|536231.75.peg.2364	15305.164	9820.326	4402	3481	4183	3255
fig|536231.75.peg.2365	813.864	620.674	62	80	193	117
fig|536231.75.peg.2366	26	24	0	0	5	2
fig|536231.75.peg.2367	10433.555	6956.278	2937	2061	2727.008	1904
fig|536231.75.peg.2368	869.578	688.722	230	151	210.992	178
fig|536231.75.peg.2369	26011.979	15144.453	7282	5257	6347	5862
fig|536231.75.peg.2370	0	0	3	0	0	0
fig|536231.75.peg.2371	2471.585	1672.343	328	338	417	301
fig|536231.75.peg.2372	554.428	396	96	86	94	62
fig|536231.75.peg.2373	12984.585	10292.458	4875	2295	2708	2058
fig|536231.75.peg.2374	129	119	62	99	111	80
fig|536231.75.peg.2375	48	46	20	39	30	25
fig|536231.75.peg.2376	58	68	40	29.275	66	29
fig|536231.75.peg.2377	4078.149	2992	1647	3485.783	3337	2843
fig|536231.75.peg.2378	1472.033	1849.004	947	708	799	624
fig|536231.75.peg.2379	983	814	469	814.456	954	626
fig|536231.75.peg.2380	52	48	36	71.544	59	39
fig|536231.75.peg.2381	154.685	163.442	51	108.277	150.597	102
fig|536231.75.peg.2382	1232.485	944.558	533	1032.775	1136.403	683
fig|536231.75.peg.2383	429.46	317	137	270.948	444	327
fig|536231.75.peg.2384	204	230	113	177	228	139
fig|536231.75.peg.2385	4	11	5	1	2	0
fig|536231.75.peg.2386	116.136	155	107	76	203	134
fig|536231.75.peg.2387	966.864	625.004	300	864.464	824.01	719
fig|536231.75.peg.2388	276	284	122	307.536	284	218
fig|536231.75.peg.2389	2	1	0	3	0	0
fig|536231.75.peg.2390	544	490	248	524	716	387
fig|536231.75.peg.2391	223	139	58	130	135.526	210
fig|536231.75.peg.2392	7399.016	5055.093	2458	7375.032	6861.474	5461
fig|536231.75.peg.2393	644	620	333	701	697	628
fig|536231.75.peg.2394	1154	797	401	1382	1386	1133
fig|536231.75.peg.2395	2081.53	1585	1016	2602	2396	1714
fig|536231.75.peg.2396	1370	1073	497	1698	1703	1192
fig|536231.75.peg.2397	25	15	9	12	41	28
fig|536231.75.peg.2398	693.001	591	216	1003	1033.182	731
fig|536231.75.peg.2399	31.255	35.974	16	26.211	9	21.283
fig|536231.75.peg.2400	308.175	345.395	134	280.464	328.664	209.717
fig|536231.75.peg.2401	323.699	498.63	136	343.325	477.336	371
fig|536231.75.peg.2402	16	30	30	46	67	61
fig|536231.75.peg.2403	46.12	76	70	66	106	68
fig|536231.75.peg.2404	329.88	232	135	270	366	265
fig|536231.75.peg.2405	1199	1499	271	313	475	752
fig|536231.75.peg.2406	16253.845	31613.864	22905	17826	37806	15000
fig|536231.75.peg.2407	162	137	25	244	220	103
fig|536231.75.peg.2408	498231.429	896384.057	384021	396042.436	1001941.46	256715.922
fig|536231.75.peg.2409	652	788	352	572	470	301
fig|536231.75.peg.2410	1439.215	1233.691	467	1833.904	1328.65	920.745
fig|536231.75.peg.2411	1544.36	1409.843	537	1638.797	1403.214	746.255
fig|536231.75.peg.2412	3299.361	3164.465	1477	3185.3	3054.136	1593
fig|536231.75.peg.2413	2462	2407	1658	1880	1675	957
fig|536231.75.peg.2414	2851.117	1928.916	1239.698	1669	1318.671	699
fig|536231.75.peg.2415	132.117	103.084	85.302	73	28.329	61
fig|536231.75.peg.2416	238713.178	202592.33	146881.173	62506.369	104143.995	33831
fig|536231.75.peg.2417	0	0	0	0	1	0
fig|536231.75.peg.2418	3.491	8	0	3	5	3
fig|536231.75.peg.2419	8.509	19	3	38	30	19
fig|536231.75.peg.2420	0	0	0	0	0	0
fig|536231.75.peg.2421	152	110	23	123	89	59
fig|536231.75.peg.2422	2	6	13	3	1	3
fig|536231.75.peg.2423	704	918	568	787	658	861
fig|536231.75.peg.2424	2172	2641	957	1869	1977	2250
fig|536231.75.peg.2425	2072	2653.039	1009	1172	1765	1533
fig|536231.75.peg.2426	83	67	17	17	43	39
fig|536231.75.peg.2427	165.857	242.627	63.84	242.965	125.34	386.001
fig|536231.75.peg.2428	237.78	400.698	113.323	142.59	119.407	158.951
fig|536231.75.peg.2429	1698.63	2121.675	623.837	671.445	900.253	1213.048
fig|536231.75.peg.2430	1	0	0	0	0	0
fig|536231.75.peg.2431	6	7	12	0	4	15
fig|536231.75.peg.2432	10	16	12	6	0	0
fig|536231.75.peg.2433	31	23	42	18	13	1
fig|536231.75.peg.2434	35	30	24	19	9	10
fig|536231.75.peg.2437	4	10	16	1	2	0
fig|536231.75.peg.2438	60.202	40.001	41	92.377	54	101
fig|536231.75.peg.2439	27.798	20.999	69	67.623	21	102
fig|536231.75.peg.2440	4	4	0	9	5	7
fig|536231.75.peg.2441	77	68	31	83	52	104
fig|536231.75.peg.2442	3420.338	2969	1843	3464	3118	3898
fig|536231.75.peg.2443	2327.516	1948	959	2019	2296	1855
fig|536231.75.peg.2444	1314	906	666	1238	1339	792
fig|536231.75.peg.2445	54987.367	60663.005	15825	27050	44035.653	23475.019
fig|536231.75.peg.2446	3138	1910	1290	4766	2681	3547
fig|536231.75.peg.2447	90079.245	70575.246	40183	145029.029	81374.765	102584.411
fig|536231.75.peg.2448	194	272	100	131	113	130
fig|536231.75.peg.2449	2330.016	1723	759	2288	1932	1172
fig|536231.75.peg.2450	1843	1475	557	1996	1947	1008
fig|536231.75.peg.2451	36137.748	31311	18519	93978.764	65711.546	71781
fig|536231.75.peg.2452	1880	1469	1033	1777	1442.342	1583
fig|536231.75.peg.2453	724	570	351	501	473	691
fig|536231.75.peg.2454	344.028	320	174	394	305	1009
fig|536231.75.peg.2455	5537.023	4461.446	2635	7872	4146	11056
fig|536231.75.peg.2456	1255	3646.02	1177	628	810.773	2445
fig|536231.75.peg.2457	48271.826	45695.885	23454	53205.261	66866.823	11469
fig|536231.75.peg.2458	168	339	269	144	377	85
fig|536231.75.peg.2459	4076.565	5913.628	676	2433.181	4164.805	591
fig|536231.75.peg.2460	13659.449	16911.152	4539	17184.817	26552.138	3301
fig|536231.75.peg.2461	512	304	147	915	651	514
fig|536231.75.peg.2462	105	80	57	96	65	85
fig|536231.75.peg.2463	53	39	50	53.006	54	80
fig|536231.75.peg.2464	1	3	0	1	0	0
fig|536231.75.peg.2465	141.221	193.07	99.923	141.363	131.096	140.638
fig|536231.75.peg.2466	552	403	278	596	345	509
fig|536231.75.peg.2467	168.001	172	72	246	169	174
fig|536231.75.peg.2468	154	189	46	186	188	105
fig|536231.75.peg.2469	120.781	163	45	50	122	46
fig|536231.75.peg.2470	134.219	113	17	123	229	67
fig|536231.75.peg.2471	2	2	0	0	2	0
fig|536231.75.peg.2472	2517	2464	1198	1829	3044	932
fig|536231.75.peg.2473	61	108	69	12	108	0
fig|536231.75.peg.2474	22	49	16	2	30	6
fig|536231.75.peg.2475	873	735	347	868	657	572
fig|536231.75.peg.2476	713	523	194	769	569	538
fig|536231.75.peg.2477	29	26	8	33	25	35
fig|536231.75.peg.2478	232	147	72	233	173	232
fig|536231.75.peg.2479	128	128	48	158	122	179
fig|536231.75.peg.2480	0	0	0	0	0	0
fig|536231.75.peg.2481	394	304	200	523	424	450
fig|536231.75.peg.2482	262	197	128	474	232	316
fig|536231.75.peg.2483	284	152	104	289	146	366
fig|536231.75.peg.2484	2754	2328	888	5849	5387.136	2787
fig|536231.75.peg.2485	3422.008	2468	1343	9254	6989	4944
fig|536231.75.peg.2486	2317	1354	740	5653.488	4290	2191
fig|536231.75.peg.2487	1222	889	414	2035.012	1813	913
fig|536231.75.peg.2488	157.768	130	52	263.988	241	136
fig|536231.75.peg.2489	9	10	1	6	21	6
fig|536231.75.peg.2490	911.232	606	215	1004	1162	348
fig|536231.75.peg.2491	21148.701	16071.974	8238	42476.915	37025.447	15269
fig|536231.75.peg.2492	2438.001	1685.104	1283	2155.061	1351.599	2157.004
fig|536231.75.peg.2493	484.802	337.089	242	470.297	279.401	377.996
fig|536231.75.peg.2494	277.197	304.808	286	470.642	371	508
fig|536231.75.peg.2495	2588	1701	1673	1962	1376	3903
fig|536231.75.peg.2496	670.179	889.293	0	383.205	153.057	221.194
fig|536231.75.peg.2497	884	695	338	509	339	382
fig|536231.75.peg.2498	869.385	664	352	285	311	296
fig|536231.75.peg.2499	73	89	7	19	30	5
fig|536231.75.peg.2500	268.899	363.772	537	288.299	255.594	218
fig|536231.75.peg.2501	196.101	152.731	122	146.701	101.406	104
fig|536231.75.peg.2502	3862.001	2643.497	1365	3242	2611	2304
fig|536231.75.peg.2503	696	866	541	285	301	336
fig|536231.75.peg.2504	4422.77	3734	1599	1786	1230	2149
fig|536231.75.peg.2505	28	14	7	9	10	11
fig|536231.75.peg.2506	676	679	412	355	450	390
fig|536231.75.peg.2507	310.925	399.021	155	277	383.878	385.762
fig|536231.75.peg.2508	779.075	598.979	212	604	555.122	289.238
fig|536231.75.peg.2509	1526	1303	559	1225	1161	643
fig|536231.75.peg.2510	4616	3100	1971	3097	3432	2103
fig|536231.75.peg.2511	468	386	264	530	575	305
fig|536231.75.peg.2512	2143	1551	927	1763.023	1992.001	1165
fig|536231.75.peg.2513	1123	726	411	968	1052	651
fig|536231.75.peg.2514	1709	1135	491	1593	1343	1035
fig|536231.75.peg.2515	4999.006	3314	1894	2607	3351	1921
fig|536231.75.peg.2516	15526.958	25673.943	3899	5192	10065	4835
fig|536231.75.peg.2517	8343.424	9074	3742	3150	4427	4722
fig|536231.75.peg.2518	4940.035	4931.946	2565	29754.624	14552.44	15495
fig|536231.75.peg.2519	57	68	59	154	105	153
fig|536231.75.peg.2520	74.995	69	31	48	59.997	45
fig|536231.75.peg.2521	165.005	102	52	102	95.003	84
fig|536231.75.peg.2522	292.144	221	47	336	293	220
fig|536231.75.peg.2523	307	321	77	262	309	182
fig|536231.75.peg.2524	2185	1267	635	1623	1543	1120
fig|536231.75.peg.2525	45	40	18	24.954	25	30
fig|536231.75.peg.2526	519	447	288	600.046	328	307
fig|536231.75.peg.2527	1454	1088	662	1583	1102	1619
fig|536231.75.peg.2528	515	507	178	699	474	587
fig|536231.75.peg.2529	479	407	183	483	349	377
fig|536231.75.peg.2530	5278.695	4516.836	1846	3312.182	2963.285	2970.502
fig|536231.75.peg.2531	2972.19	2033.152	1938	3039.393	2191.531	3247.121
fig|536231.75.peg.2532	1341.228	1131.455	915	1175.425	833.184	1012.377
fig|536231.75.peg.2533	203	171	123	145.03	122	148
fig|536231.75.peg.2534	1621	1430	698	1464	903	853
fig|536231.75.peg.2535	58	56	36	51	29	49
fig|536231.75.peg.2536	1033	789.95	354	767	434	613
fig|536231.75.peg.2537	74	67.05	44	54	39	62
fig|536231.75.peg.2538	2604.161	1897	1201	2590.013	1370	2423
fig|536231.75.peg.2539	627	536	324	1439	531	1278
fig|536231.75.peg.2540	61	70	21	165	78	80
fig|536231.75.peg.2541	14	36	30	5	13	12
fig|536231.75.peg.2542	6167	4224	2615	3381	3099	2368.343
fig|536231.75.peg.2543	1575	1255	599	1147	1374	648
fig|536231.75.peg.2544	1366	783	380	852	1061	252
fig|536231.75.peg.2545	12	22	9	26	10	18
fig|536231.75.peg.2546	42	64	15	80	42	50
fig|536231.75.peg.2547	127	115	79	84	92	94
fig|536231.75.peg.2548	225	256	60	33	82	68
fig|536231.75.peg.2551	54	49	17	27	23	15
fig|536231.75.peg.2552	106	113	79	47	66	105
fig|536231.75.peg.2553	15	23	0	19	8	17
fig|536231.75.peg.2554	12	10	0	21	3	13.003
fig|536231.75.peg.2555	0	0	0	1	1	0
fig|536231.75.peg.2556	13	10.288	0	10	7	11
fig|536231.75.peg.2557	22	40.712	11	18	17	16
fig|536231.75.peg.2558	0	0	0	0	0	0
fig|536231.75.peg.2559	1	0	0	2	0	0
fig|536231.75.peg.2560	8	6	3	15	15	29
fig|536231.75.peg.2561	3	2	9	13	0	9
fig|536231.75.peg.2562	26	29	30	28	24	44
fig|536231.75.peg.2563	9	13	16	8	6	18
fig|536231.75.peg.2564	50	27	47	37	16	44
fig|536231.75.peg.2565	1	3	9	11	6	3
fig|536231.75.peg.2566	7	10	2	0	4	7
fig|536231.75.peg.2567	51	62	33	60	40	62
fig|536231.75.peg.2568	51	60	16	68	26	25
fig|536231.75.peg.2569	18	30	35	24	16	12
fig|536231.75.peg.2570	3	1	0	0	0	0
fig|536231.75.peg.2571	9	4	12	11	7	3
fig|536231.75.peg.2572	94	86	80	122	61	64
fig|536231.75.peg.2573	182	114	64	173	74	100
fig|536231.75.peg.2574	18	16	13	6	3	4
fig|536231.75.peg.2575	123	287	87	78	150	98
fig|536231.75.peg.2576	211.724	298.984	90	37.962	61.384	5
fig|536231.75.peg.2577	30692.332	34110.182	18006	3216.038	7760.769	999
fig|536231.75.peg.2578	31.988	45	15	80.738	46.054	57
fig|536231.75.peg.2579	21.012	18	7	21.262	34.946	16
fig|536231.75.peg.2580	0	2	0	1	0	3
fig|536231.75.peg.2581	14275.012	8997	6505	36003.625	19743.918	16340.997
fig|536231.75.peg.2582	1790.674	1836	1201	1162	1585.382	1188
fig|536231.75.peg.2583	6	1	0	3	1	4
fig|536231.75.peg.2584	13	29	11	2	6	10
fig|536231.75.peg.2585	0	0	0	0	0	0
fig|536231.75.peg.2586	1	5	4	0	2	0
fig|536231.75.peg.2587	0	1	0	0	0	0
fig|536231.75.peg.2588	17	16.528	6	5	5	2
fig|536231.75.peg.2589	818.817	1283.918	521.428	316.535	569.58	723.68
fig|536231.75.peg.2590	15.009	6	10	15	3.279	10
fig|536231.75.peg.2591	243	532.999	360	1244	2715.951	2240.864
fig|536231.75.peg.2592	4870.353	9674.008	3813	161628.49	125002.466	134073.614
fig|536231.75.peg.2593	5	18	22	180	87	93
fig|536231.75.peg.2594	3179	3582.268	1702	112161.005	76912.292	58592.614
fig|536231.75.peg.2595	5601	6561	3467	141908.085	106170.27	114594.941
fig|536231.75.peg.2596	4702.78	6264.749	2675	145636.384	123118.738	116623.273
fig|536231.75.peg.2597	1618.642	1982.916	580	58874.327	43911.806	27267.092
fig|536231.75.peg.2598	48	112	185	1661	1577	2025
fig|536231.75.peg.2599	11533.739	22460.424	8302	87950.883	124462.393	68135
fig|536231.75.peg.2600	2543	4370	990	4641	4866	3664
fig|536231.75.peg.2601	633	975	350	1928	1644	998
fig|536231.75.peg.2602	27.832	37.712	19.606	7.252	41.761	45.56
fig|536231.75.peg.2603	3	14	6	8	7	0
fig|536231.75.peg.2604	57.031	87.065	48.073	66.995	37.291	62.105
fig|536231.75.peg.2605	71.727	46.67	21.49	21.403	39.318	32.349
fig|536231.75.peg.2606	2472.991	2661	1534	542	1183	388
fig|536231.75.peg.2607	539	498	97	123	120	79
fig|536231.75.peg.2608	35	47	11	68	45	22
fig|536231.75.peg.2609	48	44	9	43	46	11
fig|536231.75.peg.2610	122	81	64	167	140	69
fig|536231.75.peg.2611	70	64	34	63	77.002	56
fig|536231.75.peg.2612	16	6	0	1	9	9
fig|536231.75.peg.2613	65	85.92	25	250.259	198.303	149.309
fig|536231.75.peg.2614	93	92.08	70	673.741	532.697	318.691
fig|536231.75.peg.2615	460	530.207	304	635	615	300
fig|536231.75.peg.2616	1831	1351.056	951	2419	2297	1392
fig|536231.75.peg.2617	12229.928	12203.204	6601	3543	6145.913	3536.737
fig|536231.75.peg.2618	141	120	99	202	149.087	46
fig|536231.75.peg.2619	242.256	204	160	551	485.133	239.009
fig|536231.75.peg.2620	131.744	170	87	181	190.867	103.991
fig|536231.75.peg.2621	0	0	0	0	0	0
fig|536231.75.peg.2622	371.849	529	271.572	251	421	176.386
fig|536231.75.peg.2623	113.151	130	58	22	75	41.614
fig|536231.75.peg.2624	146.87	307.923	101.428	77	192	179
fig|536231.75.peg.2625	635.13	725.077	305	838	988.704	1057
fig|536231.75.peg.2626	0	1	2	0	0	0
fig|536231.75.peg.2627	1167.539	1256.801	512.667	132.831	418.333	545.757
fig|536231.75.peg.2628	1	4	1	7	5	7
fig|536231.75.peg.2629	0	0	1	0	0	0
fig|536231.75.peg.2630	0	1	5	0	0	0
fig|536231.75.peg.2631	0	0	0	0	0	0
fig|536231.75.peg.2632	158	166	91	93	87	68
fig|536231.75.peg.2633	12	38	45	20	18	6
fig|536231.75.peg.2634	0	5	2	0	2	1
fig|536231.75.peg.2635	0	0	0	0	6	0
fig|536231.75.peg.2636	7	15	7	0	4	4
fig|536231.75.peg.2637	5	10	0	1	11	4
fig|536231.75.peg.2638	11	30	8	7	1	3
fig|536231.75.peg.2641	3	7	0	0	0	3
fig|536231.75.peg.2642	2640.038	2471.594	1172.81	11514.257	4927.101	3878.801
fig|536231.75.peg.2643	5031.961	4026.877	2413.19	23211.743	8862.911	6486.199
fig|536231.75.peg.2644	3	0	0	0	0	0
fig|536231.75.peg.2645	0	9	0	0	0	0
fig|536231.75.peg.2646	4	12	8	0	1	0
fig|536231.75.peg.2647	2	4	0	0	0	0
fig|536231.75.peg.2648	35325.261	37365.699	23206	16730.005	26420.979	14608
fig|536231.75.peg.2649	18	20	0	6	13	21
fig|536231.75.peg.2650	9	8	9	0	4	0
fig|536231.75.peg.2651	1	0	3	0	0	0
fig|536231.75.peg.2652	0	1	0	0	0	6
