patricID	ri_t12_A	ri_t12_B	ri_t12_C	ri_t48_A	ri_t48_B	ri_t48_C
fig|536231.75.peg.2101	27479.19	14989	16014	17530	18083	28792
fig|536231.75.peg.2102	30239	14493.11	12758	28901	23064	34066
fig|536231.75.peg.2103	1067	888	911	1184	1027	1713
fig|536231.75.peg.2104	16	46	4	0	0	0
fig|536231.75.peg.2105	12741.08	11275.155	6170.176	6926.221	6433.549	9253.982
fig|536231.75.peg.2106	1643.981	1487.576	749.081	1210.649	985.551	1279.003
fig|536231.75.peg.2107	2605.791	2705.707	1445.949	1370.586	1105.041	1702.374
fig|536231.75.peg.2108	3336.095	3733.726	3287.016	720.796	900.72	1300.125
fig|536231.75.peg.2109	16394.23	24145.39	16311.158	2069.859	1602.671	2712.619
fig|536231.75.peg.2110	73680.667	48394.072	37691.508	116886	98772	136756.937
fig|536231.75.peg.2111	1	1	2	0	0	0
fig|536231.75.peg.2112	27297.088	15080.526	15269	13779	13180	18929
fig|536231.75.peg.2113	112	171	246	3	27	57
fig|536231.75.peg.2114	0	0	1	0	0	0
fig|536231.75.peg.2115	3	0	0	12	0	12
fig|536231.75.peg.2116	4	5	1	143	95	84
fig|536231.75.peg.2117	1961	1088	1189	2309	3164	5103
fig|536231.75.peg.2118	9	41	22	0	15	18
fig|536231.75.peg.2119	0	0	0	5	0	0
fig|536231.75.peg.2120	2075	5150.396	1870	181	216	504
fig|536231.75.peg.2121	158	97	75	8	38	83
fig|536231.75.peg.2122	75.146	52	76	44	60	105.999
fig|536231.75.peg.2123	482.854	277.816	296	138.506	389.696	494.001
fig|536231.75.peg.2124	88	75.184	60	49.494	60.819	31
fig|536231.75.peg.2125	87	68	57	72	70.486	63
fig|536231.75.peg.2126	102	42	77	22	43	69
fig|536231.75.peg.2127	178	94	89	119	88	172
fig|536231.75.peg.2128	122	94	87	110	34	164
fig|536231.75.peg.2129	834	491	839	258	212	408
fig|536231.75.peg.2130	546	475	572	277	255	537
fig|536231.75.peg.2131	14	0	13	16	0	12
fig|536231.75.peg.2132	19	22	16	61	58	62
fig|536231.75.peg.2133	2454	4519	4076	378	293	529
fig|536231.75.peg.2134	0	0	0	6	0	0
fig|536231.75.peg.2135	55	43	27	159	189	127
fig|536231.75.peg.2137	128	132	147	21	37	96
fig|536231.75.peg.2138	0	2	5	0	0	0
fig|536231.75.peg.2139	917	421	727.006	481	479	645.832
fig|536231.75.peg.2140	553	337	383.994	429	428	586.168
fig|536231.75.peg.2141	109	42	37	70	53	66
fig|536231.75.peg.2142	912	1097	1767	184	113	341
fig|536231.75.peg.2143	168	307	356	24	0	34
fig|536231.75.peg.2144	813	493	516	901	747	1198
fig|536231.75.peg.2145	0	0	0	11	0	16
fig|536231.75.peg.2146	22	19	26	168	236	181
fig|536231.75.peg.2147	3	2	9	6	15	28
fig|536231.75.peg.2148	35	34	35	0	36	45
fig|536231.75.peg.2149	0	0	0	0	0	0
fig|536231.75.peg.2150	0	0	0	7	0	0
fig|536231.75.peg.2151	45	33	54	106	160	151
fig|536231.75.peg.2152	6	6	9	20	31	47
fig|536231.75.peg.2153	0	0	0	0	0	10
fig|536231.75.peg.2154	20	22	27	36	96	132
fig|536231.75.peg.2155	26	23	15	56	141	75
fig|536231.75.peg.2156	1	5	2	8	0	26
fig|536231.75.peg.2157	46	51	25	70	76	59
fig|536231.75.peg.2158	8111.197	5208	3837	10151	10129	15913
fig|536231.75.peg.2159	0	0	0	0	11	14.377
fig|536231.75.peg.2160	5	3	5	78	126	113.623
fig|536231.75.peg.2161	1	0	2	19	19	19
fig|536231.75.peg.2162	0	0	0	0	0	6
fig|536231.75.peg.2163	13	7	4	305	189.654	381
fig|536231.75.peg.2164	1	1	2	0	21	12
fig|536231.75.peg.2165	0	0	0	0	0	0
fig|536231.75.peg.2166	13.438	37.874	13.739	93.826	139.791	102.175
fig|536231.75.peg.2167	1.074	7	2	49.713	38	44.732
fig|536231.75.peg.2168	968	777	660	2982	2164	3543
fig|536231.75.peg.2169	932	809	330	1095	726	1082
fig|536231.75.peg.2170	0	0	0	0	0	0
fig|536231.75.peg.2171	43.243	36.224	57.189	210	164	209.02
fig|536231.75.peg.2172	2	3	0	49	28	37.389
fig|536231.75.peg.2173	0	0	0	0	0	3.416
fig|536231.75.peg.2174	5611	15538.274	5487	251	245	784.584
fig|536231.75.peg.2175	0	5	15	22	0	5
fig|536231.75.peg.2176	27	49	26	41	58.485	81
fig|536231.75.peg.2177	21	27	28	29	41.515	29
fig|536231.75.peg.2178	21	6	2	7	0	6
fig|536231.75.peg.2179	5	5	6	14	31	15
fig|536231.75.peg.2180	0	0	0	0	0	0
fig|536231.75.peg.2181	0	2	4	0	35	20
fig|536231.75.peg.2182	0	1	0	11	9	0
fig|536231.75.peg.2183	0	0	0	0	0	0
fig|536231.75.peg.2184	221	93	250	299	329	472
fig|536231.75.peg.2185	167	358	197	156	105	161
fig|536231.75.peg.2186	1939	2301.086	1206.025	1551	1818	2252
fig|536231.75.peg.2187	7868	8964	5361	11181	10398	14967
fig|536231.75.peg.2188	2099.023	2601	1711	3038	2566	3876
fig|536231.75.peg.2189	1848	2392	1732	1437	978	1493
fig|536231.75.peg.2190	3756	4223	2797	1401	1267	2227.126
fig|536231.75.peg.2191	1661	1434	799	1561	1878	2721
fig|536231.75.peg.2192	213769.721	136834.541	139117.424	324610	270838	424272.783
fig|536231.75.peg.2193	4358	3703	3486	3170	3689	4979
fig|536231.75.peg.2194	7048.804	6476.734	5611	3729.022	4708.272	8064.731
fig|536231.75.peg.2195	415.196	321.266	227	508.978	291.728	510.269
fig|536231.75.peg.2196	1453	1131	893	1592	1756	3118
fig|536231.75.peg.2197	3437	2327	2137	3923	3301	4707
fig|536231.75.peg.2198	1885	1420.104	1216	1100	1187	1978
fig|536231.75.peg.2199	48	37	26	0	14	14
fig|536231.75.peg.2200	8252.268	6266.01	3441.758	2099.691	2530.394	4227.594
fig|536231.75.peg.2201	17284.091	12811.686	10646.301	8559.309	8071.606	12837.406
fig|536231.75.peg.2202	21886.148	17125	13261	16907	15100	21675
fig|536231.75.peg.2203	1101	841	815	818	940	1640
fig|536231.75.peg.2204	5753	4435	5284	3789	3491	6056
fig|536231.75.peg.2205	0	0	0	0	0	0
fig|536231.75.peg.2206	10120	8562	4698.052	4360	4775	7637
fig|536231.75.peg.2207	58206.746	39989.052	80039	26455	23948	33736
fig|536231.75.peg.2208	34458.948	20384.078	44842	13335	11028	17534
fig|536231.75.peg.2209	35565	19099	48386.116	11439	13210	19854
fig|536231.75.peg.2210	22876.279	12959.834	30891	5892	6613	11049
fig|536231.75.peg.2211	50371	25713.851	62227.955	20507	23383	37930.459
fig|536231.75.peg.2212	74241.454	37962.32	71754.686	41204	39776	61509.541
fig|536231.75.peg.2213	1393	1666	1186	548	721	906
fig|536231.75.peg.2214	7787	7921.082	11504.004	3014	2777	4396
fig|536231.75.peg.2215	22408.87	20122.03	19408	21315	20350	30332
fig|536231.75.peg.2216	89177.885	75095.499	46943	60918	59298	88716
fig|536231.75.peg.2217	8724.333	9571	4464	2939	3352	7337
fig|536231.75.peg.2218	2598	2384	2026	2587	2117	3681
fig|536231.75.peg.2219	3854	4156	3136	3621	2832	6005
fig|536231.75.peg.2220	2817	2573	1858	1319	901	1888
fig|536231.75.peg.2221	2886	2213.006	4036	1650	1880	2745
fig|536231.75.peg.2222	49943.9	50869.024	44479	35704	39258	59912
fig|536231.75.peg.2223	57190.872	46542.237	65113.813	41862.395	44110.151	68515.808
fig|536231.75.peg.2224	4895.603	4858.214	5138.98	2193.457	2107.21	3130.865
fig|536231.75.peg.2225	26549.918	32153.514	30926.145	12897.148	13435.639	23449.526
fig|536231.75.peg.2226	66703.678	79214.008	64650	32943	34668	51805
fig|536231.75.peg.2227	222	393	244	364	248	425
fig|536231.75.peg.2228	617	749	533	324	450	522
fig|536231.75.peg.2229	921	1039	808	1213	1489	1879
fig|536231.75.peg.2230	11	21	13	27	73	19
fig|536231.75.peg.2231	3	5	0	21	28	6
fig|536231.75.peg.2232	7239	7662	8528	6685	6711	10631
fig|536231.75.peg.2233	85.009	171	37	207	206	202
fig|536231.75.peg.2234	3306	3141	2082	3391	4298	6347
fig|536231.75.peg.2235	533	670	342	727	694	1063
fig|536231.75.peg.2236	29296.413	34802.328	19140	24690	24872	41662
fig|536231.75.peg.2237	58585.976	159657.499	62896	11715	15931	39538
fig|536231.75.peg.2238	29273	51513.573	38357	11608	10193	19843
fig|536231.75.peg.2239	2531	3305	3298	3092	2894	4745
fig|536231.75.peg.2240	1543	1832	1775	2708	2526	4162
fig|536231.75.peg.2241	6056	7333	5960	6581.309	5974	10447.211
fig|536231.75.peg.2242	1815	1881	1282	2992.691	2383	3919.789
fig|536231.75.peg.2243	16095.177	16141	11703	30657	30632	44651
fig|536231.75.peg.2244	557	508.291	412	486	499.134	1050.012
fig|536231.75.peg.2245	302	396.709	369	191	247.866	466.988
fig|536231.75.peg.2246	8570.644	8859.994	7083	6225.164	7330.634	9729.128
fig|536231.75.peg.2247	1313.38	1386.006	1411	454.836	571.366	1381.872
fig|536231.75.peg.2248	37106.914	37507.9	16323	18735	14956	21357.322
fig|536231.75.peg.2249	11799.746	6831	9608	10942	10112	14375
fig|536231.75.peg.2250	1384	831	876	4468	3377	5889
fig|536231.75.peg.2251	1899	1890	1071	4324.069	3647	5597.646
fig|536231.75.peg.2252	12083.303	29276.325	17567.383	2364.068	2252.301	4211.859
fig|536231.75.peg.2253	3139.263	5849.819	4620.337	1870.272	1488.95	2385.595
fig|536231.75.peg.2254	19953.706	21251.537	15391.28	15832.591	16732.749	23591.063
fig|536231.75.peg.2255	113106.63	90062.314	116757.454	83955.903	83254.188	125582.089
fig|536231.75.peg.2256	31364.032	39726.387	44282.904	10158.097	10381.808	14687.477
fig|536231.75.peg.2257	1091	891.227	826	1753	1792	3723
fig|536231.75.peg.2258	3352	2335	1874	1582	1323	2286
fig|536231.75.peg.2259	11097	8079	7002.203	11418	10771	17153
fig|536231.75.peg.2260	6646	5093	3813	4675	4244	5743
fig|536231.75.peg.2261	5381.125	4811	3528	1816	1795	3009
fig|536231.75.peg.2262	2914	2617	1751	1795	1545	2207
fig|536231.75.peg.2263	11584.564	6518	5664.037	5471	6146	10565
fig|536231.75.peg.2264	24425	17861.798	17113.303	20667	19481	28851
fig|536231.75.peg.2265	5504	3532	4447.034	3620	3389	5391
fig|536231.75.peg.2266	3676	2328	3756	2800	2641	4206
fig|536231.75.peg.2267	5170	3094	3964	4758	4797	7130
fig|536231.75.peg.2268	3974	2354	3943	5595	4966	6319
fig|536231.75.peg.2269	1489	1060	1297	1073	1306	2597
fig|536231.75.peg.2270	13643.868	11908.001	19772	7664	8181	12604
fig|536231.75.peg.2271	19579	15846	13706	23053	22759	33240
fig|536231.75.peg.2272	13899	10806	9434	9374	9871	17176
fig|536231.75.peg.2273	7481	7031	5119	2312	3077	3696
fig|536231.75.peg.2274	109	87	158	524	412	527
fig|536231.75.peg.2275	241	176	346	192	91	301
fig|536231.75.peg.2276	184	173	180	199	221	345
fig|536231.75.peg.2277	16	14	24	5	0	2
fig|536231.75.peg.2278	801	425	385	2396	2330	3958
fig|536231.75.peg.2279	326	400	430	74	26	175
fig|536231.75.peg.2280	19469	29104.083	30411	5107	4944	6482
fig|536231.75.peg.2281	3554	2351.003	1832	3648.631	3030.295	4976.741
fig|536231.75.peg.2282	402	295.997	250	459.369	554.705	685.259
fig|536231.75.peg.2283	2805	1283	1174	1225	1316	2744
fig|536231.75.peg.2284	1930	5205	1679	72	23	113
fig|536231.75.peg.2285	0	8	0	0	0	0
fig|536231.75.peg.2286	1873.671	3604.958	1848.429	93.266	210	205.074
fig|536231.75.peg.2287	3668.417	4273.012	3077.571	1796.734	1388	1965.926
fig|536231.75.peg.2288	22026.366	23924	20493.366	18943	24574	38116
fig|536231.75.peg.2289	22953.558	27301	23412	13998	15771	25987
fig|536231.75.peg.2290	1332	1266	1020	967	1281	1947
fig|536231.75.peg.2291	2121.649	1993.001	1834.978	2318.968	2107.008	3187.973
fig|536231.75.peg.2292	1837.561	1471.736	1091.822	2175.694	2291.684	2751.685
fig|536231.75.peg.2293	8768.789	7229.264	6687.2	9461.338	11102.308	12695.343
fig|536231.75.peg.2294	944	690.089	568	428.838	368.716	728.487
fig|536231.75.peg.2295	1554.176	1428.948	796	828.18	963.641	1587.744
fig|536231.75.peg.2296	14619.68	11171.776	12665.616	27989.247	24625.395	35269.269
fig|536231.75.peg.2297	11418.82	8354.254	7028.331	9958.535	8519.003	12233.576
fig|536231.75.peg.2298	65537.332	48445.2	41170.103	51225.199	53298.246	81037.924
fig|536231.75.peg.2299	45861.907	30444.287	32269.113	38638	37965	57341
fig|536231.75.peg.2300	4646.616	5274.085	3052	2175	2144	2868
fig|536231.75.peg.2301	6525	6885	4698	4946	4793	7477
fig|536231.75.peg.2302	11587	12217.817	9273	8366	7493	11509
fig|536231.75.peg.2303	17079	17301	17707	14022	12661	18917
fig|536231.75.peg.2304	4737	5663	5865	1588	1880	2455
fig|536231.75.peg.2305	9300.405	9496.521	10944.066	3772.309	4335.496	7235.333
fig|536231.75.peg.2306	4167.595	3520.497	3728.13	2339.691	2303.504	3179.667
fig|536231.75.peg.2307	13383.227	11036.628	9967.236	13455.27	11892.513	18867.955
fig|536231.75.peg.2308	4588.776	6635.626	4165.937	7041.676	4546.352	6058.857
fig|536231.75.peg.2309	5401.028	8048.546	6919.624	1472.053	1783.135	2798.188
fig|536231.75.peg.2310	31627.109	27813.52	20001	11661	15469	25352
fig|536231.75.peg.2311	24839.315	26924.006	30690	14263	11739	20438
fig|536231.75.peg.2312	14593.663	12914	14636	3017	4160	6170
fig|536231.75.peg.2313	15318	17009.329	18540	7923	8164	13263
fig|536231.75.peg.2314	19616.985	19416.34	18320.671	12299.791	11678	17511.011
fig|536231.75.peg.2315	683.23	748.444	472	248.355	253	501.568
fig|536231.75.peg.2316	153899.026	116777.248	180701.863	127440.502	135831.991	209701.495
fig|536231.75.peg.2317	16650.377	12328.616	16933.885	11685.202	16261.009	26669.988
fig|536231.75.peg.2318	45791.562	34213.611	33699.002	25494.15	39199	64147.937
fig|536231.75.peg.2319	91892.233	63846.435	92872.439	121323	130177	182797
fig|536231.75.peg.2320	5815	4676	5106	3676	3818	6067
fig|536231.75.peg.2321	9948.845	8795.988	14053.004	6046.25	6292.134	7855.916
fig|536231.75.peg.2322	19903.227	15635.012	15295.976	24558.75	20688.866	29115.084
fig|536231.75.peg.2323	14415	13133.095	17825.581	8729	8353	11522
fig|536231.75.peg.2324	22056	16383.094	14118	19752	18399	30064
fig|536231.75.peg.2325	32129.143	22146.512	28903.027	23781.398	25700	37409
fig|536231.75.peg.2326	1650.741	1234.087	1074.973	521.602	669	1035
fig|536231.75.peg.2327	2652.578	2132.885	1687	431.739	606	902
fig|536231.75.peg.2328	1549	1609.568	1854	258.261	326	728
fig|536231.75.peg.2329	0	13	3	0	0	0
fig|536231.75.peg.2330	49243	74641.221	33418.718	2264	1888	3765
fig|536231.75.peg.2331	5527	6836	6145.024	5814	5560	8738
fig|536231.75.peg.2332	35	79	70	726	484	801
fig|536231.75.peg.2333	533	1122	276	1910	1621	2110
fig|536231.75.peg.2334	15	36	24	38	8	23
fig|536231.75.peg.2335	1364	1704	763	615	717	1496
fig|536231.75.peg.2336	7846.005	9425	4458	6512	6058	9560
fig|536231.75.peg.2337	1841	3307	2028	338	296	663
fig|536231.75.peg.2338	2681	3088.039	1955	3233	3135	4999
fig|536231.75.peg.2339	14988	13172	10907	7636	7599	11960
fig|536231.75.peg.2340	9913	5698	8404	3312	3089	5613
fig|536231.75.peg.2341	5951.829	3566	6005.201	2283	2218	3712
fig|536231.75.peg.2342	0	0	0	0	0	0
fig|536231.75.peg.2343	5	1	3	16	5	0
fig|536231.75.peg.2344	1	0	0	15	0	9
fig|536231.75.peg.2345	0	0	0	0	0	2
fig|536231.75.peg.2346	11781	22713	7058	1348	906	1452
fig|536231.75.peg.2347	10328	22637.855	6626.667	1198	793	1549
fig|536231.75.peg.2348	1578.28	1690.086	1534	17413.921	14508.005	28313.323
fig|536231.75.peg.2349	2151.72	2359.914	2526	21994.336	18586.616	35106.052
fig|536231.75.peg.2350	18282.222	17485.118	18062.253	175587.214	156573.479	282784.9
fig|536231.75.peg.2351	163.983	206.882	192.781	518.42	559.308	1375.829
fig|536231.75.peg.2352	12637.963	13180.688	13574.633	100811.877	97400.236	187255.356
fig|536231.75.peg.2353	1792.037	1924.312	1859.367	17848.31	14184.086	25345.637
fig|536231.75.peg.2354	17597.014	17329.599	19768	138529.922	123211.271	205223.793
fig|536231.75.peg.2355	4224.583	4461.034	5644.576	79753.632	68718.936	122305.312
fig|536231.75.peg.2356	2686.016	2863.268	3722.63	47074.744	43725.812	79599.69
fig|536231.75.peg.2357	7389.906	7682.086	6393.794	33526.861	36640.252	77626.787
fig|536231.75.peg.2358	6755	7466.595	6006	44522.48	47027.185	84472.272
fig|536231.75.peg.2359	7873.888	8621.331	7494.425	93517.892	79908.475	150730.319
fig|536231.75.peg.2360	9578.467	9745.563	12320.085	233505.625	206110.337	336447.165
fig|536231.75.peg.2361	38421.887	40276.276	36933.49	1282252.613	942881.004	1611777.393
fig|536231.75.peg.2362	15974.847	16954.394	15818	284719	267741.761	472116.304
fig|536231.75.peg.2363	43	66	22	142	133	220
fig|536231.75.peg.2364	3481	4183	3255	20653.242	21226.061	37072.652
fig|536231.75.peg.2365	80	193	117	377.758	311.939	1002.348
fig|536231.75.peg.2366	0	5	2	21	45	19
fig|536231.75.peg.2367	2061	2727.008	1904	16039.665	15566.467	29348.343
fig|536231.75.peg.2368	151	210.992	178	451.335	560.533	1190.657
fig|536231.75.peg.2369	5257	6347	5862	73050	62303	127124
fig|536231.75.peg.2370	0	0	0	0	0	0
fig|536231.75.peg.2371	338	417	301	2817	2761	5582
fig|536231.75.peg.2372	86	94	62	342	175	562
fig|536231.75.peg.2373	2295	2708	2058	20723	19448	38957
fig|536231.75.peg.2374	99	111	80	188.151	158	324.383
fig|536231.75.peg.2375	39	30	25	217.849	120	353.617
fig|536231.75.peg.2376	29.275	66	29	72	40	99
fig|536231.75.peg.2377	3485.783	3337	2843	23327	24378	42393.986
fig|536231.75.peg.2378	708	799	624	3214	2282	3115
fig|536231.75.peg.2379	814.456	954	626	1751	1988	4133.468
fig|536231.75.peg.2380	71.544	59	39	27.002	63	92.532
fig|536231.75.peg.2381	108.277	150.597	102	556.402	674.895	713.743
fig|536231.75.peg.2382	1032.775	1136.403	683	6479.647	6865.284	11969.717
fig|536231.75.peg.2383	270.948	444	327	1186.949	931.822	2566.54
fig|536231.75.peg.2384	177	228	139	113	183	693
fig|536231.75.peg.2385	1	2	0	0	2	6
fig|536231.75.peg.2386	76	203	134	239.314	160.093	471.804
fig|536231.75.peg.2387	864.464	824.01	719	3199.439	4463.125	6335.332
fig|536231.75.peg.2388	307.536	284	218	516.247	834.783	1511.864
fig|536231.75.peg.2389	3	0	0	0	0	0
fig|536231.75.peg.2390	524	716	387	708	1085	2108
fig|536231.75.peg.2391	130	135.526	210	914	780	646
fig|536231.75.peg.2392	7375.032	6861.474	5461	32978	34962	54434
fig|536231.75.peg.2393	701	697	628	1998	1937	3607
fig|536231.75.peg.2394	1382	1386	1133	4269	5094.374	7883
fig|536231.75.peg.2395	2602	2396	1714	13172	12887	23498.753
fig|536231.75.peg.2396	1698	1703	1192	6893	7283.017	13382.498
fig|536231.75.peg.2397	12	41	28	95	139.983	172.502
fig|536231.75.peg.2398	1003	1033.182	731	4146	4482	8606
fig|536231.75.peg.2399	26.211	9	21.283	58.629	33.313	96.711
fig|536231.75.peg.2400	280.464	328.664	209.717	605.34	777.973	1492.902
fig|536231.75.peg.2401	343.325	477.336	371	406.031	774.714	1292.387
fig|536231.75.peg.2402	46	67	61	115	122	244
fig|536231.75.peg.2403	66	106	68	281.07	265.886	610.425
fig|536231.75.peg.2404	270	366	265	961.93	981.114	2168.575
fig|536231.75.peg.2405	313	475	752	260	184	284.045
fig|536231.75.peg.2406	17826	37806	15000	1293	2170	5428.197
fig|536231.75.peg.2407	244	220	103	778	857	1484
fig|536231.75.peg.2408	396042.436	1001941.46	256715.922	19394	19235	47035.757
fig|536231.75.peg.2409	572	470	301	4156	3552	7323
fig|536231.75.peg.2410	1833.904	1328.65	920.745	1518.24	1569.491	2912.273
fig|536231.75.peg.2411	1638.797	1403.214	746.255	2970.409	2862.545	5125.155
fig|536231.75.peg.2412	3185.3	3054.136	1593	4608.351	4078.964	8086.572
fig|536231.75.peg.2413	1880	1675	957	3233	2542	4385
fig|536231.75.peg.2414	1669	1318.671	699	10259.063	7967.787	13993.836
fig|536231.75.peg.2415	73	28.329	61	138.937	124.213	288.164
fig|536231.75.peg.2416	62506.369	104143.995	33831	6868	6726	10296
fig|536231.75.peg.2417	0	1	0	13	2	7
fig|536231.75.peg.2418	3	5	3	14	39	36
fig|536231.75.peg.2419	38	30	19	171	129	114
fig|536231.75.peg.2420	0	0	0	0	0	0
fig|536231.75.peg.2421	123	89	59	220	176	277
fig|536231.75.peg.2422	3	1	3	17	24	4
fig|536231.75.peg.2423	787	658	861	99	173	246
fig|536231.75.peg.2424	1869	1977	2250	331	381	409
fig|536231.75.peg.2425	1172	1765	1533	118	153	213
fig|536231.75.peg.2426	17	43	39	10	0	1
fig|536231.75.peg.2427	242.965	125.34	386.001	100	147	144.837
fig|536231.75.peg.2428	142.59	119.407	158.951	66	117.106	94.588
fig|536231.75.peg.2429	671.445	900.253	1213.048	72	35.894	53.575
fig|536231.75.peg.2430	0	0	0	0	0	0
fig|536231.75.peg.2431	0	4	15	0	17	4
fig|536231.75.peg.2432	6	0	0	0	28	29
fig|536231.75.peg.2433	18	13	1	42	30	55
fig|536231.75.peg.2434	19	9	10	67	68	62
fig|536231.75.peg.2437	1	2	0	0	6	0
fig|536231.75.peg.2438	92.377	54	101	139	103	198
fig|536231.75.peg.2439	67.623	21	102	80	15.272	77
fig|536231.75.peg.2440	9	5	7	1	29.728	16
fig|536231.75.peg.2441	83	52	104	156	207	158
fig|536231.75.peg.2442	3464	3118	3898	2259	2316	3224
fig|536231.75.peg.2443	2019	2296	1855	2886	2922	3861
fig|536231.75.peg.2444	1238	1339	792	2576	1812	3415
fig|536231.75.peg.2445	27050	44035.653	23475.019	9056	8836	13728
fig|536231.75.peg.2446	4766	2681	3547	6305	5906	11368
fig|536231.75.peg.2447	145029.029	81374.765	102584.411	90583	96921	153507
fig|536231.75.peg.2448	131	113	130	16	36	79
fig|536231.75.peg.2449	2288	1932	1172	4537	3783	6273
fig|536231.75.peg.2450	1996	1947	1008	1375	1387	2188
fig|536231.75.peg.2451	93978.764	65711.546	71781	122073	113009	188087.448
fig|536231.75.peg.2452	1777	1442.342	1583	2085	2625	4388
fig|536231.75.peg.2453	501	473	691	1347	1212	2254
fig|536231.75.peg.2454	394	305	1009	124	61	215
fig|536231.75.peg.2455	7872	4146	11056	8736	9198	14592
fig|536231.75.peg.2456	628	810.773	2445	200	190	532
fig|536231.75.peg.2457	53205.261	66866.823	11469	8459	7791	12346
fig|536231.75.peg.2458	144	377	85	0	0	15
fig|536231.75.peg.2459	2433.181	4164.805	591	190	150	297
fig|536231.75.peg.2460	17184.817	26552.138	3301	833	1013	1958
fig|536231.75.peg.2461	915	651	514	1703	1094	2248
fig|536231.75.peg.2462	96	65	85	111	39	77
fig|536231.75.peg.2463	53.006	54	80	22	37	76
fig|536231.75.peg.2464	1	0	0	0	0	0
fig|536231.75.peg.2465	141.363	131.096	140.638	74.273	87.232	77.227
fig|536231.75.peg.2466	596	345	509	1135	1162	2201
fig|536231.75.peg.2467	246	169	174	277	226	503
fig|536231.75.peg.2468	186	188	105	288	250	438
fig|536231.75.peg.2469	50	122	46	40.096	5	72
fig|536231.75.peg.2470	123	229	67	112.904	148	222
fig|536231.75.peg.2471	0	2	0	0	0	0
fig|536231.75.peg.2472	1829	3044	932	1384	1347	2180
fig|536231.75.peg.2473	12	108	0	12	15	24
fig|536231.75.peg.2474	2	30	6	0	13	0
fig|536231.75.peg.2475	868	657	572	1460	1450	2358
fig|536231.75.peg.2476	769	569	538	1530.094	1218	1846
fig|536231.75.peg.2477	33	25	35	14.906	43	36
fig|536231.75.peg.2478	233	173	232	225	120	415
fig|536231.75.peg.2479	158	122	179	46	92	229
fig|536231.75.peg.2480	0	0	0	0	0	0
fig|536231.75.peg.2481	523	424	450	405	310	704
fig|536231.75.peg.2482	474	232	316	743	671	1270
fig|536231.75.peg.2483	289	146	366	749	663	1271
fig|536231.75.peg.2484	5849	5387.136	2787	3322	3408	6218
fig|536231.75.peg.2485	9254	6989	4944	5352	5052	6883
fig|536231.75.peg.2486	5653.488	4290	2191	3439	2870	3353
fig|536231.75.peg.2487	2035.012	1813	913	782	1039	1055.502
fig|536231.75.peg.2488	263.988	241	136	59	98	48.498
fig|536231.75.peg.2489	6	21	6	24	0	0
fig|536231.75.peg.2490	1004	1162	348	186	160	338
fig|536231.75.peg.2491	42476.915	37025.447	15269	16143	14541	23679
fig|536231.75.peg.2492	2155.061	1351.599	2157.004	1862.05	2038.392	3047.551
fig|536231.75.peg.2493	470.297	279.401	377.996	297.95	427.962	419.222
fig|536231.75.peg.2494	470.642	371	508	181	274.646	349.227
fig|536231.75.peg.2495	1962	1376	3903	3150	2678	4571
fig|536231.75.peg.2496	383.205	153.057	221.194	588.119	1056.796	1605.742
fig|536231.75.peg.2497	509	339	382	623	561	850
fig|536231.75.peg.2498	285	311	296	439	537	972
fig|536231.75.peg.2499	19	30	5	0	0	8
fig|536231.75.peg.2500	288.299	255.594	218	75.019	184.916	303
fig|536231.75.peg.2501	146.701	101.406	104	161.582	154.084	154.191
fig|536231.75.peg.2502	3242	2611	2304	3734.4	2907	4778.809
fig|536231.75.peg.2503	285	301	336	286	317	515
fig|536231.75.peg.2504	1786	1230	2149	2791	3192	6583
fig|536231.75.peg.2505	9	10	11	1	0	0
fig|536231.75.peg.2506	355	450	390	103	196	262
fig|536231.75.peg.2507	277	383.878	385.762	61	73.551	177.547
fig|536231.75.peg.2508	604	555.122	289.238	575	639.449	780.453
fig|536231.75.peg.2509	1225	1161	643	1048	980	1552
fig|536231.75.peg.2510	3097	3432	2103	4207	4042	5725
fig|536231.75.peg.2511	530	575	305	1254	1026	1560
fig|536231.75.peg.2512	1763.023	1992.001	1165	2994	2443	4327
fig|536231.75.peg.2513	968	1052	651	1920	1848	3146
fig|536231.75.peg.2514	1593	1343	1035	2177	1902	3396
fig|536231.75.peg.2515	2607	3351	1921	1418	1488	2628
fig|536231.75.peg.2516	5192	10065	4835	1082	905	2011
fig|536231.75.peg.2517	3150	4427	4722	418	205	230
fig|536231.75.peg.2518	29754.624	14552.44	15495	17641	17115	30828
fig|536231.75.peg.2519	154	105	153	112	133	297
fig|536231.75.peg.2520	48	59.997	45	26.057	70.979	127.012
fig|536231.75.peg.2521	102	95.003	84	162.943	57.021	139.988
fig|536231.75.peg.2522	336	293	220	80	170	170
fig|536231.75.peg.2523	262	309	182	38	31	69
fig|536231.75.peg.2524	1623	1543	1120	1648	1873	2701
fig|536231.75.peg.2525	24.954	25	30	33.792	0	16.21
fig|536231.75.peg.2526	600.046	328	307	330.208	404	670.79
fig|536231.75.peg.2527	1583	1102	1619	1210	1136	1333
fig|536231.75.peg.2528	699	474	587	555	624	816
fig|536231.75.peg.2529	483	349	377	624	446	803
fig|536231.75.peg.2530	3312.182	2963.285	2970.502	3683.93	3984.483	5137.4
fig|536231.75.peg.2531	3039.393	2191.531	3247.121	3861.377	3106.686	4056.58
fig|536231.75.peg.2532	1175.425	833.184	1012.377	1341.693	1029.831	2347.02
