patricID	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.1598	17	21	11	20	0	0
fig|536231.75.peg.1599	0	0	0	3	0	0
fig|536231.75.peg.1600	2713	1509	953	4269	890	524
fig|536231.75.peg.1601	0	0	0	0	6	0
fig|536231.75.peg.1602	163	95	108	966	275	381
fig|536231.75.peg.1603	219	144	141	811	469	209
fig|536231.75.peg.1604	30	12	26	75	0	36
fig|536231.75.peg.1606	15	19	19	64.584	38	0
fig|536231.75.peg.1607	9.91	20.65	13	196.792	0	27.579
fig|536231.75.peg.1608	27.547	18.269	5.525	175.64	0	39
fig|536231.75.peg.1609	109	47	118	339	172	207
fig|536231.75.peg.1610	46	42	58	131	24	136
fig|536231.75.peg.1611	1490	830	1099	11359	1796	1473
fig|536231.75.peg.1614	322	176	244	19854	1194	1174
fig|536231.75.peg.1615	124	108	108	261	161	175
fig|536231.75.peg.1616	71	57	87	454	147	103
fig|536231.75.peg.1617	0	0	0	0	0	0
fig|536231.75.peg.1618	10	15	15	18	8	18
fig|536231.75.peg.1619	28	17	26	82	53	57
fig|536231.75.peg.1620	12	7	14	16	0	8
fig|536231.75.peg.1621	15	10	30	262.416	37	41
fig|536231.75.peg.1622	2	2	3	0	0	0
fig|536231.75.peg.1623	15	5	4	22	8	22
fig|536231.75.peg.1624	10	7	16	69	0	0
fig|536231.75.peg.1625	16	5	6	118	121	11
fig|536231.75.peg.1626	26	29	21	192	27	46
fig|536231.75.peg.1627	87	62	58	146	99	68
fig|536231.75.peg.1628	0	0	0	0	0	0
fig|536231.75.peg.1629	87	97	81	161	107	63
fig|536231.75.peg.1630	168	138	110	90	119	37
fig|536231.75.peg.1631	602	277	343	238	138	103
fig|536231.75.peg.1632	737	637	825	112	141	313
fig|536231.75.peg.1633	385	386	479	76	190	69
fig|536231.75.peg.1634	603	452	475	434	523	331
fig|536231.75.peg.1635	31	14	22	18	40	0
fig|536231.75.peg.1636	17	12	17	15	6	27
fig|536231.75.peg.1637	49	25	38	40	66	24
fig|536231.75.peg.1638	642	381	451	1318	749	372
fig|536231.75.peg.1639	162	95	195	270	213	166
fig|536231.75.peg.1640	291	249	259	1943	656	671
fig|536231.75.peg.1641	87	58	74	93	72	27
fig|536231.75.peg.1642	99	74	99.999	40	143	34
fig|536231.75.peg.1643	1	2	6.001	8	0	1
fig|536231.75.peg.1644	98	99	84	382	118	148
fig|536231.75.peg.1645	248	237	266	866.425	563	561
fig|536231.75.peg.1646	19	14	5	50.575	17	19
fig|536231.75.peg.1647	88	73	59	243	28	41
fig|536231.75.peg.1648	120	102	96	561	128	87
fig|536231.75.peg.1649	19	26	19	133	53	32
fig|536231.75.peg.1650	0	1	2	9	13	0
fig|536231.75.peg.1651	0	0	0	24	0	0
fig|536231.75.peg.1652	6	0	3	23	0	8
fig|536231.75.peg.1653	27	13	24	21	26	32
fig|536231.75.peg.1654	5	2	1	15	0	0
fig|536231.75.peg.1655	51	24.108	43	46	0	27
fig|536231.75.peg.1656	31	18.892	14	4	31	0
fig|536231.75.peg.1657	0	0	0	0	0	0
fig|536231.75.peg.1658	0	0	0	0	0	0
fig|536231.75.peg.1659	216	185	198	197	340	162
fig|536231.75.peg.1660	97	98	95	95	37	86
fig|536231.75.peg.1661	7	1	1	8	35	9
fig|536231.75.peg.1662	179	111	122	360	184	299
fig|536231.75.peg.1663	121	73	107	179	204	78
fig|536231.75.peg.1664	41	57	57	172	142	241
fig|536231.75.peg.1665	170	161	161	352	163	257
fig|536231.75.peg.1666	0	0	0	0	0	0
fig|536231.75.peg.1667	17	30	13	54	11	0
fig|536231.75.peg.1668	0	0	0	0	0	0
fig|536231.75.peg.1669	15	12	37	29	27	0
fig|536231.75.peg.1670	9	6	20	15	13	0
fig|536231.75.peg.1671	11	3	7	0	0	0
fig|536231.75.peg.1672	7	10	9	13	0	0
fig|536231.75.peg.1673	33	49	69	13	11	5
fig|536231.75.peg.1674	18	7	32	5	0	0
fig|536231.75.peg.1675	25	33	43	19	45	52
fig|536231.75.peg.1676	353	350	418	316	265	325
fig|536231.75.peg.1677	215	137	197.457	689	78	204
fig|536231.75.peg.1678	219.437	154	125.543	321	34	92
fig|536231.75.peg.1679	143.563	69	89	249	87	17
fig|536231.75.peg.1680	267	221	178	259	96	116
fig|536231.75.peg.1681	6887	5387	5468	46761	14467	15843
fig|536231.75.peg.1682	302	260	265	1149	355	548
fig|536231.75.peg.1683	326	294	279	1709	546.463	746
fig|536231.75.peg.1684	1075	756	750	4776	1191	1121
fig|536231.75.peg.1685	1219	931	949	5659	1429.537	1527
fig|536231.75.peg.1686	549	463	398	831	534	571
fig|536231.75.peg.1687	428	399	394	669	379	308
fig|536231.75.peg.1688	197	148	130	435	165	68
fig|536231.75.peg.1689	0	1	0	0	0	0
fig|536231.75.peg.1690	906	784	837	559	696	510
fig|536231.75.peg.1691	1495	1226	1499	2723	1320	1637
fig|536231.75.peg.1692	647	535	854	977	942	817
fig|536231.75.peg.1693	108	51	67	43	23	22
fig|536231.75.peg.1694	5287	3790	5205	5882	4034	3406
fig|536231.75.peg.1695	3036	2844	4001	2419	1736	2037
fig|536231.75.peg.1696	767	492	783	5058	992	912
fig|536231.75.peg.1697	481	265	218	2263	63	46
fig|536231.75.peg.1698	452	494	324	2995	421	518
fig|536231.75.peg.1699	530	373	353	196	281	197
fig|536231.75.peg.1700	245	228	283	628	230	215
fig|536231.75.peg.1701	1687	1188	1554	2506	1421	1147
fig|536231.75.peg.1702	1635	1103	1377	7600	1710	1357
fig|536231.75.peg.1703	1330	640	838	1654	1195	897
fig|536231.75.peg.1704	803	685	915	339	146	237
fig|536231.75.peg.1705	675	605	831	496	147	200
fig|536231.75.peg.1706	377	308	455	448	187	278
fig|536231.75.peg.1707	1167	795	949	822	772	751
fig|536231.75.peg.1708	4562	3752	3475	5314	2514	2342
fig|536231.75.peg.1709	6532	5181.047	5056	9006	4685	3268
fig|536231.75.peg.1710	126	151	169	45	39	32
fig|536231.75.peg.1711	126	112	156.423	28	32	51
fig|536231.75.peg.1712	98	34	77.577	90	13	0
fig|536231.75.peg.1713	1337	845	1007	2185	1183	1000
fig|536231.75.peg.1714	1219	1047	1042	3077	799	1248
fig|536231.75.peg.1715	153.425	60.798	114.348	280.344	112.945	0
fig|536231.75.peg.1716	0	0	0	0	0	0
fig|536231.75.peg.1717	84	44	31	78	53	40
fig|536231.75.peg.1718	0	0	0	0	0	0
fig|536231.75.peg.1719	11	5	19	22	0	0
fig|536231.75.peg.1720	4	0	1	0	0	26
fig|536231.75.peg.1721	87	90	91	109	80	22
fig|536231.75.peg.1722	775.867	505.605	588.944	267	281	375
fig|536231.75.peg.1723	956.133	875.395	869.056	497	461	491
fig|536231.75.peg.1724	989	715	923	1470	680	803
fig|536231.75.peg.1725	64	28	33	102	64	65
fig|536231.75.peg.1726	940	767	631	2297	2189	1389.448
fig|536231.75.peg.1727	3033	1964	1955	4953	6255	5742.552
fig|536231.75.peg.1728	169	118	172	125	88	78
fig|536231.75.peg.1729	110	57	121	189	59	48
fig|536231.75.peg.1730	1786	1270	1630	952	650	520
fig|536231.75.peg.1731	840	819	694	680	279	176
fig|536231.75.peg.1732	0	0	0	0	0	0
fig|536231.75.peg.1733	5894	3999	4250	5386	2067	2309
fig|536231.75.peg.1734	11503.912	7794	10084	7193	2846	2581
fig|536231.75.peg.1735	4694	3250	3420	5367	1512	1403
fig|536231.75.peg.1736	3	0	3	0	0	0
fig|536231.75.peg.1737	519.582	235	397	430	326.917	200
fig|536231.75.peg.1738	4066.418	3273	3691	6029	3937.083	3165
fig|536231.75.peg.1739	3	3	10	0	0	0
fig|536231.75.peg.1740	0	0	1.987	42.456	29.387	0
fig|536231.75.peg.1741	876	750	697	1770	323	368
fig|536231.75.peg.1742	42	12	33	16	37	11
fig|536231.75.peg.1743	6	2	2	4	31	0
fig|536231.75.peg.1744	549	540	498	1088	323	298
fig|536231.75.peg.1745	116	96	67	249	35	43
fig|536231.75.peg.1746	1395	1223	988	1278	669	932.816
fig|536231.75.peg.1747	1702	1225	1184	2475	889	1283.184
fig|536231.75.peg.1748	525	288	450	2407	342	770
fig|536231.75.peg.1749	1383	953	1015	10342	1137	2441
fig|536231.75.peg.1750	161	145	148	344	163	279
fig|536231.75.peg.1751	332	224	277	923	103	179
fig|536231.75.peg.1752	766	567	671	2140	481	388
fig|536231.75.peg.1753	251	165	227	573	171	176
fig|536231.75.peg.1754	279	280	304	981	245	520
fig|536231.75.peg.1755	4789	3078	3370	10423	2494	2196
fig|536231.75.peg.1756	3	14	8	0	20	8
fig|536231.75.peg.1757	17	28	22	33	43	24
fig|536231.75.peg.1758	2343	1827	1544	7160	4709	5073
fig|536231.75.peg.1759	0	2	0	0	0	0
fig|536231.75.peg.1760	3	1	0	17	2	0
fig|536231.75.peg.1761	16	20	14	21	3	18
fig|536231.75.peg.1762	39	23	44	158	0	42
fig|536231.75.peg.1763	21	5	11	39.828	39	12
fig|536231.75.peg.1764	495	390	444	446.172	444	505
fig|536231.75.peg.1765	249	181	237	658	191	66
fig|536231.75.peg.1766	339	243	402	579	146	241
fig|536231.75.peg.1767	127	148	177	520	274	252
fig|536231.75.peg.1768	181	135	171	478	196	132
fig|536231.75.peg.1769	466	398	386	363	311	345
fig|536231.75.peg.1770	69.691	43.646	69	82	10	30
fig|536231.75.peg.1771	351.309	264.354	236	1104	343	269
fig|536231.75.peg.1772	98	88	145	148	58	153
fig|536231.75.peg.1773	54	31	48	105	70	0
fig|536231.75.peg.1774	119	85	131	394	154	202
fig|536231.75.peg.1775	142	120	201	566	171	160
fig|536231.75.peg.1776	67	62	69	281	134	111
fig|536231.75.peg.1777	59	60	65	196	132	105
fig|536231.75.peg.1778	5814	5424	4485	12031	3503	2849
fig|536231.75.peg.1779	2698	2548	2431	4520	1981	1507
fig|536231.75.peg.1780	3708	3661	3069	6827	2503	1754
fig|536231.75.peg.1781	1596.18	1057	1102	2515	801	656
fig|536231.75.peg.1782	1188.82	665	764	1646	651	364
fig|536231.75.peg.1783	457	465	401	1022	335	225
fig|536231.75.peg.1784	94	89	69	91	66	125
fig|536231.75.peg.1785	61.017	40	19	73.944	16	15
fig|536231.75.peg.1786	2920.957	1512	1055	347.056	1252	735
fig|536231.75.peg.1787	1594.026	906	1210	1210	1048	534
fig|536231.75.peg.1788	2378	1762	1720	17319	2811	1986
fig|536231.75.peg.1789	5343	4624	4158	26736	11477	17063
fig|536231.75.peg.1790	2761	1837	2039	25827	6068	5868
fig|536231.75.peg.1791	1	0	3	56	11	0
fig|536231.75.peg.1792	3	1	6	91	34	0
fig|536231.75.peg.1793	1	0	0	0	23	0
fig|536231.75.peg.1794	1	2	0	20	0	0
fig|536231.75.peg.1795	5	0	6	168	6	21
fig|536231.75.peg.1796	0	0	0	0	15	0
fig|536231.75.peg.1797	0	0	0	0	0	0
fig|536231.75.peg.1798	0	1	2	25	31	0
fig|536231.75.peg.1799	12	7	9	8	0	0
fig|536231.75.peg.1800	30	24	22	115	16	17
fig|536231.75.peg.1801	61	22	35	386	135	75
fig|536231.75.peg.1802	903	684	679	813	518	375
fig|536231.75.peg.1803	1774	1294	1497.225	1337	1384	1233
fig|536231.75.peg.1804	160	131	167.775	145	64	99
fig|536231.75.peg.1805	103	64	45	61	45	40
fig|536231.75.peg.1806	0	0	0	0	0	0
fig|536231.75.peg.1807	2000	2010	2167	1453	1021	1287
fig|536231.75.peg.1808	82	65	133	238	163	81
fig|536231.75.peg.1809	7257	6246	5450	38312	14670	14185
fig|536231.75.peg.1810	243	123	150	986	191	224
fig|536231.75.peg.1811	597	361	391	3471	372	549
fig|536231.75.peg.1812	0	0	0	0	0	0
fig|536231.75.peg.1813	0	0	0	0	0	0
fig|536231.75.peg.1814	170	88	109	236	109	112
fig|536231.75.peg.1815	324	271	239	632	162	395
fig|536231.75.peg.1816	732	516	440	1088	275	288
fig|536231.75.peg.1817	0	0	0	0	0	0
fig|536231.75.peg.1818	486	490	311	725	216	169
fig|536231.75.peg.1819	74	49	37	75	53	18
fig|536231.75.peg.1820	443.634	320.997	473.129	1061.762	166.871	234.642
fig|536231.75.peg.1821	9475.366	8323.003	11550.616	18008.238	4184.129	4425.358
fig|536231.75.peg.1822	10257	8160	12239	10500	3424	3518
fig|536231.75.peg.1823	38	28	89	244	68	19
fig|536231.75.peg.1824	183	110	118	357	195	233
fig|536231.75.peg.1825	2005	1413	1593	2155	1417	1465
fig|536231.75.peg.1826	593	510	650	1144	518	656
fig|536231.75.peg.1827	1966	1466	1578	5281	3456	3681
fig|536231.75.peg.1828	1292	1061	1092	2556	1181	1298
fig|536231.75.peg.1829	0	0	0	0	0	0
fig|536231.75.peg.1830	0	0	0	0	0	0
fig|536231.75.peg.1831	0	0	0	7	0	0
fig|536231.75.peg.1832	1709	1512	1241	348	339	486
fig|536231.75.peg.1833	13	13	7	6	2	0
fig|536231.75.peg.1834	663	535	642	525	315	282
fig|536231.75.peg.1835	44	21	31	3	14	0
fig|536231.75.peg.1836	526	455	555	519	155	287
fig|536231.75.peg.1837	1219	800	988	2382	872	619
fig|536231.75.peg.1838	401	347	398	512	382	432
fig|536231.75.peg.1839	346.545	270	374	300	324	236
fig|536231.75.peg.1840	60.455	45	70	73	34	0
fig|536231.75.peg.1841	1118	930	1147	1811	1057	1336
fig|536231.75.peg.1842	1	7	1	20	31	20
fig|536231.75.peg.1843	738	483	514	947	513	447
fig|536231.75.peg.1844	147	99	107	247	51	123
fig|536231.75.peg.1845	416	309	389	271	206	255
fig|536231.75.peg.1846	111	59	148	164	107	111
fig|536231.75.peg.1847	91	92	165	114	101	120
fig|536231.75.peg.1848	55	55	106	66	81	85
fig|536231.75.peg.1849	74	101	80	37	37	38
fig|536231.75.peg.1850	128	90	112	364	99	93
fig|536231.75.peg.1851	79	47	54	538	197	141
fig|536231.75.peg.1852	279	147	202	120	9	39
fig|536231.75.peg.1853	472	315	336	198	250	181
fig|536231.75.peg.1854	4	0	1	0	11	0
fig|536231.75.peg.1855	0	0	0	0	0	0
fig|536231.75.peg.1856	134	73	159	215	83	143
fig|536231.75.peg.1857	228	147	244	473	164	225
fig|536231.75.peg.1858	37	20	34	42	48	21
fig|536231.75.peg.1859	2745	2288	2307	1663	2050	2370
fig|536231.75.peg.1860	2370.064	1513	1704.002	6246.839	3151.487	2764
fig|536231.75.peg.1861	151.936	90	101.998	920.161	258.513	258
fig|536231.75.peg.1862	184	132	110	455	199	160
fig|536231.75.peg.1863	44	43	46	42	16	52
fig|536231.75.peg.1864	0	1	0	0	0	0
fig|536231.75.peg.1865	283	190	185	889	281	219
fig|536231.75.peg.1866	29	31	30	32	29	13
fig|536231.75.peg.1867	13	7	1	38	54	14
fig|536231.75.peg.1868	89	45	37	361	243	121
fig|536231.75.peg.1869	0	0	0	0	0	0
fig|536231.75.peg.1870	53	58	24	34	47	16
fig|536231.75.peg.1871	299	235	258	194	162	143
fig|536231.75.peg.1872	171	139	135	214	118	72
fig|536231.75.peg.1873	784	581	530	898	469	553
fig|536231.75.peg.1874	1058	573	444	3826	1059	572
fig|536231.75.peg.1875	207	143	154	340	230	331
fig|536231.75.peg.1876	311	323	340	372	140	248
fig|536231.75.peg.1877	161	99	144	438	131	131
fig|536231.75.peg.1878	76	68	72	76	35	12
fig|536231.75.peg.1879	39	13.547	37.44	22	0	12
fig|536231.75.peg.1880	62	45.453	91.56	118	14	18
fig|536231.75.peg.1881	110	66	140	147	89	64
fig|536231.75.peg.1882	5	2	19	35	0	0
fig|536231.75.peg.1883	892	524	527	1394	381	298
fig|536231.75.peg.1884	607.387	510.303	501.515	1241.611	168.71	245.6
fig|536231.75.peg.1885	1050.613	825.697	834.485	1757.389	472.29	645.4
fig|536231.75.peg.1886	341	206	192	1291	244	239
fig|536231.75.peg.1887	1025	735	778	1361	475	550
fig|536231.75.peg.1888	3626	2785	2914	3503	2273	2009
fig|536231.75.peg.1889	233	218	200	424	109	130
fig|536231.75.peg.1890	569	487	525	928	600	431
fig|536231.75.peg.1891	730	516	577	492	317	403
fig|536231.75.peg.1892	1354	1011	1357	1663	1423	1092
fig|536231.75.peg.1893	593	450	559	846	431	367
fig|536231.75.peg.1894	6496	4438	4766	2614	2608	2771
fig|536231.75.peg.1895	11186	6235	7169	9209	7090	5111
fig|536231.75.peg.1896	0	0	0	0	0	0
fig|536231.75.peg.1897	320	223	270	391	204	288
fig|536231.75.peg.1898	22	11	26	61	6	44
fig|536231.75.peg.1899	730	672.614	675	1023	527	679
fig|536231.75.peg.1900	22.711	26.386	23.535	327.428	46.139	20
fig|536231.75.peg.1901	549.716	364.444	514.676	1184.572	375.861	241
fig|536231.75.peg.1902	10.572	4.556	8.789	13	0	0
fig|536231.75.peg.1903	1003	693	679	1745	837	625
fig|536231.75.peg.1904	4238	3821	4106	3055	1107	1036
fig|536231.75.peg.1905	4	1	3	0	0	0
fig|536231.75.peg.1906	0	1	0	0	7	0
fig|536231.75.peg.1907	1471	1046	1215	445	1203	924
fig|536231.75.peg.1908	117	87	93	208	92	42
fig|536231.75.peg.1909	44	61	45	125	38	16
fig|536231.75.peg.1910	145.043	123	101	287.462	125	75
fig|536231.75.peg.1911	78.957	51	52	700.538	29	96
fig|536231.75.peg.1912	0	0	0	0	0	0
fig|536231.75.peg.1913	12	9	16	2	20	15
fig|536231.75.peg.1914	42	34	35	86	61	29
fig|536231.75.peg.1915	79	41	56	252	158	189
fig|536231.75.peg.1916	18	9	0	2	0	46
fig|536231.75.peg.1917	19	17	11	32	38	11
fig|536231.75.peg.1918	33.879	2	8	19	0	39
fig|536231.75.peg.1919	63.121	59	36	322	185	443
fig|536231.75.peg.1920	95	73	77	174	0	0
fig|536231.75.peg.1921	0	0	0	0	0	0
fig|536231.75.peg.1923	362	263	259	167	159	103
fig|536231.75.peg.1924	55.057	37.356	26.238	6	0	28
fig|536231.75.peg.1925	194.943	149.644	134.762	115	119	72
fig|536231.75.peg.1926	882	662	623	421	417	393
fig|536231.75.peg.1927	662.686	481	547	614	322	305
fig|536231.75.peg.1928	21.574	17.594	21.917	25.985	13.376	5
fig|536231.75.peg.1929	138.462	106.406	126.083	79.015	58.624	67
fig|536231.75.peg.1930	93.277	48	105	45	40	0
fig|536231.75.peg.1931	291.393	254	277.402	148	192	63
fig|536231.75.peg.1932	239.607	138	170.598	217	71	96
fig|536231.75.peg.1933	2053	1263	1376	1355	976	716
fig|536231.75.peg.1934	1134	863	865	832	477	333
fig|536231.75.peg.1935	936	678	857	408	597	429
fig|536231.75.peg.1936	237.515	110	211.316	335.355	67	73
fig|536231.75.peg.1937	329.897	188	236.684	772.723	238.713	375.586
fig|536231.75.peg.1938	1587.517	1058	1177.111	2479.507	1188.287	1550.414
fig|536231.75.peg.1939	604.071	316	407.889	992.416	239	111
fig|536231.75.peg.1940	1	1	0	0	0	0
fig|536231.75.peg.1941	355	342	368	347	121	176
fig|536231.75.peg.1942	693	619	648	1846	358	474
fig|536231.75.peg.1943	936	691	983	847	583	739
fig|536231.75.peg.1944	307	178	212	164	147	134
fig|536231.75.peg.1945	1613	1151	1561	2014	741	1437
fig|536231.75.peg.1946	1843	1480	1895	1136	633	680
fig|536231.75.peg.1947	6	16	3	26	0	0
fig|536231.75.peg.1948	1223	702	917	1561	442	267
fig|536231.75.peg.1949	136	79	80	63	80	95
fig|536231.75.peg.1950	126	98	144	137	113	116
fig|536231.75.peg.1951	303	221	265	295	270	147
fig|536231.75.peg.1952	24	20	17	25	18	20
fig|536231.75.peg.1953	22	11	22	64	37	9
fig|536231.75.peg.1954	15	5	9	9	0	27
fig|536231.75.peg.1955	38	42	34	95	88	70
fig|536231.75.peg.1956	16	20	35	42	0	31
fig|536231.75.peg.1957	13	9	20	5	15	0
fig|536231.75.peg.1958	41	28	29	47	21	52
fig|536231.75.peg.1959	24	16	13	17	21	0
fig|536231.75.peg.1960	3511	1948	2274	6945	1951	1826
fig|536231.75.peg.1961	499	206	192	1408	50	11
fig|536231.75.peg.1962	591.574	452.497	512.419	580.824	66	292
fig|536231.75.peg.1963	4697.426	3509.503	4204.581	15657.176	4392	4921
fig|536231.75.peg.1964	1055	902	955	2791	758	1000
fig|536231.75.peg.1965	0	0	0	0	0	0
fig|536231.75.peg.1966	244	139	176	289	82	43
fig|536231.75.peg.1967	340	274	280	353	170	81
fig|536231.75.peg.1968	534	425	519	735	175	227
fig|536231.75.peg.1969	0	0	0	0	0	0
fig|536231.75.peg.1970	0	0	2	0	0	0
fig|536231.75.peg.1971	24	14	21	64	39	13
fig|536231.75.peg.1972	418	307	361	6186	838	869
fig|536231.75.peg.1973	91	64	85	430	175	153
fig|536231.75.peg.1974	2033.433	1722.079	2095.898	770.625	1140.208	1084.841
fig|536231.75.peg.1975	273.567	219.921	187.102	244.375	172.792	132.159
fig|536231.75.peg.1976	1	0	0	0	0	0
fig|536231.75.peg.1977	7	0	10	73	26	0
fig|536231.75.peg.1978	23	13	11	16	13	19
fig|536231.75.peg.1979	9	5	6	35	0	0
fig|536231.75.peg.1980	351	210	212.379	178	196	69
fig|536231.75.peg.1981	988.096	633.048	741.642	1437	381	404.662
fig|536231.75.peg.1982	65.637	25.952	68.246	81	21	42.338
fig|536231.75.peg.1983	279.783	182	267.112	310	168	124
fig|536231.75.peg.1984	104.72	87.397	141.064	206.507	131.478	96.373
fig|536231.75.peg.1985	857.764	620.603	726.936	2982.493	573.522	613.627
fig|536231.75.peg.1986	198	183	199	849	189	187
fig|536231.75.peg.1987	216	225	196	835	157	271
fig|536231.75.peg.1988	135.304	87.292	104.246	742.64	85	51
fig|536231.75.peg.1989	379.696	337.708	393.754	2533.36	312	557
fig|536231.75.peg.1990	0	1	4	5	0	0
fig|536231.75.peg.1991	1580	1305	1663	1920	809	1324
fig|536231.75.peg.1992	291	219	367	798	82	111
fig|536231.75.peg.1993	254	219	258	191	79	260
fig|536231.75.peg.1994	1128	813	1257	1112	436	492
fig|536231.75.peg.1995	170	107	191	213	114	108
fig|536231.75.peg.1996	61	53	67	133	17	47
fig|536231.75.peg.1997	669	424	642	1708	525	456
fig|536231.75.peg.1998	249	143	221	313	161	219
fig|536231.75.peg.1999	1037	802	952	2983	994	925
fig|536231.75.peg.2000	389	356	361	1026	122	98
fig|536231.75.peg.2001	868	579	711	3095	801	868
fig|536231.75.peg.2002	9	14	8	76	0	19
fig|536231.75.peg.2003	9	17	30	164	51	40
fig|536231.75.peg.2004	48	52	66	197	30	61
fig|536231.75.peg.2005	13.329	2	8	40	0	1
fig|536231.75.peg.2006	754.671	533	650	314	323	221
fig|536231.75.peg.2007	207	123	151	665	307	106
fig|536231.75.peg.2008	387	354	401	921	322	511
fig|536231.75.peg.2009	204	147	139	365	27	110
fig|536231.75.peg.2010	5689.774	4425.455	5167.299	45300.308	4049.66	6458.399
fig|536231.75.peg.2011	4895.452	4039.689	4570.715	19314.262	2254.593	2870.6
fig|536231.75.peg.2012	2644.774	1638.856	2327.986	20574.43	991.747	986
fig|536231.75.peg.2013	3620.534	3580.24	4882.348	6896.544	1573	2475
fig|536231.75.peg.2014	267.507	236.296	413.038	546.473	73	97
fig|536231.75.peg.2015	993.362	883.464	1341.614	2757.983	602	984
fig|536231.75.peg.2016	877	835	1232	4178	1065	1169
fig|536231.75.peg.2017	120	122	155	1514	86	123
fig|536231.75.peg.2018	416	226	304	1346	480	431
fig|536231.75.peg.2019	0	0	0	0	22	0
fig|536231.75.peg.2022	2	3	4	36.076	16	2
fig|536231.75.peg.2023	15	14	17	165.924	72	9
fig|536231.75.peg.2024	690	431	418	2401	732	453
fig|536231.75.peg.2025	244	145	140	424	107	100
fig|536231.75.peg.2026	111	44	78	57	44	13
fig|536231.75.peg.2027	37	24	27	76	0	0
fig|536231.75.peg.2028	26	11	41.303	103	19	2
fig|536231.75.peg.2029	5.822	1	2.811	13	0	0
fig|536231.75.peg.2030	107.178	58	61.886	469	82	91
fig|536231.75.peg.2031	634	454	411	2310	759	612
fig|536231.75.peg.2032	69	39	53	25	14	35
fig|536231.75.peg.2033	31	22	28	40	0	28
fig|536231.75.peg.2034	287	203	191	194	92	67
fig|536231.75.peg.2035	365	287	222	408	127	132
fig|536231.75.peg.2036	2114	1491	1079	1681	904	840
fig|536231.75.peg.2037	240	130	125	476	82	104
fig|536231.75.peg.2038	267	122	169	166	41	62
fig|536231.75.peg.2039	0	0	0	0	0	0
fig|536231.75.peg.2040	1201	586	520	21654	5782	3013
fig|536231.75.peg.2041	805	488	462	3540	767	449
fig|536231.75.peg.2042	637.088	461.068	483.767	1877.659	399.323	439
fig|536231.75.peg.2043	572.912	422.932	455.233	292.341	196.677	225
fig|536231.75.peg.2044	36.696	11.669	8.518	27.525	11.2	11.826
fig|536231.75.peg.2045	298.304	174.331	226.482	283.475	135.8	67.174
fig|536231.75.peg.2046	1777	1361	1580	3751	1027	873
fig|536231.75.peg.2047	130	112	115	445	65	44
fig|536231.75.peg.2048	672	566	575	2359	744	597
fig|536231.75.peg.2049	1407	1020	1141	2505	889	944
fig|536231.75.peg.2050	2727	1949	1912	2964	990	885
fig|536231.75.peg.2051	477	359	384	464	167	284
fig|536231.75.peg.2052	220.588	132.324	174.22	583.479	189	244
fig|536231.75.peg.2053	118.948	104.676	103.003	499.521	94.701	168
fig|536231.75.peg.2055	764.464	435	579.778	708	463.299	297
fig|536231.75.peg.2056	342	301	307	350	417	169
fig|536231.75.peg.2057	892	688	819	623	520	307
fig|536231.75.peg.2058	766	745	669	3086	641	706
fig|536231.75.peg.2059	590	474	343	492	266	242
fig|536231.75.peg.2060	39	16.046	14.326	166	45	33
fig|536231.75.peg.2061	912.278	703.954	570.674	724	319	227
fig|536231.75.peg.2062	216.722	114	216	125.992	75	22
fig|536231.75.peg.2063	2065	1643	1545	3036.008	1542	1889
fig|536231.75.peg.2064	3234	2779	2102	1849	2081	2277
fig|536231.75.peg.2065	95.146	59	68	382.302	146	38.482
fig|536231.75.peg.2066	28.912	15.026	2	36.378	0	11.518
fig|536231.75.peg.2067	869.941	705.974	728	1104.32	1061	662
fig|536231.75.peg.2068	173	123	167	532	101	39
fig|536231.75.peg.2069	3158.004	2924	2870	2123	1274	1389
fig|536231.75.peg.2070	208.996	151	155	112	44	0
fig|536231.75.peg.2071	833	596	587	1319	385	320
fig|536231.75.peg.2072	200	102	111	388	145	178
fig|536231.75.peg.2073	377	344	227	901	454	470
fig|536231.75.peg.2074	0	0	0	0	0	0
fig|536231.75.peg.2075	105	97	53	321	150	18
fig|536231.75.peg.2076	49	46	50	29	17	0
fig|536231.75.peg.2077	461.251	331	293.603	997.481	362	365.07
