patricID	ri_t12_A	ri_t12_B	ri_t12_C	btri_t12_riA	btri_t12_riB	btri_t12_riC
fig|536231.75.peg.3834	729	565.529	670	40	45	50
fig|536231.75.peg.3835	1526	1143	993	204	120	136
fig|536231.75.peg.3836	1482	1260	1512	173	126	127
fig|536231.75.peg.3837	1076	910	920	73	55	76
fig|536231.75.peg.3838	2020.138	1651	1317	172	117	180
fig|536231.75.peg.3839	2388	2671.446	3281	124	107	98
fig|536231.75.peg.3840	761	354	396	31	22	29
fig|536231.75.peg.3841	1082	571	567	38	45	60
fig|536231.75.peg.3842	3139	1594	1632	260	268	278
fig|536231.75.peg.3843	5856	4059.082	8229	156	132	144
fig|536231.75.peg.3844	19828	15601	12688	1956	1201	1322
fig|536231.75.peg.3845	13054	5584.019	6006	970	614	1042
fig|536231.75.peg.3846	6710.047	2953	3382	692	637	710.667
fig|536231.75.peg.3847	10343	4042	6416	1387	1083	1027
fig|536231.75.peg.3848	867	688	561	36	31	44
fig|536231.75.peg.3849	1053	846	534	99	107	142
fig|536231.75.peg.3851	13.083	16	1	1	4	6
fig|536231.75.peg.3852	2833	2331	2167	282	199	305
fig|536231.75.peg.3853	4217	2729.214	3074	321	268	386
fig|536231.75.peg.3854	478	281	151	19	4	7
fig|536231.75.peg.3855	1841	1164	1534	145	159	153
fig|536231.75.peg.3856	3402	2335	2054	289	263	359
fig|536231.75.peg.3857	3764.383	2285.131	1924	268	245	291
fig|536231.75.peg.3858	956.293	707	557	62	36	51
fig|536231.75.peg.3859	456.323	420	554	33	13	38
fig|536231.75.peg.3860	76	76	117	4	3	3
fig|536231.75.peg.3861	4984.354	3497	3095	227	153	221
fig|536231.75.peg.3862	9696	5649	4156	767	730	922
fig|536231.75.peg.3863	7138.315	5586	3211	820	671.425	881
fig|536231.75.peg.3864	10979.685	21943.792	4699	541	387.575	298
fig|536231.75.peg.3865	1378	1021	1052	151	97	172
fig|536231.75.peg.3866	7752	3412	4604.015	456	429	695
fig|536231.75.peg.3867	3701	1761.004	2526.147	290	180	162
fig|536231.75.peg.3868	7182.074	3009.505	4213	544	460	680
fig|536231.75.peg.3869	13916.606	5506	7982	841	684	1092
fig|536231.75.peg.3870	2020.656	899	895	82	49	133
fig|536231.75.peg.3871	4836	2259	3933	131	134	201
fig|536231.75.peg.3872	8826.12	3451	4845	393	195	460
fig|536231.75.peg.3873	10144	4326	5572	529	274	450
fig|536231.75.peg.3874	11422.847	4747	7117	1002	756	1174
fig|536231.75.peg.3875	8627.185	4149	5896.379	801	719	930
fig|536231.75.peg.3876	11787.951	5811	5729	1196	819	1193
fig|536231.75.peg.3877	46429.395	19077	23217	3046	2517	3105
fig|536231.75.peg.3878	29952.561	13809.667	14920	1812	1211	1505
fig|536231.75.peg.3879	1942	1371	1656	102	78	72
fig|536231.75.peg.3880	849	543	828	80	36	45
fig|536231.75.peg.3881	10023.253	6113.096	5792.263	764	620	960.002
fig|536231.75.peg.3882	1478.053	777.595	817.613	67.01	43.012	75.13
fig|536231.75.peg.3883	1152101.592	648070.534	708055.222	79901.787	51966.988	55951.802
fig|536231.75.peg.3884	8870.999	5950	7362	631	506	672
fig|536231.75.peg.3885	2931.988	1921	1849.503	180	89	172.478
fig|536231.75.peg.3887	422792.016	153255.854	196166.607	23151.578	16627.693	22853.695
fig|536231.75.peg.3888	8803.285	4320.832	4059.322	1330.555	725.307	1058.266
fig|536231.75.peg.3889	2513.653	1160.583	1087.98	112.555	68.191	117.218
fig|536231.75.peg.3890	21383.134	11187.274	9860.852	1697.445	1112.604	1581.782
fig|536231.75.peg.3891	130502.425	73169.547	77633	5132	3193.204	5132
fig|536231.75.peg.3892	119768.141	58573.601	56318	5365	3315	5454
fig|536231.75.peg.3893	139851.026	73405.556	66308.167	8149	5811	8027
fig|536231.75.peg.3894	50177.533	31833.083	24229.625	7849.162	5347.341	5591.012
fig|536231.75.peg.3895	16384.764	13171.732	10836.375	2424.838	1341.659	1573.988
fig|536231.75.peg.3896	1765	1260	1239	163	127	129
fig|536231.75.peg.3897	3509	2301	2746	577	426	434
fig|536231.75.peg.3898	1781	2267.735	1661	166	103	76
fig|536231.75.peg.3899	207	284	177	19	22	22
fig|536231.75.peg.3900	575	375	268	57	52	38
fig|536231.75.peg.3901	10118.4	10622.432	7275.236	439.771	303.102	313.416
fig|536231.75.peg.3902	5464.6	4898.568	3700.764	371.229	238.898	207.584
fig|536231.75.peg.3903	11902.628	15290	19648.92	56	52	24
fig|536231.75.peg.3904	155	284	195	1	0	0
fig|536231.75.peg.3905	12723	16683	10915	31	22	21
fig|536231.75.peg.3906	10043	11101.051	5783	28	17	32
fig|536231.75.peg.3907	6867	9210.062	6982	792	707	511
fig|536231.75.peg.3908	4	0	6	0	0	0
fig|536231.75.peg.3909	29509.42	14296	22340	2956	2271	2322
fig|536231.75.peg.3910	2335	1328	1427	213	158	216
fig|536231.75.peg.3911	947	865	462	82	46	62
fig|536231.75.peg.3912	895	1313	742	144	97	97
fig|536231.75.peg.3913	455	417	289	61	45	24
fig|536231.75.peg.3914	263	254	279	25	33	7
fig|536231.75.peg.3915	1689	1828	1344	527	517	316
fig|536231.75.peg.3916	2451	1889	1541	311	212	259
fig|536231.75.peg.3917	1609	1151	1344	368	335	275
fig|536231.75.peg.3918	1363	1096	1505	277	202	178
fig|536231.75.peg.3919	2498	2289	5545	425	352	327
fig|536231.75.peg.3920	21533.936	22190.654	27171	1918.097	1141	1619
fig|536231.75.peg.3921	3420	5086	5310	283.903	185	133
fig|536231.75.peg.3922	28730.6	12818.542	26728	1189	935	923
fig|536231.75.peg.3923	1534	1599.029	913	191	157	114
fig|536231.75.peg.3924	25	32	39	0	3	3
fig|536231.75.peg.3925	1093	1647	713	105	84	130
fig|536231.75.peg.3926	2451	2242	2145	243	238	248
fig|536231.75.peg.3927	6005	5719	5866.028	577	472	471
fig|536231.75.peg.3928	16411.006	10286	25834	1521	1282	1530
fig|536231.75.peg.3929	0	0	0	0	0	0
fig|536231.75.peg.3930	2998	1856	2409	422	315	346
fig|536231.75.peg.3931	3927	2156	2967	470	425	502
fig|536231.75.peg.3932	3092	1738.066	3819	360	243	335
fig|536231.75.peg.3933	3374	1830	4238	263	275	222
fig|536231.75.peg.3934	18.983	5	20	1	2	1
fig|536231.75.peg.3935	24922.467	13004	24925	1501	1245	1270
fig|536231.75.peg.3936	6151	3507	4458	923	789	933
fig|536231.75.peg.3937	8716	4422	5852	1005	889	1238
fig|536231.75.peg.3938	4093	2309	2715	786	409	873
fig|536231.75.peg.3939	5395	2692.017	3546	590	493	733
fig|536231.75.peg.3940	8046	3954.548	5673	1322	1316	1388
fig|536231.75.peg.3941	12646.008	5913	14257	1274	1218	1418
fig|536231.75.peg.3942	422	553	636	77	74	86
fig|536231.75.peg.3943	2255.007	1919	1841	444	334	281
fig|536231.75.peg.3944	992	871	869	130.062	88	101
fig|536231.75.peg.3945	252.149	171	158	54.938	32	31
fig|536231.75.peg.3946	2031	1511	1092	194	92	106
fig|536231.75.peg.3947	309	232	161	19	4	21
fig|536231.75.peg.3948	1011	657	804.828	67	45	52
fig|536231.75.peg.3949	0	0	0	0	0	0
fig|536231.75.peg.3950	0	0	0	0	0	0
fig|536231.75.peg.3951	1740	1080.089	1013.172	93	104	89
fig|536231.75.peg.3952	888	517	477	20	18	19
fig|536231.75.peg.3953	1261	734	641	51	47	67
fig|536231.75.peg.3954	15946.356	6770	7490	881	663	705
fig|536231.75.peg.3955	12	1	3	0	0	0
fig|536231.75.peg.3956	71	86	37	7	2	0
fig|536231.75.peg.3957	44	31	47	4	11	6
fig|536231.75.peg.3958	747	371	1066	103	44	61
fig|536231.75.peg.3959	1468	737	1955	230	129	151
fig|536231.75.peg.3960	23	11	40	0	2	0
fig|536231.75.peg.3961	22	15	23	1	6	1
fig|536231.75.peg.3962	0	0	0	0	0	0
fig|536231.75.peg.3963	124	75	94	11	4	11
fig|536231.75.peg.3964	105	64	87	0	0	7
fig|536231.75.peg.3965	28	19	42	5	1	7
fig|536231.75.peg.3966	3	0	0	0	0	0
fig|536231.75.peg.3967	0	418.333	228.873	20	9.667	8.77
fig|536231.75.peg.3968	494	1269	164	21	14	14
fig|536231.75.peg.3969	0	1	0	0	0	0
fig|536231.75.peg.3970	387	182	241	11	12	14
fig|536231.75.peg.3971	72	50	56	0	1	8
fig|536231.75.peg.3972	117	85	91	5	6	1
fig|536231.75.peg.3973	118	118	225	7	2	8
fig|536231.75.peg.3974	0	0	0	0	0	0
fig|536231.75.peg.3975	2392	1604	1230	116	78	101
fig|536231.75.peg.3976	502	547	703	23	15	20
fig|536231.75.peg.3977	1419	1128	915	93	87	154
fig|536231.75.peg.3978	1308	1178	697	73	92	97
fig|536231.75.peg.3979	732	645	452	18	12	35
fig|536231.75.peg.3980	1438	1062	1071	111	88	84
fig|536231.75.peg.3981	1688	1364	1254	58	40	45
fig|536231.75.peg.3982	497	426	387	17	11	25
fig|536231.75.peg.3983	1837	2286.145	2184	265	217	93
fig|536231.75.peg.3984	17885.185	12054	17061	1503	1205	1345
fig|536231.75.peg.3985	8113.007	6050	7243	761	519	603
fig|536231.75.peg.3986	29	21	15	1	1	3
fig|536231.75.peg.3987	3	0	0	2	0	0
fig|536231.75.peg.3988	750	511	572	22	22	20
fig|536231.75.peg.3989	2109	1321	1401	71	80	68
fig|536231.75.peg.3990	1758	1088	795	86	64	51
fig|536231.75.peg.3991	1700.022	1613	1180	74	62	93
fig|536231.75.peg.3992	1857.003	4169.371	1062	43	25	28
fig|536231.75.peg.3993	428.156	545	219	6	3	5
fig|536231.75.peg.3994	2184.841	3159	754	38	24	50
fig|536231.75.peg.3995	6554	3281	6626	354	295	345
fig|536231.75.peg.3996	7829.271	11094	8044	153	76	70
fig|536231.75.peg.3997	264	253	172	20	7	29
fig|536231.75.peg.3998	3	21	6	0	4	1
fig|536231.75.peg.3999	68	88	69	11	9	2
fig|536231.75.peg.4000	162	135.001	63	2	3	1
fig|536231.75.peg.4001	313	401.999	138	16.002	14	10.652
fig|536231.75.peg.4002	533	503	243	21.998	34	27.348
fig|536231.75.peg.4003	1778.001	2100	1039	25	19	34
fig|536231.75.peg.4004	4786	7409	3349	320	256	184
fig|536231.75.peg.4005	3125	4023	1736	135	100	115
fig|536231.75.peg.4006	2728	3073.46	1608	100	81	115
fig|536231.75.peg.4007	683	667	297	84	45	46
fig|536231.75.peg.4008	33	15	15	3	3	7
fig|536231.75.peg.4009	84824.568	64482.003	66724.005	5135	2986	3650
fig|536231.75.peg.4010	12.23	14.074	10.223	1.43	0	0
fig|536231.75.peg.4013	0	0	6.217	0	0	0
fig|536231.75.peg.4014	6	3	0	0	0	0
fig|536231.75.peg.4015	549	1072	1378	28	23	27
fig|536231.75.peg.4016	25635.901	23554.845	20284.177	2738.666	2160.621	2365.083
fig|536231.75.peg.4017	1285.099	1262.155	941.823	218.334	230.379	239.917
fig|536231.75.peg.4018	110	218	72	20	11	23
fig|536231.75.peg.4019	1824	1693.936	1133	323	272	322
fig|536231.75.peg.4020	8036.458	7344.492	6819.024	1029.422	775.518	1186.229
fig|536231.75.peg.4021	1564.542	1428.843	1044.976	164.578	148.482	255.771
fig|536231.75.peg.4022	9794	8120.736	5817	1642	1351	1657
fig|536231.75.peg.4023	10385	7562.376	6417	959	765	897
fig|536231.75.peg.4024	29009	24287.485	26461	3664	2831	2493
fig|536231.75.peg.4025	3671	2354	3258	300	300	251
fig|536231.75.peg.4026	75892.702	72231.2	51458.833	7660	7002	4754
fig|536231.75.peg.4027	6136.031	2254	4671	491	358	410
fig|536231.75.peg.4028	6088	4058	4208	645	544	516
fig|536231.75.peg.4029	4320.235	3004.756	3171.391	532	376.524	455
fig|536231.75.peg.4030	766.765	642.244	600	126	114.476	173
fig|536231.75.peg.4031	20602	7209.149	8567	1913	998	1410
fig|536231.75.peg.4032	2528	2157	1617	357	236	266
fig|536231.75.peg.4033	386	312	352	74	57	78
fig|536231.75.peg.4034	418	467	342	38	33	40
fig|536231.75.peg.4035	141	150	112	19	9	10
fig|536231.75.peg.4036	558	611	502	85	91	66
fig|536231.75.peg.4037	477	590	510	74	68	75
fig|536231.75.peg.4038	665	758	391	152	130	92
fig|536231.75.peg.4039	43523.046	99997.286	64698	6374	4286	3865
fig|536231.75.peg.4040	0	1	0	0	0	0
fig|536231.75.peg.4041	128	94.012	59	12	3	2
fig|536231.75.peg.4042	3509	2301	4609	457	285	347.333
fig|536231.75.peg.4043	11520.137	13449.31	15322	474.835	200	256
fig|536231.75.peg.4044	7466.863	5779.281	5677	1146.165	1036	1145
fig|536231.75.peg.4045	8564.685	6414.336	7973	948	766	766
fig|536231.75.peg.4046	28	52	29	4	3	10
fig|536231.75.peg.4047	3	3	1	1	0	0
fig|536231.75.peg.4048	2	2	3	0	0	0
fig|536231.75.peg.4049	9	25	3	4	7	15
fig|536231.75.peg.4050	55	96	40	1	7	14
fig|536231.75.peg.4051	0	0	0	0	0	0
fig|536231.75.peg.4052	17	50	13	7	3	4
fig|536231.75.peg.4053	33	60	6	8	4	18
fig|536231.75.peg.4054	76	140	45	5	18	17
fig|536231.75.peg.4055	167	291	78	21	20	17
fig|536231.75.peg.4056	132	347	62	27	14	32
fig|536231.75.peg.4057	72	45	39	8	3	3
fig|536231.75.peg.4058	8596.305	4556.415	5542.875	559.012	290.036	441.887
fig|536231.75.peg.4059	118972.345	47861.069	68767.125	10926.988	6871.964	9551.113
fig|536231.75.peg.4060	7804.41	9677	7668	237	99	83
fig|536231.75.peg.4061	185389.766	84749.825	88384	17407.595	10273	8754
fig|536231.75.peg.4062	4891	19902.135	5787	362	158	210
fig|536231.75.peg.4063	98	112.077	71	19	12	7
fig|536231.75.peg.4064	16	39	2	0	0	0
fig|536231.75.peg.4065	7329	4650	9890.767	382	252	303
fig|536231.75.peg.4066	320	342	195	40	20	24
fig|536231.75.peg.4067	46067.656	21410.461	29104.329	5598	4051	4051
fig|536231.75.peg.4068	10967	7642	6779.103	1162	884	886
fig|536231.75.peg.4069	24078.016	32682.416	22933	2358	1933	1737
fig|536231.75.peg.4070	23253	21875.78	21572	1265	977	912
fig|536231.75.peg.4071	117204.857	69109.85	54081.07	8972	7761	9118
fig|536231.75.peg.4072	53169	38702.048	20193	3024	2344	3269.961
fig|536231.75.peg.4073	13123.118	12371.584	4095	784.088	629	971.039
fig|536231.75.peg.4074	67080.551	31872.113	39696.911	3808	3115	4253
fig|536231.75.peg.4075	157.999	92	68	12.243	5	7
fig|536231.75.peg.4076	754.001	618	641	50.757	36	55
fig|536231.75.peg.4077	7299	4921	6058	597	455	534
fig|536231.75.peg.4078	11572	8803	12769	1712	1302	1137
fig|536231.75.peg.4079	20170.838	16964.051	13916	1792	1204	1086
fig|536231.75.peg.4080	3547	3031	3820	405	368	347
fig|536231.75.peg.4081	4117	3193	5311	294	244	196
fig|536231.75.peg.4082	3619	2364	4290	244	222	249
fig|536231.75.peg.4083	3489.012	3112	3990.169	278	234	336
fig|536231.75.peg.4084	0	0	0	0	0	0
fig|536231.75.peg.4085	41158.977	26476.061	41339	2802	2025	2213
fig|536231.75.peg.4086	32074.863	24223	33249	3271	2993	2459
fig|536231.75.peg.4087	954	812	427	122	88	82
fig|536231.75.peg.4088	4214.538	3910.1	2000	198	107	210
fig|536231.75.peg.4089	4960.351	4882	1808	340	207	294
fig|536231.75.peg.4090	6558	10206.09	3650	858	484	500
fig|536231.75.peg.4091	2572	2146	1364	544	432	326
fig|536231.75.peg.4092	0	0	0	0	0	0
fig|536231.75.peg.4093	783	1971.08	624	721	672	921.294
fig|536231.75.peg.4094	28	51	16	45	27	39
fig|536231.75.peg.4095	1320.048	3322	939	1394	1454	2053
fig|536231.75.peg.4096	0	0	0	0	0	0
fig|536231.75.peg.4097	198	357	142	136	163	233
fig|536231.75.peg.4098	60	79	32	23	27	23
fig|536231.75.peg.4099	870	836	695	192	129	101
fig|536231.75.peg.4102	1.322	9.807	0	0	0	0
fig|536231.75.peg.4103	516.465	389.499	295	50.78	39	27.158
fig|536231.75.peg.4104	654.535	539.501	358	73.22	30	41.842
fig|536231.75.peg.4105	1373	3064.048	822	602	585	565
fig|536231.75.peg.4106	16337.245	9935.858	12756.583	2297.129	2165.578	2116.444
fig|536231.75.peg.4107	39822.916	26776.142	29817.398	3676.871	2724.422	3379.556
fig|536231.75.peg.4108	24934	18019	20151	1557	1575	1610
fig|536231.75.peg.4109	59042.847	39529.762	44157.53	5653	4738	5353
fig|536231.75.peg.4110	8885	6121.072	7132	609	397	581
fig|536231.75.peg.4111	4339.504	2964.223	3113.227	563.718	286.775	525.869
fig|536231.75.peg.4112	3308.807	2420.46	2248.773	420.282	246.225	359.835
fig|536231.75.peg.4113	25783.562	15582.39	15628.855	1856	1117	1411.297
fig|536231.75.peg.4114	7861.277	6651.731	3405.056	860.654	738.3	779.948
fig|536231.75.peg.4115	2056.476	2026.495	1370.944	125.346	101.7	84.051
fig|536231.75.peg.4116	0	0	0	0	0	0
fig|536231.75.peg.4117	1699	1954.706	1260	418	236	234
fig|536231.75.peg.4118	6343	7036.294	5731	727	554	466
fig|536231.75.peg.4119	846	1045	434	90	25	64
fig|536231.75.peg.4120	7297	8025	2939	1236	842	728
fig|536231.75.peg.4121	10339.057	8629	5860	949.003	629	638
fig|536231.75.peg.4122	4935.023	4860	5192	2122.997	1491	1063
fig|536231.75.peg.4123	4265	2222.009	2876	307	167	225
fig|536231.75.peg.4124	0	0	0	0	0	0
fig|536231.75.peg.4125	375.564	325.634	314.667	14	14	20
fig|536231.75.peg.4126	685.436	585.366	470.333	31	31	20
fig|536231.75.peg.4127	595	679.036	329	77	64	49
fig|536231.75.peg.4128	10346	6786	8325	1242	1096	1147
fig|536231.75.peg.4129	10469	7312	6936	1241	941	1165
fig|536231.75.peg.4130	266	293	417	29	21	21
fig|536231.75.peg.4131	264	185	220	25	26	28
fig|536231.75.peg.4132	53	35	102	5	6	1
fig|536231.75.peg.4133	0	0	0	0	0	0
fig|536231.75.peg.4134	740.01	382.003	613	43	37	53
fig|536231.75.peg.4135	239	149	313	29	16	10
fig|536231.75.peg.4136	171	104	175	2	7	4
fig|536231.75.peg.4137	388	192	411	33	17	33
fig|536231.75.peg.4138	43	34	59	1	0	1
fig|536231.75.peg.4139	123	95	113	10	8	6
fig|536231.75.peg.4140	114	65	98	2	1	8
fig|536231.75.peg.4141	109	47	73	11	6	7
fig|536231.75.peg.4142	318	128	251	20	14	21
fig|536231.75.peg.4143	9898.924	8128.492	5445	597.755	414	606
fig|536231.75.peg.4144	372	353	301	15	11	19
fig|536231.75.peg.4145	212	172	164	13	18	24
fig|536231.75.peg.4146	189	146	179	27	25	19
fig|536231.75.peg.4147	31	41	57	3	9	5
fig|536231.75.peg.4148	23	15	18	5	0	6
fig|536231.75.peg.4149	181	102	136	13	21	23
fig|536231.75.peg.4150	159	104	140	25	22	23
fig|536231.75.peg.4151	201	97	196	27	10	15
fig|536231.75.peg.4152	163	80	121	9	7	20
fig|536231.75.peg.4153	50	38	12	9	2	4
fig|536231.75.peg.4154	77	52	44	12	6	14
fig|536231.75.peg.4155	53	20	21	0	1	2
fig|536231.75.peg.4156	3	5	7	2	2	0
fig|536231.75.peg.4157	12	28	9	1	0	0
fig|536231.75.peg.4158	127	63	167	13	13	14
fig|536231.75.peg.4159	23	18	18	9	0	0
fig|536231.75.peg.4160	18	27	21	3	3	0
fig|536231.75.peg.4161	26	21	14	16	0	3
fig|536231.75.peg.4162	48	27	18	11	4	3
fig|536231.75.peg.4164	3841.076	3262.973	2331	173.245	140	174
fig|536231.75.peg.4165	8551.093	8370.122	4646	640	554	767
fig|536231.75.peg.4166	9877.136	8588.693	5810.896	983.871	837.483	852.527
fig|536231.75.peg.4167	3519.519	3974.639	2381.104	533.689	373.053	350.961
fig|536231.75.peg.4168	21136.974	21766.392	14568	2401.44	1836.464	1715.511
fig|536231.75.peg.4169	2580	2246	1869	320	185	169.09
fig|536231.75.peg.4170	54	33	43	7	15	12.91
fig|536231.75.peg.4171	2285	1148	1347	289	179	228
fig|536231.75.peg.4172	2714	1580	1963	331	228	287
fig|536231.75.peg.4173	2189	1254	1355	274	170	243
fig|536231.75.peg.4174	4767	4593	5433	505	350	297
fig|536231.75.peg.4175	4415	2805	2794	515	356	380
fig|536231.75.peg.4176	12962.002	12266	9542	508	381	291
fig|536231.75.peg.4177	1571	764	749	28	30	37
fig|536231.75.peg.4178	877	450	475	29	12	35
fig|536231.75.peg.4179	6632	3125	3122	349	236	301
fig|536231.75.peg.4180	13590	5088	7476	1421	854	1226
fig|536231.75.peg.4181	0	0	0	0	0	0
fig|536231.75.peg.4182	312	552	191	33	23	42
fig|536231.75.peg.4183	32764.165	18164	12669	765	485	575
fig|536231.75.peg.4184	18251.014	54796.647	17343.439	386.076	125	235
fig|536231.75.peg.4185	6976.433	10214.027	6017.953	1484.515	853.246	981.461
fig|536231.75.peg.4186	22048.138	37179.236	24866.608	3694.409	2978.754	2444.539
fig|536231.75.peg.4187	121	131	152	31.912	19	13
fig|536231.75.peg.4188	261.049	246.474	103	25.326	21	19
fig|536231.75.peg.4189	2609.951	2589.566	1113	329.762	254	262
fig|536231.75.peg.4190	8	3	1	0	0	0
fig|536231.75.peg.4191	2999.09	2313	1617	151	74	82
fig|536231.75.peg.4192	20845.55	13910	7361.928	1917	1399	1285
fig|536231.75.peg.4194	93	80	65	9	4	5
fig|536231.75.peg.4195	15	22	29	6	3	6
fig|536231.75.peg.4196	3253	2293	2361	601	356	358
fig|536231.75.peg.4197	119	46	120	14	18	13
fig|536231.75.peg.4198	197	37	158	8	5	8
fig|536231.75.peg.4199	115	38	86	20	23	9
fig|536231.75.peg.4200	30	11	35	7	1	7
fig|536231.75.peg.4201	11	5	10	0	1	0
fig|536231.75.peg.4202	266	66	144	33	14	18
fig|536231.75.peg.4203	419	93	269	92	65	53
fig|536231.75.peg.4204	42	4	54	4	12	8
fig|536231.75.peg.4205	57	23	96	22	9	15
fig|536231.75.peg.4206	0	0	0	0	0	0
fig|536231.75.peg.4207	455	477	697	36	33	32
fig|536231.75.peg.4208	82	90	71.965	15	5	11
fig|536231.75.peg.4209	5.147	20	11.035	1	0	0
fig|536231.75.peg.4210	354.853	383	250	33	28	31
fig|536231.75.peg.4211	5	1	5	0	0	0
fig|536231.75.peg.4212	1612	4636.115	264	124	85	68
fig|536231.75.peg.4213	38	154	41	12	0	2
fig|536231.75.peg.4214	11	38	1	1	0	1
fig|536231.75.peg.4215	16	7	7	1	3	2
fig|536231.75.peg.4216	31	47	11	5	2	6
fig|536231.75.peg.4217	55	113	26	6	4	6
fig|536231.75.peg.4218	36	30	40	0	2	1
fig|536231.75.peg.4219	7340	5067.042	5702	648	645	653
fig|536231.75.peg.4220	8888	7545	5964	648	508	525
fig|536231.75.peg.4221	6763	5109.276	3961	945	738	779
fig|536231.75.peg.4222	8040.992	5494.633	3966	836	587	635
fig|536231.75.peg.4223	2725.008	2577	1355	246	109	173
fig|536231.75.peg.4224	749	1398	708	104	71	57
fig|536231.75.peg.4225	5746	5337	2287	942	738	807
fig|536231.75.peg.4226	763	799	1011	91	41	37
fig|536231.75.peg.4227	1690	1549	914	112	78	127
fig|536231.75.peg.4228	1849.024	1603	838	247	175	247
fig|536231.75.peg.4229	46925.499	42899.724	30953	3719	2395	2780
fig|536231.75.peg.4230	504	221	402	60	32	43
fig|536231.75.peg.4231	0	0	0	0	0	0
fig|536231.75.peg.4232	2960	1378	2623	406	373	388
fig|536231.75.peg.4233	27862.046	21897.348	21608	2758	2236	1884
fig|536231.75.peg.4234	3135.001	2668	2833	302.002	232	274
fig|536231.75.peg.4235	117.999	84.768	57	13.998	7	5
fig|536231.75.peg.4236	71.317	25.49	106.4	10	5	8.655
fig|536231.75.peg.4237	933.683	411.742	1268.645	94	58	93.345
fig|536231.75.peg.4238	367	128	196	18	13	16
fig|536231.75.peg.4239	0	0	0	0	0	0
fig|536231.75.peg.4240	196	235	150	25	38	24
fig|536231.75.peg.4241	771	806	432.122	52	50	41
fig|536231.75.peg.4242	635	665	399	79	50	44
fig|536231.75.peg.4243	0	5	0	0	0	0
fig|536231.75.peg.4244	354	396	234	20	26	28
fig|536231.75.peg.4245	1671	1120	2148	178	110	115
fig|536231.75.peg.4246	1815	1338	1327	321	237	274
fig|536231.75.peg.4247	20017	7077	10213	1294	1092	980
fig|536231.75.peg.4248	10945	7532	7689	974	811	893
fig|536231.75.peg.4249	19273	15299	16232	2159	1549	1715
fig|536231.75.peg.4250	2	1	7	0	0	0
fig|536231.75.peg.4251	205	183	133	21	7	16
fig|536231.75.peg.4252	68	62	13	11	12	20
fig|536231.75.peg.4253	1545	1331	1127	146	99	127
fig|536231.75.peg.4254	486	476	443	65	63	55
fig|536231.75.peg.4255	448	247	251	32	36	50
fig|536231.75.peg.4256	175	153	151	7	9	15
fig|536231.75.peg.4257	400	309	563	21	22	24
fig|536231.75.peg.4258	3	0	0	0	0	0
fig|536231.75.peg.4259	35	39	53	2	5	16
fig|536231.75.peg.4260	4787	2792	2111	346	229	277
fig|536231.75.peg.4261	139	137	131	28	37	34
fig|536231.75.peg.4262	781.98	507.505	307	150	89	155.917
fig|536231.75.peg.4263	3342.02	2317.495	1715	590	444	668.083
fig|536231.75.peg.4264	962	1809	763	51	35	48
fig|536231.75.peg.4265	3110	1999	1743	311	242	277
fig|536231.75.peg.4266	12	19	1	0	0	2
fig|536231.75.peg.4267	1578	1188	903	206	154	203
