"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"BT_0001"	97.8376667048786	2.60151800966331	0.299661824955979	5.34441786136283	9.07080967351704e-08	5.61980083363243e-07
"BT_0002"	72.6422852181531	0.74837873187416	0.337391030580193	0	1	1
"BT_0003"	28.422872712079	0.833667162864309	0.536409278075101	0	1	1
"BT_0004"	14.2660940125021	2.3011995085861	0.82453572841401	1.5780996065373	0.114542728598133	0.349479091380945
"BT_0005"	9.82430035272434	2.46708028503876	0.858330864190083	1.70922466643803	0.0874093414578168	0.274420567285693
"BT_0006"	1.28294973025421	-3.30634225146812	2.3113545655977	-0.997831438670561	0.31836110247974	NA
"BT_0007"	0.684876310095285	-2.40291730439394	3.33992787927128	-0.420044191103921	0.674453171274647	NA
"BT_0008"	1141.03960250135	-1.43078319504415	0.150269971792579	-2.86672839493691	0.00414738778409246	0.0167586120434404
"BT_0009"	218.890837277965	0.541293745917879	0.22391326070945	0	1	1
"BT_0010"	63.8628350355277	0.717283149133402	0.335831092091331	0	1	1
"BT_0011"	24.8802281919109	1.03831292057101	0.507598338085758	0.0754788140471448	0.93983375338665	1
"BT_0012"	374.001677241594	1.72628500503294	0.194509966512734	3.73392180387527	0.000188521047277173	0.000893509215935249
"BT_0013"	44.0534723218305	0.731335407372129	0.449974245043354	0	1	1
"BT_0014"	158.252941074814	0.821623212372066	0.264461034336576	0	1	1
"BT_0015"	11.0745876539616	-1.25563932188345	0.793877432482394	-0.322013589785619	0.747442399261629	1
"BT_0016"	7.69427680773181	-0.444395552890501	0.856785587618153	0	1	1
"BT_0017"	16.1619215937559	-0.397307846790273	0.894227916198791	0	1	1
"BT_0018"	33.9438772167452	1.44660582834912	0.482854077361985	0.924929185208699	0.355002744226153	0.94081785287238
"BT_0019"	0.122067690368599	0.0454679788263501	4.0804728567969	0	1	NA
"BT_0020"	0	NA	NA	NA	NA	NA
"BT_0021"	0.488270761474398	-1.90852855783978	3.9703347366336	-0.228829209148777	0.819001663437837	NA
"BT_0022"	15.8943410167927	2.10973646112807	0.763785729254669	1.45294212581189	0.1462398234182	0.433141346030129
"BT_0023"	0.654382503913755	-2.34158699884985	3.44448151691948	-0.389488807607153	0.696914588553545	NA
"BT_0024"	38.1743138351414	2.87728127054106	0.482940115284455	3.88719265831816	0.000101410264884308	0.000495252016872109
"BT_0025"	4.11114076949341	4.02473911611028	1.57101621661545	1.92533920663575	0.0541869357329331	0.181102534849164
"BT_0026"	6.01452360781537	-1.42066740608848	1.09747891083388	-0.383303407414771	0.701494813091743	1
"BT_0027"	86.4320302173452	-2.49128670988111	0.975135630188363	-1.529312091276	0.126187093558449	0.381014691437987
"BT_0028"	68.9896590471948	0.0449261338880261	0.296097442823441	0	1	1
"BT_0029"	569.122454282679	0.932753935470338	0.157845089552717	0	1	1
"BT_0030"	234.440346841749	0.912942573888809	0.21246857456371	0	1	1
"BT_0031"	73.1327122357505	0.591980725360973	0.353857632577634	0	1	1
"BT_0032"	3.54591682918235	-2.63564704952857	1.63619516467385	-0.999665006255297	0.317472652375294	0.857452224589273
"BT_0033"	60.7714221959801	1.35894576779462	0.421402866869012	0.851787674017401	0.394331948796874	1
"BT_0034"	95.5339766109536	-0.438453402373833	0.305777952902329	0	1	1
"BT_0035"	2.73869748140868	-2.3528217273411	1.70207265840254	-0.794808447608094	0.426724936280311	1
"BT_0036"	24.5680037963946	0.777458255316629	0.597090726528326	0	1	1
"BT_0037"	561.651253334011	-0.435068983306574	0.182629683376378	0	1	1
"BT_0038"	39.1502079442026	-0.902931846959944	0.47244317604148	0	1	1
"BT_0039"	91.1674410399836	1.14015484214511	0.310136687408725	0.451913133257937	0.651331562802591	1
"BT_0040"	216.267172896342	0.81453074826912	0.221830885496822	0	1	1
"BT_0041"	314.027522116475	1.51380420303461	0.202510991548644	2.53716699081585	0.0111753632825701	0.0423990370793927
"BT_0042"	115.039538479019	1.16348633299054	0.241952433676496	0.675696170963639	0.499233567544899	1
"BT_0043"	2.34530770358779	1.49877750068806	1.78958523830806	0.278711228731201	0.780466444572042	1
"BT_0044"	40.6976749742743	0.24459433172768	0.38762251696886	0	1	1
"BT_0045"	84.2486065491309	0.353782927791099	0.330661627491902	0	1	1
"BT_0046"	152.592903762436	0.698351640543493	0.247914359100127	0	1	1
"BT_0047"	25.4017869845322	0.707729516340036	0.492749473721008	0	1	1
"BT_0048"	32.1454839805793	0.377246725416543	0.59863547559418	0	1	1
"BT_0049"	113.846578489872	1.19893432354566	0.323400923318356	0.615132206502175	0.538467414302362	1
"BT_0050"	95.4070457074966	1.68247599619912	0.309191062656605	2.20729535431978	0.02729343166053	0.0968469901800526
"BT_0051"	83.8509719396697	0.829525181830742	0.308477258863354	0	1	1
"BT_0052"	845.920058576476	1.36478479032153	0.226147689582503	1.61303788243413	0.10673627782915	0.327591777606066
"BT_0053"	229.041275486562	1.32599572215053	0.221192062941174	1.47381292898034	0.140531966258215	0.419973335982697
"BT_0054"	100.093983599567	1.36640798422027	0.281304657848924	1.30253081133499	0.192734992282806	0.549206317459078
"BT_0055"	133.531113180598	1.62551658429155	0.23930174172737	2.61392407667547	0.00895089245725004	0.0343793965031558
"BT_0056"	225.640940467412	1.84325041817307	0.224463281917574	3.75674101781475	0.000172140479125687	0.000822566658714436
"BT_0057"	93.0590950586702	2.01313203587494	0.283715626610672	3.57094196036374	0.000355699715633213	0.00162471075993641
"BT_0058"	1923.69979596645	1.80407427221733	0.170517836946115	4.71548482327643	2.41135868183112e-06	1.36011139208852e-05
"BT_0059"	1471.74553358522	1.46188812095126	0.167590148511464	2.75605771015631	0.00585026739323542	0.0229624227338533
"BT_0060"	453.660072869408	1.69559593805433	0.188197834687371	3.69608895452936	0.000218946285642368	0.00102622811348873
"BT_0061"	2282.79498520285	1.58532463750484	0.156330670595363	3.7441446088328	0.000181009384926646	0.00086317576701458
"BT_0062"	1.9609902815223	1.16314708020148	1.87245779964146	0.0871299103417564	0.930568250771581	1
"BT_0063"	2.9349991927299	0.33160016745334	1.68700639472993	0	1	1
"BT_0064"	1247.73825853393	2.2870072727437	0.197804044530191	6.50647602176437	7.6934176101156e-11	5.86638832169044e-10
"BT_0065"	2163.25190189091	1.88986250563645	0.182033600725919	4.88845192364394	1.01632009782245e-06	5.86745394765154e-06
"BT_0066"	254.149462619442	1.73693740535649	0.199006499193223	3.70308210206224	0.00021299591218773	0.0010003507609704
"BT_0067"	20.7381670867253	0.805054259841834	0.54469042292301	0	1	1
"BT_0068"	147.971038763254	1.60247724236111	0.296162815178572	2.03427713231941	0.0419236614719574	0.143725046944702
"BT_0069"	452.334383127082	1.35298914705111	0.191178830249104	1.84638197959034	0.0648367618889494	0.211240890657773
"BT_0070"	614.298971277308	0.938390646208739	0.144124283690411	0	1	1
"BT_0071"	1315.11738398963	0.588404679148804	0.13178272984117	0	1	1
"BT_0072"	1009.94979786738	1.40166000301292	0.137257675477126	2.92632088964568	0.00342996947283015	0.0139931941978246
"BT_0073"	41765.5993621925	1.06825162667273	0.116907305435241	0.583809766366866	0.559348306776852	1
"BT_0074"	7210.75226450804	0.524733804863851	0.117086761413056	0	1	1
"BT_0075"	32.3875376903589	-1.18846238048047	0.497539953879809	-0.378788435000726	0.704844976091432	1
"BT_0076"	210.506767106272	-2.72409267775722	0.259178314105195	-6.65214867111701	2.8884470404384e-11	2.26935493446922e-10
"BT_0077"	37.6787864615419	0.782495043404767	0.408292366604696	0	1	1
"BT_0078"	3.83556087567373	-3.83455061242261	1.6241769499134	-1.74522278042041	0.0809460973490134	0.256457128629498
"BT_0079"	1.29896385704256	0.231711784924868	2.47185438033698	0	1	NA
"BT_0080"	0	NA	NA	NA	NA	NA
"BT_0081"	0	NA	NA	NA	NA	NA
"BT_0082"	721.225182531109	-0.431201550079138	0.234353233993855	0	1	1
"BT_0083"	1158.12572036303	-0.602102500078486	0.148070283063868	0	1	1
"BT_0084"	38.7744575753721	2.57502108904762	0.527828729387204	2.98396241310355	0.00284541723297696	0.0117316804322475
"BT_0085"	7.41721356337298	1.96944851569454	0.98218458719862	0.987032914515182	0.323626503100613	0.871043257045496
"BT_0086"	31.1157854469228	2.0414503708417	0.585639930306479	1.77831175257582	0.0753526671841676	0.24111818434824
"BT_0087"	39.2850883492211	2.6231486657493	0.462291091399968	3.5110965708508	0.000446262250191188	0.00201076965535855
"BT_0088"	1.80478955262818	1.98699260570286	1.98227519014999	0.497908973792975	0.618548201979749	1
"BT_0089"	1.64063548052182	-2.47718015390665	2.02593255007837	-0.729135900328719	0.465918536247815	1
"BT_0090"	33.4652387070187	2.59175247544438	0.545496841646629	2.91798660215801	0.00352299486743669	0.0143601339347223
"BT_0091"	4.89654245776512	2.83242376176908	1.22349369707339	1.49769775369686	0.134211795738086	0.402635387214257
"BT_0092"	0.367395819668476	-1.49652432087498	3.99111673437722	-0.124407366138455	0.900992741324668	NA
"BT_0093"	11.9735100663283	1.8425643595092	0.88094154309911	0.956436174578735	0.338851915882643	0.907305216147837
"BT_0094"	13.4286843100894	2.6890503649457	0.778119156622027	2.17068343655515	0.0299551100976669	0.10540850297963
"BT_0095"	0.246520877862555	-0.917191256898734	4.0321281071303	0	1	NA
"BT_0096"	25.2958935851551	2.55300717235596	0.578154881343083	2.6861438387379	0.00722819643121276	0.0281338071620888
"BT_0097"	2.35484830783081	0.195013302498399	1.68913105932781	0	1	1
"BT_0098"	11.983399712267	1.76462886385311	0.802455357075908	0.952861560597415	0.340660218388262	0.911393103463484
"BT_0099"	0	NA	NA	NA	NA	NA
"BT_0100"	0.246520877862555	-0.917191256898734	4.0321281071303	0	1	NA
"BT_0101"	4.97817045587078	0.538632625004201	1.30145213844225	0	1	1
"BT_0102"	14.9317480258987	1.41564393565651	0.621427175172422	0.668853813065364	0.503588735345018	1
