geneID	bt_t12_A	bt_t12_B	bt_t12_C	btri_t12_btA	btri_t12_btB	btri_t12_btC
BT_1896	400	204	451	485	462	585
BT_1897	559	343.675	422.262	238.731	285	239.689
BT_1898	281	262.325	292.738	168.269	140	175.311
BT_1899	624	526	638	820	1045	1066
BT_1900	33	35	30	24	65	59
BT_1901	25	25	9	42	29	34
BT_1902	1	0	3	8	8	5
BT_1903	0	0	0	6	8	6
BT_1904	788	713	895	454	590	515
BT_1905	99	60	114.005	87	126	117
BT_1906	267	186	323.995	288	234	221
BT_1907	5013	3542	2080	1652	896	1098
BT_1908	8336	9000	9263	14043.629	16464	15866
BT_1909	1	0	0	0	0	0
BT_1910	1078	773	565	1157	821	1282
BT_1911	13711	10229	12591	5352	4827.855	4961
BT_1912	19	1	11	10	2	6
BT_1913	5802	4471	6097	6294.257	5327	5081
BT_1914	2010	1393	1574	2434	1793.011	2069
BT_1915	38231.2	30725.167	29200	48438.11	46956.069	44587.693
BT_1916	2505.018	2191.833	2017.316	1665.554	1565.818	2321.004
BT_1917	50940.217	36143	56322.551	79311.939	79400.583	75252.315
BT_1918	580	489	425	278	306	266
BT_1919	8745.027	8512	12685	27771.931	33974.088	29519.449
BT_1920	177	280	173	94	122	72
BT_1921	238	188	126	194.148	108.839	189.656
BT_1922	1151	1064	946	969.852	788.161	884.344
BT_1923	2627.383	2504.365	2845	2738	2511	2850
BT_1924	896	497	453	621	341	608
BT_1925	3	5	1	0	0	1
BT_1926	322	169	366	600	528	533
BT_1927	163	98	88	204	187	196
BT_1928	47	57	49	58	41	44
BT_1929	17	2	13	26	14	22
BT_1930	18	5	10	46	37	24
BT_1931	5902	4881	4575.242	2310.768	2211	2836
BT_1932	51	34	30	59	72	64
BT_1933	6	0	16	13	9	10
BT_1934	1821	1825	2195	1685.843	1579.416	1960.04
BT_1935	2373	2201.764	2387	1137.952	1091.638	1433.871
BT_1936	3985.196	3645.236	4486	2770.721	2853.778	3280.167
BT_1937	3599.842	3146.998	2843	8019.206	6458.162	7084.969
BT_1938	2931.164	2695.004	2885	1471.545	1293.016	1692.351
BT_1939	4825.994	4650.998	4882	1891.733	2071.99	2664.601
BT_1940	2528.468	2188	1981	1486	1327	1487
BT_1941	24	1	2	12	0	16
BT_1942	15	11	15	20	11	19
BT_1943	16	11	7	4	5	4
BT_1944	18	8	2	8	16	5
BT_1945	63	29	41	73	66	55
BT_1946	45	8	44	159	178	102
BT_1947	20	41	17	114	119	49
BT_1948	0	0	6	2	1	0
BT_1949	182	129	125	122.444	118.565	130.975
BT_1950	1110.473	830.272	1149	1223.675	1075.798	1016.371
BT_1951	2944.231	2566.735	3268.457	4410.016	4392.036	3736.489
BT_1952	6246.618	4926.993	6180.543	13581.208	14778.014	12019.078
BT_1953	54440.326	37464.999	48443	106434.022	95557.874	82074.043
BT_1954	4183.795	3037	3873	5736.851	5355.337	5296.938
BT_1955	10908.652	9852.11	11733	17358.746	17581.024	17043.901
BT_1956	15058.843	13815.641	14106.997	15599.988	15025.923	14870.671
BT_1957	11507.505	13724.69	13336.003	5548.415	5833.63	6571.057
BT_1958	115	100	245	19	9	6
BT_1959	4	9	7	5	0	0
BT_1960	34	52	64	50	49	64.113
BT_1961	17	15	19	11	7	6.872
BT_1962	1443.396	1299.311	1576.865	1347.24	1623.616	1586.781
BT_1963	761	436	439	612	569	553
BT_1964	896.738	543	1275.878	1694.337	2134.385	1515.675
BT_1965	152.262	90	134.122	192.8	241.615	148.325
BT_1966	79	75	65	168.77	196	164
BT_1967	35	19	28	25	60	50
BT_1968	786	628	668	590	548	518
BT_1969	10562	9543	9497	6268	7265.249	8794
BT_1970	50337	46767.842	48552	48723.242	61455.875	54884.023
BT_1971	17987	16540	21282	3273.09	3134	3489
BT_1972	5139	4216	5027	6162.803	6028	5758.001
BT_1973	94286.083	56160.93	111391.687	69958.543	51049.593	57318.786
BT_1974	13309	10391	14029	9558.933	9034	9369
BT_1975	5138.04	4159	5268	11185.213	10969	9832
BT_1976	22	15	5	34	41	26
BT_1976a	3289	2605	2861	2401	2181	2070
BT_1977	4985	4309	5390	10133.438	12116.711	10139.016
BT_1978	6387.099	5522	5964	13718.443	17624.318	13664.984
BT_1979	27987	25135	24180	19291.723	21399.896	23067.827
BT_1980	1195.58	950	855	1184	1206	1263
BT_1981	3	0	0	0	0	4
BT_1982	17	12	6	4	4	6
BT_1983	606	406	517	1170	1244	1129
BT_1984	29.011	27	45	34.327	17.226	14.864
BT_1985	124.989	109	87	234.673	354.774	393.136
BT_1986	6840	4765	7756	6573.959	6118	6905
BT_1987	297	285	238	397	302	443
BT_1988	62	17	13	33	20	24
BT_1989	555	347	207	635	340	635
BT_1990	0	5	0	0	3	4
BT_1991	1	0	0	1	3	1
BT_1992	1	0	0	5	4	3
BT_1993	5879	5321	4436	5935	5903	5848
BT_1994	181	142	80	112.934	54.997	85
BT_1995	1049	723	780	1272.066	682.003	583
BT_1997	0	0	2	4	0	3
BT_1998	32867.304	29530.922	27852	92090.455	72709.33	80134.578
BT_1999	2407.696	3046.078	2868	6415.289	7385.143	6887.5
BT_2000	47387	41607	55016	86499.434	92766.392	79922.579
BT_2001	4947	4062	5629	7045.36	8033	7713.984
BT_2002	16170	12561	15863	33539.804	31366.452	30025.304
BT_2003	2330	2233	1978	1465	1515	2113.815
BT_2004	1982.017	1435.005	2082	1923.911	1663.164	1809.824
BT_2005	5372.983	4773.995	4937	5836.763	8301.726	7789.403
BT_2006	1958	1528	1355	1061.327	966	1472.587
BT_2007	3519	3064	4160	2873	4117	4440.44
BT_2008	4107.11	3545.345	3307.387	3513.445	3010.326	3883.296
BT_2009	1890.915	1650.725	1629.613	2078.091	2017.691	1880.142
BT_2010	98.975	106	105	65.464	63.633	77.563
BT_2011	489	308	424	742	589	575
BT_2012	463.124	477	466	619	785	745.994
BT_2013	2696.876	2436	2296	3077	3175	3001.006
BT_2014	941	729	855	759.776	874.882	792.04
BT_2015	46	32	46	43.224	41.118	26.004
BT_2016	2748.058	2503.002	2638.037	1693.719	1969.036	2080.273
BT_2017	25915.696	21973.998	29543.963	50530.604	80407.089	58646.377
BT_2018	657.083	481	540	747.394	914	686.954
BT_2019	577	280	343	733	394	678
BT_2020	2670	2327	2749	1261	947	1148
BT_2021	9	11	22	48	25	24
BT_2022	11	28	23	18	26	35
BT_2023	133	109	162	261	250	259
BT_2024	5	3	0	3	5	3
BT_2025	0	0	0	0	1	0
BT_2026	1	5	14	9	20	8
BT_2027	2	1	3	6	0	0
BT_2028	66	37	49	140	129	117
BT_2029	2	0	0	0	2	0
BT_2030	3605	2830	3294	4501.878	3940.057	4401.465
BT_2031	261	191	145	801.157	738	915.535
BT_2032	191	145	136	181	199	218
BT_2033	44	76	56	49	34	42
BT_2034	708	623	577	1242	1147	1342
BT_2035	3286.089	2898.074	2931	3281.378	3749	4174.541
BT_2036	15535.911	10928.926	13542	6337.766	4719	5769.459
BT_2037	1596	1073	1010	874	712	1003
BT_2038	26496	19133	19078	48628.913	43091.679	36366.696
BT_2039	5733.277	3533	4987	5665	5735	5571.014
BT_2040	1927.343	1749	2457	1602	1905	2137
BT_2041	477.38	361	440	467	379	531
BT_2042	3945	3084	4103	6541.006	6917.084	6025
BT_2043	12717.354	11809.301	8504.649	20055.427	19360.839	22482.063
BT_2044	5305.646	3764.699	4095.351	23833.664	19934.435	17609.142
BT_2045	10	8	12	6	20	14
BT_2046	5081.307	4152.171	4413.995	2790.632	2562.161	3276.32
BT_2047	8238.381	6041.015	6157.787	10632.452	10178.035	9251.174
BT_2048	2218.312	1752.814	2360.218	1066.464	1252.809	1127.329
BT_2049	5229	4891	3277	4230	6068	4149
BT_2050	4268	3518	4268	2236	2181	2118
BT_2051	239	314	265	121	103	144
BT_2052	19850.15	13857.26	20388.279	16466.294	17077.325	18695.33
BT_2053	36808.979	23997.41	55091.276	20649.382	20830.781	22063.492
BT_2054	16595.289	14894.284	22002.304	7463.263	10254.467	10037.664
BT_2055	43522.482	38436.046	56852.735	23538.909	33047.762	33699.584
BT_2056	1905.662	1383.2	2420.909	1569.071	1469.433	1476.801
BT_2057	7869.338	6487.8	7523.091	4891.292	6052.336	5171.701
BT_2058	8835.684	6436.907	8872.983	3576.823	2972.844	3529.245
BT_2059	30616.316	28221.093	24315.017	29504.818	29611.413	26389.689
BT_2060	1735	1411	1344	3091.359	3001.002	2847.529
BT_2061	5764	4290	4352	11869.186	9515.282	8071.805
BT_2062	24521	19626	18714	30983.72	27361.458	24965.666
BT_2063	10213	8629.317	11774.112	14106.989	12757.056	11561.571
BT_2064	1841	1651	2094	1359.366	1191.508	1540.197
BT_2065	7537	6361	7935	7738	7939.492	6762.803
BT_2066	306	314	229	324.741	356.001	254.478
BT_2067	1024	659	1119	1661.812	1569.449	1371.522
BT_2068	828	743	827	703.471	639.55	704
BT_2069	583	469	566	277	305	388
BT_2070	4596.459	3909.002	6581	3434.006	3694.033	4325.652
BT_2071	23475.541	18735.664	28043	43795.863	43709.596	38272.687
BT_2072	73073.869	51008.869	73193	104501.937	112054.049	91047.786
BT_2073	14445	11972	13683	36644.931	36675.998	28432.194
BT_2074	18239	16143	18326	21009.121	23403.896	20845.284
BT_2075	2001	1775	1792	970.634	847.161	1298.347
BT_2076	3867	2837	3909	3840.94	3859.137	2986.368
BT_2077	20464.529	15645.085	19377.412	18812.707	20207.434	18336.814
BT_2078	23684.471	18874.915	22356.588	19712.842	21840.669	21497.223
BT_2079	21550	15936	18800	36371.854	31073.788	26476.625
BT_2080	6304	4779	5947	8738	8652.102	8757.042
BT_2081	7513	6258	6726	8962.924	11040.921	10223.91
BT_2082	1375	1256	1254	1179.076	1345.079	1411.087
BT_2083	5558	5095	6032	11083.838	10588	11432.887
BT_2084	10088	9677	9817	8676.789	8826	10836.868
BT_2085	4510	3898	4815	6314.603	6450	6809.8
BT_2086	145990	105794	156568.549	260515.664	321141.761	239390.077
BT_2087	3852	3306	2630	1967.1	999	1466.001
BT_2088	216.633	184	270	142.84	106.537	96.634
BT_2089	12719.544	10472	12035	15418.025	13878.015	13545.6
BT_2090	30658.068	21145.703	36646.001	31551.327	29743.53	30754.818
BT_2091	21122.754	16781.297	24823	19066.102	20725.019	19589.479
BT_2092	9496	8610	9803	11955.734	13593.865	11946.902
BT_2093	1227	981	1161	3278.762	3584	3344
BT_2094	1812	1687	1464	2431.123	2709.996	2773
BT_2095	761	806	626	1735.095	1634.004	2024
BT_2096	222	203	251	222	263	249
BT_2097	315	245	277	284	266	453
BT_2098	1264.213	1231	990	843.34	883.993	1029.967
BT_2099	4162.18	2874.662	3807	11479.417	10088.406	10095.229
BT_2100	1050.607	669.338	751	2022	2059.6	1833.967
BT_2101	128	103	147	248	173	205
BT_2102	183	103	80	129	117	149
BT_2103	2265	1851	1577	2846	2656	2120
BT_2104	276	249	222	197.596	161	212
BT_2105	145	158	96	139.227	88	100
BT_2106	22	39	15	17.178	6	18
BT_2107	33	27	22	21	17	35
BT_2108	4	20	5	5	4	15
BT_2109	65	44	40	74	87	65.702
BT_2110	11	6	10	29	22	25.298
BT_2111	206	146	146	221.002	154	180
BT_2112	37	36	22	39.998	10	24
BT_2113	151	106	228	175	162	218
BT_2114	302	270	282	453	331	343
BT_2115	0	2	0	7	6	1
BT_2116	666	502	688	706	668	683.045
BT_2117	205	213	260	158	154	135
BT_2118	2737	1963	2946	1738.34	1804.329	1687.431
BT_2119	668	557	790	290.66	240.678	314
BT_2120	123	120	88	76	56	85
BT_2121	1105	972	1482	1649	1277	1370
BT_2122	20936.741	17165	20290	11716.299	11931.134	14069.335
BT_2123	6403.2	5350	5953.307	5040.109	4950.726	5059.716
BT_2124	10339.422	9033	11619.568	10966.08	11060.813	12033.944
BT_2125	390	240	331	1329	1313	1299
BT_2126	1186.489	1272.641	988	764.597	885.704	1213.141
BT_2127	743.34	701.738	616.152	533.131	544.637	681.132
BT_2128	5115.171	3616.621	4805.848	8999.272	8137.806	7928.443
BT_2129	5893.742	5324.99	4043.025	2948.256	2821.565	3090.504
BT_2130	147700.891	98231.914	137396.74	769585.311	528939.209	495335.194
BT_2131	75	65	33	53	31	21
BT_2132	19	30	16	27	24	12
BT_2133	21607.225	16484	18572	17157.026	17002.055	18554.004
BT_2134	671	394	496	229	228	328
BT_2135	2694.005	2460	2344	3320.002	2871.01	3121
BT_2136	30715	21539	25624	30222.622	26341.544	21163.224
BT_2139	792	639	757	653	766	709
BT_2140	1944	1476	2291	2210	2518	2431
BT_2141	11618.769	9229.992	8251.742	5577.986	4876.368	5976.99
BT_2142	3914.231	3637.008	3903.258	1488.197	1660.632	2089.01
BT_2143	8587	6929	7582.364	6116	4052	4510.048
BT_2144	2709	2320	2165	3894.742	3070	3113
BT_2145	22044	18005	21523	55487.537	48422.594	40483.878
BT_2146	1179	1083	1025	1644.001	1678	1711.079
BT_2147	100	73	112	56	33	93
BT_2148	919.017	950.949	852	428	395	557
BT_2149	1691.983	1194.051	1527	2172	1686	1883
BT_2150	2283	1778	2201	3690.896	3605.877	3426.149
BT_2151	3712.629	3126.459	4864	10537.253	11517.202	10881.732
BT_2152	3701.844	2753.549	3903	3177.979	3771.456	3386.652
BT_2153	7878.527	6244.993	6659	9666.201	11124.642	9894.344
BT_2154	8418	7217	8439	7774.005	8154	7749.147
BT_2155	17132	9984	8439	6822.952	4365	5908.853
BT_2156	551	376	610	1380	1231.467	1362
BT_2157	803	739.838	1030.198	897	774.846	921
BT_2158	1898.273	1691.622	2060.496	4399.353	4463.795	4703.408
BT_2159	455.644	348	364	594	808	966.275
BT_2160	1543.116	1215.223	1320	967.304	1079.029	1370.38
BT_2161	4290.591	4382.137	3792.994	3060.265	3003.678	3184.413
BT_2162	3127.061	3272.675	3076.708	953.523	1016.35	1667.874
BT_2163	7021.233	6288.965	8748.298	5517.582	10164.048	8368.332
BT_2164	680	475	523	569	456	523
BT_2165	19982.064	17276.117	20295.272	9811.64	9019.857	8865.21
BT_2166	20068.936	18203.353	16611.728	18666.366	22939.692	20862.52
BT_2167	13367.409	11899	13646	20385.48	18139	16493.256
BT_2168	933	650	618	629.193	618	720.977
BT_2169	458	267	405	307.807	260	343.979
BT_2170	296	304	219	110.002	66.488	154.231
BT_2171	1496	1318.521	1232	978.057	666.175	803.353
BT_2172	1272	971.479	1124	1300.905	867.854	1073.22
BT_2173	101	130	101	42.036	73.483	67.24
BT_2174	1210.322	907.528	1105.758	991.347	849.457	775.716
BT_2175	223.678	214.472	215.242	274.653	262.908	231.284
BT_2176	65.458	27.004	35.185	71.341	60.574	67.562
BT_2177	241.542	176.996	221.815	214.659	309.426	212.438
BT_2178	72880	44962	93955	21019.38	27463.981	26253.647
BT_2179	2323	2470	1808	4023.829	5044.211	4341
BT_2180	309	155	239	384	276	306
BT_2181	480	344	518	463	502	444
BT_2182	69	106	35	48	106	59
BT_2183	634	481	685	682	610	550
BT_2184	12	19	18	2	1	10
BT_2185	52	69	44	64	76	82.033
BT_2186	3856.401	2916.856	3410.654	2896.335	2338.577	2652.647
BT_2187	249.599	180.144	208.346	259.671	185.423	207.477
BT_2188	72	42	59	53	76	64
BT_2189	1175	1163	1088	692	887	888
BT_2190	142	77	190	362.101	306	266
BT_2191	266	285	400	426	452	412.683
BT_2192	92	47	131	107.531	98.377	108.32
BT_2193	362	310	375	784.469	843.623	690.997
BT_2194	77	63	64	176	270	219
BT_2195	53	78	91	122	96	114
BT_2196	145	79	130	171	212	186
BT_2197	199	150	179	247	342	276
BT_2198	766	550	970	544	587	614
BT_2199	181	96	135	320	221	260
BT_2200	46	40	38	94.02	85	84
BT_2201	263	178	173	2491.98	2159	1836.169
BT_2202	68	57	91	213	252	255
BT_2203	67	15	41	78	132	97
BT_2204	1430	1018	1018	2282	2213.03	1868
BT_2205	783	605	608	650	688	816
BT_2206	2256	2305.095	3253	1475.352	2407.934	2001.049
